Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,0.158,10.136,4.468,8.895,3.997,0.0,-999.0,1.653,3.382,3.762,0.585,0.411,0.18,12.129,2.623,2.048,0.0,-999.0,0.0,0.117,0.182,1.175,3.049,2.501,3.669,2.285,0.0,0.257,23.25,0.004,5.836,3.075,0.355,-999.0,1.18,0.004,0.0,4.312,4.272,0.373,7.72,14.764,0.0,2.639,2.043,0.0,0.806,0.239,-999.0,-999.0,-999.0,
1901,3.49,11.268,26.465,10.328,6.262,0.0,-999.0,0.002,1.633,7.676,11.413,8.777,14.623,30.647,12.19,9.528,0.994,-999.0,0.0,0.485,2.554,8.921,24.145,2.462,18.008,3.028,0.0,0.851,15.55,0.375,0.493,1.379,1.138,-999.0,1.727,0.034,0.0,0.606,10.319,4.953,24.807,19.148,0.0,0.216,1.82,0.311,4.807,0.491,-999.0,-999.0,-999.0,
1902,13.876,6.586,5.333,9.602,6.112,0.0,-999.0,2.007,13.949,4.201,0.446,0.758,0.092,9.277,2.595,7.729,0.0,-999.0,0.0,0.016,0.085,11.713,0.791,0.75,2.115,6.449,0.0,0.036,17.438,0.004,3.061,0.599,0.042,-999.0,1.871,0.004,0.0,7.2,1.312,1.448,18.635,12.8,0.0,0.751,1.734,0.015,0.007,0.008,-999.0,-999.0,-999.0,
1903,1.055,4.509,0.658,10.396,2.178,0.0,-999.0,0.099,0.52,2.296,0.233,0.43,0.086,4.355,0.388,1.283,0.0,-999.0,0.0,0.013,0.081,0.894,0.452,0.808,0.419,5.41,0.0,0.036,16.776,0.004,0.416,0.292,0.103,11.416,0.512,0.004,0.0,1.629,0.895,0.31,8.791,11.314,0.0,0.199,1.781,0.099,0.007,0.008,-999.0,-999.0,-999.0,
1904,2.564,5.083,1.086,14.794,1.711,0.0,-999.0,0.505,1.592,2.522,0.085,0.05,0.095,1.378,0.185,1.03,0.0,0.0,0.0,0.011,0.096,0.654,0.032,0.754,0.572,4.985,0.0,0.036,8.745,0.0,0.891,0.432,0.042,4.173,1.3,0.001,0.0,1.072,1.359,0.336,8.822,9.12,0.0,0.16,1.922,0.267,0.034,0.239,-999.0,-999.0,-999.0,
1905,1.0,11.304,1.068,15.204,2.361,0.0,-999.0,0.207,2.429,4.568,0.267,0.147,0.175,6.335,0.454,4.404,0.0,0.0,0.0,0.002,0.081,0.572,0.2,1.099,1.077,2.615,0.0,0.317,9.556,0.0,0.521,0.632,0.042,7.277,2.035,0.001,0.0,0.405,0.864,0.278,14.368,16.379,0.0,0.16,3.365,0.181,0.048,0.008,0.0,-999.0,-999.0,
1906,0.598,5.082,0.466,15.441,1.813,0.0,-999.0,0.087,1.518,2.356,0.172,0.046,0.125,1.209,0.184,5.228,0.0,0.0,0.0,0.023,0.126,1.328,0.124,1.361,0.988,2.985,0.0,0.007,9.304,0.167,0.19,1.959,0.079,3.139,2.864,0.001,0.0,0.206,1.567,0.224,8.573,10.817,0.02,0.16,4.231,0.006,0.0,0.008,0.0,-999.0,-999.0,
1907,1.667,4.953,11.771,6.966,2.25,0.0,-999.0,0.132,5.201,1.381,0.141,0.493,0.126,6.776,0.776,6.178,0.0,0.0,0.0,0.019,0.098,3.69,1.959,0.581,3.256,1.289,0.0,0.036,13.982,0.017,0.485,0.433,0.042,-999.0,1.063,0.022,0.0,2.162,0.705,1.586,18.587,9.471,0.02,0.16,1.991,0.006,0.034,0.008,0.0,-999.0,-999.0,
1908,3.163,4.582,1.844,14.357,2.38,0.0,-999.0,0.452,1.686,4.144,0.424,0.697,0.086,3.744,1.144,1.06,0.0,0.0,0.0,0.055,0.121,0.879,0.25,2.042,2.012,8.034,0.0,0.213,10.184,0.049,0.177,1.015,0.094,7.277,2.401,0.001,0.0,0.248,1.572,0.44,11.069,9.435,0.02,0.38,2.602,0.006,0.036,0.008,0.0,-999.0,-999.0,
1909,1.209,8.67,13.331,11.122,2.639,0.0,-999.0,0.503,0.579,2.495,0.699,0.204,0.255,7.367,0.97,6.597,0.01,0.0,0.0,0.024,0.081,5.62,3.699,1.213,2.786,3.79,0.0,0.036,7.56,0.049,0.06,0.051,0.042,53.837,0.443,0.001,0.0,0.411,1.425,1.146,27.203,9.065,0.5,0.37,1.055,0.055,0.097,0.008,0.0,-999.0,-999.0,
1910,0.071,6.014,0.83,14.724,4.551,0.0,-999.0,0.158,0.346,2.877,0.805,0.237,1.481,13.298,0.394,1.538,0.0,0.0,0.0,0.153,0.186,0.257,1.138,1.684,4.622,6.215,0.0,0.036,18.631,0.004,0.218,3.483,0.042,48.438,0.757,0.001,0.0,0.324,2.141,0.403,35.39,10.852,0.0,0.79,1.51,0.003,1.315,0.008,0.0,-999.0,-999.0,
1911,4.67,8.629,8.834,9.66,3.381,0.0,-999.0,0.944,4.629,1.557,4.902,4.608,6.771,21.678,4.022,17.058,3.25,0.0,4.0,0.798,1.04,7.33,11.465,0.536,9.225,2.022,4.333,1.634,9.848,1.121,1.749,0.591,2.256,41.181,2.604,0.194,0.0,3.314,5.292,2.824,34.656,8.837,3.0,2.005,2.824,1.815,1.927,0.008,0.0,-999.0,-999.0,
1912,0.343,6.71,5.621,9.16,1.89,0.0,-999.0,0.764,1.192,1.247,0.308,0.132,0.898,9.708,1.272,3.633,0.0,0.0,0.0,0.024,0.363,1.04,3.015,0.421,3.974,2.18,0.0,0.036,8.389,0.117,0.753,0.275,0.042,20.426,0.997,0.001,0.0,2.736,1.451,0.319,25.233,7.169,0.02,0.265,1.493,0.055,0.068,0.008,0.0,-999.0,-999.0,
1913,4.685,5.31,18.877,17.225,5.607,0.0,-999.0,0.166,5.182,1.916,11.148,9.178,6.198,39.348,11.104,2.46,0.0,0.0,0.5,0.169,0.299,3.533,24.995,0.522,16.909,0.74,0.667,0.007,9.326,0.162,1.067,0.826,0.733,45.085,0.991,0.255,0.0,2.818,5.113,6.362,24.278,8.552,0.02,0.16,2.069,0.337,0.565,0.008,0.0,-999.0,-999.0,
1914,12.452,4.587,20.856,9.627,2.816,0.0,-999.0,1.027,9.668,3.47,6.666,8.458,1.875,12.711,11.041,4.795,0.0,0.0,0.0,0.113,0.208,9.09,12.506,1.243,6.814,3.259,0.0,0.007,6.182,0.004,4.24,1.365,1.208,37.445,1.44,0.0,0.0,5.891,3.832,11.384,20.441,8.946,0.0,1.279,2.136,0.416,0.039,0.008,0.0,-999.0,-999.0,
1915,5.347,6.166,2.095,12.875,1.722,0.0,-999.0,0.764,4.064,3.285,0.09,0.046,0.062,0.409,0.533,5.442,0.0,0.0,0.0,0.02,0.081,1.937,0.157,0.373,0.143,3.278,0.0,0.036,13.635,0.004,1.669,0.269,0.042,3.004,1.682,0.0,0.0,1.396,0.388,1.867,18.844,7.48,0.0,0.257,2.637,0.055,0.033,0.008,0.0,-999.0,-999.0,
1916,0.528,6.473,8.331,9.458,2.801,0.0,-999.0,0.601,1.095,1.495,9.456,3.916,3.32,15.104,0.285,1.749,0.0,0.0,0.0,1.157,0.108,0.122,10.286,0.447,6.509,2.882,0.0,0.213,14.955,0.173,0.256,0.128,0.726,33.072,0.897,0.001,-999.0,0.283,1.76,0.426,19.816,7.486,0.5,0.17,2.055,0.003,2.201,0.239,0.0,-999.0,-999.0,
1917,0.61,9.267,3.965,17.164,3.124,0.0,-999.0,0.144,1.502,2.612,0.343,0.046,1.531,14.993,0.184,2.856,0.0,0.0,0.167,0.23,0.727,1.79,1.624,1.464,6.807,16.035,0.0,0.317,13.236,0.117,0.651,2.856,0.079,31.62,1.902,0.001,-999.0,0.585,3.594,0.335,29.84,10.009,0.0,0.409,2.218,1.223,0.495,0.008,0.0,-999.0,-999.0,
1918,4.018,3.367,26.673,11.555,4.612,0.0,-999.0,1.302,3.784,3.758,5.257,3.584,3.105,25.402,5.678,11.64,0.0,2.0,1.0,0.902,0.167,7.644,15.324,0.739,9.935,3.892,0.0,1.18,9.892,0.309,2.83,1.035,2.862,58.066,0.785,0.796,0.0,2.73,0.812,6.044,39.705,9.884,0.5,2.081,2.089,1.506,0.71,0.008,0.0,-999.0,-999.0,
1919,0.055,4.478,7.642,13.415,3.08,1.0,-999.0,0.143,0.63,4.603,1.601,0.676,1.12,9.706,2.412,2.455,0.25,0.0,2.0,0.005,0.092,1.23,3.017,3.363,6.296,12.163,0.333,1.088,5.497,0.353,0.613,1.726,0.079,16.972,2.183,0.001,0.0,0.417,2.898,0.923,7.646,10.28,1.5,0.16,2.466,0.877,0.196,0.008,0.0,-999.0,-999.0,
1920,0.0,6.271,0.57,12.777,2.108,-999.0,-999.0,0.696,2.164,3.785,0.365,0.055,0.158,4.667,0.185,1.38,0.0,0.0,0.0,0.016,0.094,0.721,0.786,0.891,1.433,6.773,0.0,0.036,5.457,0.0,0.696,0.897,0.042,7.493,2.083,0.001,0.0,1.155,0.715,0.199,9.594,9.026,0.0,0.16,3.008,0.048,0.037,0.008,0.0,-999.0,-999.0,
