Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,142.284,58.833,138.34,157.506,98.294,107.97,89.306,-999.0,-999.0,
1901,143.926,66.792,145.274,166.525,119.912,112.091,104.222,-999.0,-999.0,
1902,131.673,58.994,131.97,166.073,118.568,114.083,75.571,-999.0,-999.0,
1903,137.778,63.923,140.342,173.761,119.207,120.472,82.258,-999.0,-999.0,
1904,163.141,66.709,149.921,174.5,109.0,107.707,88.796,-999.0,-999.0,
1905,148.123,61.813,145.655,171.826,116.9,98.89,82.907,209.0,-999.0,
1906,146.471,58.125,142.125,168.181,106.34,104.114,80.57,240.0,-999.0,
1907,152.753,51.307,157.907,187.434,110.707,91.399,78.695,203.0,-999.0,
1908,147.684,52.017,141.703,176.213,118.26,113.716,80.74,229.0,-999.0,
1909,143.374,55.94,144.493,182.519,119.253,108.568,86.306,231.0,-999.0,
1910,144.494,68.007,141.989,157.956,102.557,101.493,81.487,228.0,-999.0,
1911,149.138,48.5,142.158,175.428,138.06,116.354,77.86,216.0,-999.0,
1912,144.069,70.661,149.284,179.559,121.941,123.354,97.487,226.0,-999.0,
1913,126.339,50.015,133.267,174.208,128.096,118.459,85.803,249.0,-999.0,
1914,149.511,65.792,137.355,166.244,108.093,103.394,85.132,245.0,-999.0,
1915,147.061,64.782,139.7,164.255,109.649,109.3,87.276,234.0,-999.0,
1916,145.046,60.006,144.85,180.958,143.161,117.347,86.157,237.0,-999.0,
1917,160.092,64.978,157.779,186.485,119.42,126.269,92.043,236.0,-999.0,
1918,139.637,53.024,132.259,162.605,115.83,112.255,82.266,245.0,-999.0,
1919,138.139,53.547,140.008,175.011,129.376,117.717,85.372,222.0,-999.0,
1920,143.268,59.537,138.969,175.907,128.238,121.971,86.581,248.0,-999.0,
1921,125.869,37.05,125.951,166.755,112.125,104.176,75.0,240.0,-999.0,
1922,143.656,42.386,130.001,167.112,139.301,116.217,78.459,244.0,-999.0,
1923,146.7,44.681,145.399,175.672,122.399,116.857,76.968,221.0,-999.0,
1924,149.454,63.154,144.66,174.84,119.411,123.133,93.586,231.0,-999.0,
1925,141.161,51.865,151.933,169.841,94.586,111.154,87.408,217.0,-999.0,
1926,157.126,60.231,155.476,173.579,103.506,103.454,84.93,211.0,-999.0,
1927,133.615,44.053,127.217,169.629,112.815,107.439,76.36,248.0,-999.0,
1928,145.615,58.56,140.881,176.518,116.914,112.705,78.459,244.0,-999.0,
1929,137.006,54.712,139.583,174.053,137.957,125.787,89.791,224.0,-999.0,
1930,139.172,56.943,139.906,165.665,122.891,115.62,84.092,235.0,-999.0,
1931,129.644,41.446,125.15,163.443,117.359,109.756,67.899,248.0,-999.0,
1932,138.437,46.336,141.898,168.596,109.405,120.818,87.047,222.0,-999.0,
1933,142.489,40.832,139.076,167.544,113.578,117.67,68.07,267.0,-999.0,
1934,146.385,57.489,139.978,161.04,81.118,95.453,73.782,242.0,-999.0,
1935,141.316,52.935,137.631,174.51,136.369,115.997,68.543,244.0,-999.0,
1936,144.592,57.184,151.483,174.876,126.795,112.51,87.276,238.0,-999.0,
1937,144.178,52.722,149.15,168.709,110.119,117.113,87.739,243.0,-999.0,
1938,133.594,47.299,129.25,157.837,115.333,109.475,73.021,230.0,-999.0,
1939,150.639,49.742,144.404,165.536,111.595,109.913,75.359,243.0,-999.0,
1940,149.489,64.273,145.133,162.859,95.725,98.384,83.141,240.0,-999.0,
1941,146.483,60.109,133.015,162.484,101.062,101.173,71.377,240.0,-999.0,
1942,142.425,59.492,143.455,171.025,117.049,116.906,84.759,218.0,-999.0,
1943,154.022,63.945,152.165,172.487,120.833,105.556,91.261,224.0,-999.0,
1944,153.961,56.013,141.87,171.28,123.382,118.484,81.487,231.0,-999.0,
1945,136.77,51.341,138.071,176.462,109.667,117.403,80.803,236.0,-999.0,
1946,132.494,42.29,120.727,165.171,114.917,113.873,64.735,221.0,-999.0,
1947,154.656,63.133,145.065,170.114,101.865,116.107,97.598,247.0,-999.0,
1948,134.782,54.987,134.135,171.907,128.241,126.368,91.219,257.0,-999.0,
1949,132.778,45.86,137.491,168.232,128.017,119.657,80.09,238.0,-999.0,
1950,141.241,59.078,149.637,178.623,108.354,108.95,89.444,250.0,-999.0,
1951,137.839,58.804,146.09,184.077,124.271,118.189,94.316,225.0,-999.0,
1952,140.061,53.509,148.893,177.498,126.732,117.788,85.534,240.0,-999.0,
1953,125.81,51.668,135.612,167.695,95.066,113.242,76.688,214.0,-999.0,
