Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1933,11.36,-999.0,7.3,9.25,2.47,7.01,6.99,4.66,2.41
1934,9.15,-999.0,11.2,11.54,3.4,10.69,11.58,6.9,3.06
1935,13.76,-999.0,7.95,10.7,1.97,4.55,10.01,8.58,2.52
1936,17.21,-999.0,9.36,9.7,2.27,1.75,9.93,9.44,2.6
1937,11.44,-999.0,6.63,11.84,3.13,10.13,12.12,5.99,3.15
1938,15.62,-999.0,7.45,11.41,3.69,7.51,8.13,3.76,3.21
1939,13.1,-999.0,4.53,8.33,1.97,4.32,6.05,3.63,3.23
1940,13.42,-999.0,6.46,10.15,4.12,10.7,7.94,8.21,4.21
1941,10.74,-999.0,13.2,7.6,5.8,8.8,9.12,11.97,5.46
1942,11.47,-999.0,9.01,11.77,4.3,10.33,9.12,8.16,3.24
1943,14.97,-999.0,6.03,10.66,2.5,5.98,8.21,5.6,2.23
1944,11.77,-999.0,5.8,11.71,3.1,7.02,10.69,6.83,3.85
1945,13.57,-999.0,9.46,14.32,3.45,10.28,12.62,6.87,3.26
1946,12.56,-999.0,9.34,8.67,7.12,10.62,11.06,9.98,4.98
1947,13.19,-999.0,8.12,8.52,4.6,10.84,14.53,4.45,2.94
1948,14.2,-999.0,7.04,9.72,2.97,8.79,16.0,4.23,2.08
1949,12.15,-999.0,7.26,8.7,3.79,8.04,9.68,7.23,2.53
1950,8.81,-999.0,6.72,12.11,4.22,12.15,10.06,4.27,3.71
1951,11.16,-999.0,9.4,11.02,4.17,10.14,11.46,6.59,3.26
1952,14.43,-999.0,4.45,8.6,1.37,2.25,8.38,4.36,2.27
1953,10.46,-999.0,3.88,8.23,2.35,7.43,7.91,5.95,2.14
1954,11.85,-999.0,8.42,12.96,3.11,6.32,8.07,4.61,2.82
1955,9.84,-999.0,7.45,11.22,3.35,11.45,8.59,5.37,2.09
1956,12.4,-999.0,4.64,9.45,2.54,7.4,9.57,3.35,1.45
1957,13.0,-999.0,8.43,9.37,4.17,6.42,18.12,10.89,4.29
1958,12.12,-999.0,7.53,10.73,2.98,8.83,9.46,8.38,3.01
1959,10.48,-999.0,9.71,13.12,5.14,9.29,13.52,8.63,2.5
1960,12.86,-999.0,6.5,9.92,2.53,9.62,10.25,7.86,4.12
1961,14.35,-999.0,10.76,8.71,4.88,8.77,8.73,8.83,3.74
1962,10.83,-999.0,6.8,11.66,3.19,10.89,11.2,8.46,3.64
1963,9.66,-999.0,4.72,9.8,3.21,9.54,8.3,5.33,4.29
1964,10.49,-999.0,6.33,6.61,2.23,7.36,12.25,7.83,3.1
1965,12.32,-999.0,10.58,9.76,4.33,6.27,9.09,6.86,4.3
1966,12.22,-999.0,6.8,11.39,3.33,8.39,10.12,4.64,3.07
1967,12.43,-999.0,7.81,9.76,3.8,8.01,8.41,8.81,2.85
1968,9.45,-999.0,9.59,11.0,3.81,10.25,10.96,8.01,2.38
1969,10.1,-999.0,8.49,10.02,3.0,6.02,9.42,8.49,3.68
1970,11.37,-999.0,11.82,11.23,4.44,9.99,11.1,8.38,4.3
1971,11.8,-999.0,8.57,10.58,5.32,9.11,10.37,9.79,3.66
1972,12.02,-999.0,10.71,12.71,3.4,6.37,13.16,9.18,6.24
1973,9.14,-999.0,10.38,10.08,6.24,13.75,12.19,11.95,3.75
1974,13.33,-999.0,7.16,9.92,2.34,4.99,10.76,11.92,3.7
1975,10.39,-999.0,7.67,14.07,3.68,9.57,12.96,5.52,3.29
1976,14.28,-999.0,4.42,11.58,2.12,3.35,12.03,8.37,2.98
1977,12.1,-999.0,10.84,15.28,5.09,9.74,15.18,5.5,2.61
1978,13.02,-999.0,8.09,7.89,3.62,6.06,7.23,7.79,4.26
1979,14.81,-999.0,7.38,13.26,2.63,7.45,15.25,5.32,2.77
1980,12.36,-999.0,7.13,10.09,3.46,7.84,11.09,7.21,2.41
1981,12.42,-999.0,7.79,11.78,3.47,10.01,8.02,9.43,4.96
1982,12.88,-999.0,9.56,9.04,5.6,9.7,11.19,5.75,5.67
1983,11.14,-999.0,11.85,12.46,4.39,10.51,12.57,7.88,5.73
1984,7.44,-999.0,11.26,8.14,3.9,11.88,12.06,9.4,5.06
1985,11.84,-999.0,12.51,13.3,5.44,9.98,13.95,11.1,5.6
1986,13.1,-999.0,12.15,10.69,6.12,9.51,13.58,12.49,4.11
1987,15.47,-999.0,6.91,11.97,2.07,2.91,10.52,6.31,3.37
1988,11.16,-999.0,9.63,10.76,3.3,9.42,13.84,5.96,3.05
1989,13.32,-999.0,6.65,12.76,3.66,6.46,12.12,4.75,2.48
1990,13.66,-999.0,8.38,12.34,2.83,8.77,10.72,7.61,3.11
1991,12.57,-999.0,10.86,10.06,4.19,7.58,8.71,8.52,3.57
1992,11.99,-999.0,10.79,10.32,3.33,7.66,13.15,6.9,2.39
1993,16.03,-999.0,10.27,12.84,3.43,3.12,12.03,6.81,2.79
1994,14.24,-999.0,8.74,8.54,5.18,9.84,12.46,8.99,4.22
1995,10.21,-999.0,7.61,14.47,4.87,10.86,12.87,5.7,1.7
1996,9.1,-999.0,9.93,14.15,5.48,10.89,13.93,9.43,4.28
1997,11.38,-999.0,6.88,9.94,3.89,9.51,12.32,7.45,4.64
1998,10.44,-999.0,8.47,7.64,5.65,10.35,10.68,11.88,4.7
1999,13.33,-999.0,4.9,14.02,2.86,7.09,10.5,4.03,1.94
2000,14.51,-999.0,7.89,8.52,4.21,6.54,11.32,9.75,3.85
2001,10.09,-999.0,9.98,7.41,3.42,8.64,11.3,7.6,2.73
2002,15.42,-999.0,6.92,13.05,3.07,3.94,16.03,9.56,3.66
2003,12.35,-999.0,9.27,15.75,3.39,7.5,11.58,7.19,2.52
2004,15.42,-999.0,9.13,12.17,4.77,7.14,16.32,11.49,5.35
2005,14.87,-999.0,8.89,16.4,4.06,8.32,8.5,4.44,2.96
2006,12.35,-999.0,9.01,14.71,4.49,10.77,13.71,7.28,3.58
2007,13.34,-999.0,8.33,11.22,3.87,7.8,9.87,5.37,2.46
2008,12.28,-999.0,9.16,11.19,5.39,6.42,10.01,6.99,2.6
2009,11.02,-999.0,10.02,10.31,4.12,8.34,16.45,10.69,2.5
2010,11.66,-999.0,9.35,12.74,4.3,9.68,8.8,6.22,3.65
2011,12.45,-999.0,8.45,15.41,3.15,6.97,12.81,5.5,3.12
2012,12.18,-999.0,7.59,11.55,2.51,9.24,9.01,4.7,2.59
2013,15.91,-999.0,8.01,9.78,5.82,7.84,9.9,8.42,4.07
2014,10.54,-999.0,8.89,9.54,3.6,9.3,11.4,7.76,3.54
2015,15.76,-999.0,9.41,10.46,3.96,7.91,15.16,10.47,3.87
2016,10.49,-999.0,8.94,9.57,5.14,12.34,7.87,6.09,3.67
2017,12.89,-999.0,8.3,10.75,4.56,10.37,9.35,5.04,2.71
2018,11.06,-999.0,11.77,17.37,4.22,6.37,16.12,13.97,3.65
2019,15.37,-999.0,11.71,11.27,6.09,6.17,11.08,6.77,3.18
2020,11.45,-999.0,8.18,10.19,2.81,7.74,13.87,6.18,1.32
2021,11.72,-999.0,8.53,12.97,4.03,10.26,10.08,5.43,3.03
