Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1895,-999.0,-999.0,6.4,8.53,2.76,4.82,6.72,5.26,2.97
1896,-999.0,-999.0,9.18,11.65,5.34,11.47,10.7,8.22,4.57
1897,-999.0,-999.0,5.24,8.81,4.03,10.71,7.22,4.18,4.18
1898,-999.0,-999.0,9.42,12.34,3.34,7.81,14.61,4.9,1.97
1899,-999.0,-999.0,6.31,8.7,2.7,10.74,7.53,6.71,3.73
1900,-999.0,-999.0,10.22,11.07,4.39,9.58,11.23,9.33,4.47
1901,-999.0,-999.0,6.33,8.0,3.91,7.87,7.8,5.54,2.86
1902,-999.0,-999.0,8.7,10.31,2.88,8.74,13.09,10.11,3.51
1903,-999.0,-999.0,7.66,8.28,3.68,11.11,6.96,4.56,2.93
1904,-999.0,-999.0,6.07,8.31,2.05,6.33,6.24,6.06,3.39
1905,-999.0,-999.0,9.8,9.61,3.92,7.24,9.23,7.82,3.94
1906,-999.0,-999.0,9.02,9.44,4.42,9.91,12.51,7.52,3.27
1907,-999.0,-999.0,6.73,14.4,2.28,6.39,11.67,8.97,2.82
1908,-999.0,-999.0,5.29,5.18,4.03,7.08,8.27,7.28,3.17
1909,-999.0,-999.0,9.03,8.15,4.24,13.48,6.87,6.62,4.17
1910,-999.0,-999.0,7.28,8.65,3.91,11.83,8.85,3.48,2.98
1911,-999.0,-999.0,11.67,11.49,5.15,8.14,11.02,4.83,3.26
1912,-999.0,-999.0,7.1,10.85,4.1,8.3,9.1,5.07,3.27
1913,-999.0,-999.0,8.72,11.71,3.67,9.03,11.89,11.56,3.78
1914,-999.0,-999.0,7.78,6.01,3.53,8.88,10.39,6.52,2.73
1915,-999.0,-999.0,8.64,8.3,4.82,8.74,11.36,6.33,2.27
1916,-999.0,-999.0,7.37,8.97,3.09,5.84,7.57,5.36,3.66
1917,-999.0,-999.0,5.69,9.35,2.55,5.48,7.78,3.15,1.66
1918,-999.0,-999.0,8.27,11.21,3.68,7.79,13.18,9.11,3.94
1919,-999.0,-999.0,11.29,11.51,4.81,8.14,12.0,11.7,4.18
1920,-999.0,-999.0,6.97,10.64,3.25,11.13,9.47,7.92,4.04
1921,-999.0,-999.0,9.95,11.54,3.87,10.66,9.56,4.02,1.94
1922,-999.0,-999.0,7.31,5.95,3.37,5.41,7.95,5.81,2.69
1923,-999.0,-999.0,7.25,9.61,4.78,6.63,9.16,12.11,4.06
1924,-999.0,-999.0,5.64,9.06,4.2,10.6,9.12,4.36,2.79
1925,18.31,-999.0,10.07,12.81,4.07,6.1,13.34,9.42,3.8
1926,11.53,-999.0,13.41,13.48,4.83,10.93,10.7,8.36,4.19
1927,9.93,-999.0,10.2,14.1,4.71,13.62,8.45,5.68,4.23
1928,14.04,-999.0,9.0,8.21,3.26,5.82,10.89,7.1,3.07
1929,15.91,-999.0,8.21,10.61,4.76,2.05,16.04,7.99,2.35
1930,13.15,-999.0,7.36,6.18,4.7,6.37,11.94,9.42,3.25
1931,14.32,-999.0,11.86,8.07,3.98,8.27,6.22,6.3,3.9
1932,11.58,-999.0,7.23,13.01,2.96,8.22,13.54,5.67,1.81
