Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,1.681,0.005,0.538,0.41,0.06,1.0,-999.0,0.747,1.116,0.126,0.215,0.126,0.448,0.253,0.997,2.341,1.967,-999.0,0.333,0.182,0.511,2.799,0.444,0.121,0.57,0.0,0.0,0.009,0.032,0.058,0.262,0.138,0.03,0.873,0.0,0.0,0.0,0.421,0.24,0.463,1.839,0.007,0.054,0.314,0.094,0.008,0.379,0.026,-999.0,-999.0,-999.0,
1901,1.013,0.067,0.266,0.516,0.06,0.0,-999.0,1.939,2.049,0.001,0.121,0.345,0.197,0.007,0.177,1.214,0.467,-999.0,0.39,0.186,0.44,1.642,0.111,0.005,0.262,0.0,0.0,0.342,0.02,0.518,1.517,0.0,0.07,0.339,0.084,0.386,1.0,0.976,0.18,0.536,0.758,0.002,0.054,0.868,0.301,0.208,0.12,0.026,-999.0,-999.0,-999.0,
1902,0.793,0.0,1.719,0.52,0.143,0.0,-999.0,1.614,0.813,0.0,0.5,0.381,0.969,0.453,0.674,0.967,0.0,-999.0,0.556,0.041,0.183,1.468,0.709,0.002,0.341,0.004,0.0,0.167,0.463,0.376,0.291,0.0,0.034,1.128,0.041,0.0,0.0,0.494,0.124,0.893,1.342,0.002,0.054,0.346,0.28,0.009,0.103,0.0,-999.0,-999.0,-999.0,
1903,1.044,0.0,0.437,0.501,0.0,1.0,-999.0,1.978,1.292,0.0,0.261,0.564,0.518,0.524,0.5,0.759,0.967,-999.0,1.778,0.065,0.431,0.63,0.612,0.0,0.427,0.0,0.0,1.167,0.463,0.603,0.549,0.0,0.035,0.851,0.313,0.331,0.0,0.692,0.219,0.38,0.734,0.0,0.0,0.289,0.224,0.199,0.355,0.026,-999.0,-999.0,-999.0,
1904,0.081,0.055,1.13,0.665,0.177,0.0,-999.0,0.532,0.356,0.0,0.588,0.372,0.181,0.341,0.177,0.858,0.25,0.0,0.778,0.09,0.098,0.59,0.894,0.0,0.19,0.004,0.0,0.667,0.0,0.348,0.524,0.0,0.034,0.583,0.342,0.012,0.0,0.489,0.165,0.135,0.762,0.002,0.0,0.144,0.018,0.253,0.092,0.026,-999.0,-999.0,-999.0,
1905,0.817,0.055,1.336,0.264,0.084,1.0,-999.0,1.305,0.641,0.0,0.418,0.539,0.384,0.44,0.339,2.791,0.0,0.0,0.422,0.495,0.232,1.052,1.166,0.0,0.462,0.004,1.0,0.175,0.177,0.007,0.671,0.19,0.201,0.345,0.0,0.014,0.0,0.308,0.309,0.293,0.909,0.002,0.333,0.384,0.111,0.199,0.112,0.0,-999.0,1.414,1.0,
1906,1.493,0.241,1.766,0.564,0.0,0.0,-999.0,0.695,1.561,0.0,0.28,0.43,0.39,0.285,0.828,1.456,0.25,0.0,0.0,0.0,0.148,1.499,0.675,0.077,0.194,0.004,0.0,0.175,0.0,0.072,0.836,0.076,0.022,0.237,0.0,0.005,0.0,0.756,0.115,1.003,0.769,0.402,0.0,0.027,0.242,0.193,0.128,0.001,-999.0,3.263,-999.0,
1907,0.398,0.0,1.388,0.635,0.053,0.0,-999.0,0.705,0.471,0.0,0.2,0.241,0.34,0.101,0.171,2.805,0.0,0.0,1.0,0.025,0.091,0.916,0.303,0.073,0.128,0.004,0.0,0.167,0.155,0.0,0.395,0.0,0.167,0.45,0.492,0.005,0.0,0.997,0.079,0.383,0.968,0.003,0.467,0.476,0.032,0.083,0.539,0.0,-999.0,4.056,0.0,
1908,1.282,0.0,0.648,0.033,0.133,0.0,-999.0,0.901,1.439,0.0,0.191,0.264,0.241,0.558,0.085,1.579,0.0,0.0,0.409,0.0,0.292,1.207,0.375,0.085,0.264,0.004,0.0,0.333,0.0,0.24,0.952,0.062,0.068,2.3,0.11,0.005,1.0,1.005,0.375,0.116,1.159,0.003,0.0,0.599,0.095,0.0,0.217,0.001,-999.0,2.573,0.0,
1909,1.552,0.0,0.623,0.95,0.043,0.0,-999.0,1.536,0.573,0.0,0.181,0.249,0.437,0.459,0.756,1.671,0.026,0.0,0.333,0.201,0.41,1.944,0.799,0.039,0.337,0.004,0.0,0.306,0.132,0.2,0.246,0.0,0.301,0.715,0.224,0.0,0.0,0.723,0.18,0.211,0.44,0.0,0.0,0.099,0.341,0.0,0.263,0.0,-999.0,1.414,-999.0,
