Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1970,0.143,0.911,0.284,0.093,0.062,0.173,0.474,-999.0,2.5,
1971,0.248,0.811,0.199,0.175,0.117,0.045,0.661,-999.0,1.333,
1972,0.542,1.036,0.288,0.074,0.151,0.03,0.486,-999.0,1.333,
1973,0.412,1.539,0.367,0.144,0.062,0.167,1.168,-999.0,1.5,
1974,0.187,1.232,0.201,0.102,0.089,0.196,0.989,-999.0,0.667,
1975,0.294,1.085,0.296,0.078,0.146,0.03,0.585,-999.0,3.333,
1976,0.206,0.834,0.139,0.067,0.031,0.006,0.501,-999.0,2.667,
1977,0.232,0.982,0.292,0.158,0.099,0.116,0.635,-999.0,2.5,
1978,0.169,0.824,0.409,0.078,0.01,0.173,0.469,-999.0,3.5,
1979,0.167,1.584,0.387,0.087,0.039,0.116,0.882,-999.0,5.333,
1980,0.193,1.078,0.193,0.076,0.094,0.287,0.573,-999.0,4.667,
1981,0.067,0.711,0.359,0.091,0.198,0.179,0.684,-999.0,1.333,
1982,0.145,1.32,0.494,0.153,0.074,0.248,0.656,-999.0,6.667,
1983,0.352,1.193,0.387,0.128,0.052,0.185,0.561,-999.0,1.667,
1984,0.374,0.994,0.18,0.096,0.104,0.018,0.363,-999.0,1.667,
1985,0.348,0.856,0.378,0.097,0.011,0.036,1.031,-999.0,3.333,
1986,0.141,0.652,0.455,0.129,0.193,0.218,1.016,-999.0,2.333,
1987,0.27,0.811,0.258,0.109,0.195,0.046,0.592,-999.0,4.667,
1988,0.124,0.828,0.195,0.088,0.057,0.041,0.402,-999.0,2.0,
1989,0.319,1.025,0.33,0.163,0.075,0.088,0.724,-999.0,5.0,
1990,0.162,1.272,0.414,0.129,0.28,0.064,0.851,-999.0,3.667,
1991,0.276,1.363,0.386,0.151,0.078,0.114,0.824,-999.0,2.0,
1992,0.143,0.983,0.251,0.092,0.0,0.103,0.614,-999.0,2.333,
1993,0.088,0.817,0.622,0.148,0.073,0.123,0.773,-999.0,1.667,
1994,0.214,1.036,0.265,0.125,0.125,0.062,0.79,-999.0,2.333,
1995,0.344,1.34,0.352,0.096,0.177,0.445,0.83,-999.0,1.333,
1996,0.787,1.111,0.421,0.162,0.45,0.221,0.661,-999.0,4.333,
1997,0.123,1.102,0.22,0.146,0.161,0.179,0.938,-999.0,1.333,
1998,0.343,1.274,0.413,0.175,0.244,0.143,1.487,-999.0,1.0,
1999,0.646,1.054,0.287,0.11,0.183,0.124,0.502,-999.0,1.0,
2000,0.257,0.71,0.378,0.12,0.0,0.16,0.648,-999.0,1.333,
2001,0.282,1.261,0.27,0.101,0.108,0.042,0.829,-999.0,1.0,
2002,0.133,1.06,0.461,0.095,0.144,0.211,0.838,-999.0,3.333,
2003,0.176,1.213,0.356,0.135,0.241,0.094,0.559,-999.0,1.0,
2004,0.6,1.378,0.371,0.087,0.027,0.199,0.825,-999.0,5.667,
2005,0.519,0.912,0.346,0.108,0.089,0.287,0.481,-999.0,1.667,
2006,0.357,0.867,0.391,0.114,0.344,0.106,0.556,-999.0,2.0,
2007,0.257,0.566,0.427,0.285,0.129,0.024,1.11,-999.0,0.333,
2008,0.36,1.343,0.785,0.187,0.133,0.111,0.89,-999.0,2.333,
2009,0.103,1.467,0.325,0.064,0.139,0.157,0.765,-999.0,3.0,
2010,0.738,0.896,0.509,0.155,0.062,0.214,0.778,-999.0,1.333,
2011,0.672,1.218,0.303,0.178,0.123,0.085,0.286,-999.0,1.0,
2012,0.275,0.903,0.221,0.055,0.178,0.132,0.485,-999.0,0.0,
2013,0.362,1.323,0.436,0.098,0.068,0.066,0.695,-999.0,1.333,
2014,0.324,0.936,0.48,0.198,0.007,0.182,0.596,-999.0,4.0,
2015,0.187,1.312,0.472,0.078,0.157,0.054,1.718,-999.0,5.0,
2016,0.326,1.355,0.519,0.155,0.222,0.138,0.918,-999.0,3.667,
2017,0.312,1.464,0.483,0.205,0.099,0.309,0.775,-999.0,1.667,
2018,0.253,1.414,0.503,0.214,0.062,0.194,1.049,-999.0,3.333,
2019,0.234,1.139,0.428,0.212,0.19,0.156,0.881,-999.0,2.0,
2020,0.124,1.832,0.298,0.071,0.071,0.024,0.613,-999.0,2.0,
2021,0.572,1.232,0.416,0.228,0.222,0.259,0.682,-999.0,2.0,
