Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1950,3.43,42.86,3.049,0.476,0.167,10.701,43.256,0.0,92.25,
1951,3.781,53.582,5.091,1.171,0.189,12.94,59.243,0.0,93.25,
1952,8.584,58.509,12.449,2.427,0.353,12.97,58.169,0.0,69.375,
1953,6.49,57.222,13.176,3.86,0.131,12.439,61.141,0.0,81.375,
1954,3.19,58.484,13.373,3.66,0.108,13.427,71.776,0.0,78.375,
1955,11.493,50.122,15.617,5.467,0.276,11.528,58.914,0.0,64.5,
1956,3.334,41.629,7.866,1.75,0.349,12.504,58.56,0.0,91.0,
1957,5.202,49.364,9.785,2.837,0.023,12.092,55.593,0.0,105.25,
1958,3.83,55.732,5.683,1.39,0.654,15.729,58.09,0.0,105.5,
1959,11.361,56.89,13.338,3.015,0.353,14.199,54.515,0.0,97.125,
1960,3.114,47.726,5.784,2.539,0.636,15.006,50.394,0.0,127.0,
1961,6.681,39.533,6.128,1.775,0.987,13.017,44.186,0.0,138.875,
1962,2.252,47.856,4.517,0.834,0.259,10.707,54.422,0.0,110.75,
1963,3.166,43.271,6.455,3.128,0.18,11.718,63.638,0.0,115.375,
1964,4.787,50.868,9.518,3.145,0.159,12.165,64.831,0.0,118.125,
1965,4.276,44.633,4.688,0.977,0.291,9.136,55.598,0.0,104.125,
1966,4.56,44.275,8.053,3.228,0.063,13.006,53.277,0.0,137.75,
1967,2.978,36.198,2.862,0.502,0.389,13.586,44.466,0.0,143.75,
1968,7.288,48.808,12.208,2.123,0.593,10.127,49.555,0.0,128.125,
1969,7.084,51.034,8.23,2.155,0.24,13.699,53.402,0.0,116.75,
1970,5.324,54.008,9.849,2.849,0.398,13.588,59.673,0.0,143.625,
1971,4.712,45.033,6.384,1.673,0.657,13.191,51.409,0.0,131.375,
1972,5.495,40.808,7.807,1.594,0.263,11.849,47.389,0.0,129.875,
1973,8.338,52.985,9.121,2.039,0.304,11.148,47.437,0.0,128.0,
1974,4.14,39.365,6.562,2.554,0.362,12.903,45.732,0.0,152.875,
1975,5.921,49.614,8.813,3.431,0.808,10.248,46.268,0.0,124.375,
1976,3.379,31.926,5.119,2.363,0.119,10.117,33.595,0.0,147.0,
1977,8.079,59.38,11.876,2.508,0.756,13.627,61.868,0.0,138.75,
1978,6.335,53.768,8.992,2.383,0.297,13.551,62.861,0.0,147.125,
1979,7.566,48.358,5.837,1.347,0.332,11.061,44.886,0.0,121.875,
1980,7.697,62.238,12.744,2.928,0.061,13.693,70.508,0.0,139.125,
1981,4.985,54.45,8.089,1.91,0.265,14.734,57.375,0.0,122.625,
1982,4.202,52.688,6.664,1.684,0.322,11.436,55.307,0.0,136.125,
1983,7.07,52.608,15.462,5.325,0.23,12.856,55.446,0.0,114.0,
1984,5.797,42.461,6.583,1.698,0.218,14.818,51.631,0.0,150.75,
1985,5.009,50.201,6.106,1.297,0.455,11.744,54.442,0.0,102.75,
1986,6.349,60.853,9.973,2.117,0.396,11.523,61.114,0.0,148.875,
1987,8.281,56.167,13.071,3.355,0.23,11.178,48.499,0.04,132.75,
1988,10.378,53.712,16.387,5.472,0.261,13.741,50.266,0.0,149.25,
1989,6.689,54.028,7.884,2.78,0.144,12.522,50.557,0.0,118.0,
1990,5.015,55.883,9.163,2.664,0.636,13.648,63.063,0.0,157.125,
1991,8.309,67.436,13.532,3.436,0.361,11.798,58.277,0.0,134.25,
1992,3.146,45.268,3.779,0.331,0.737,11.78,40.824,0.0,146.875,
1993,7.978,59.605,11.195,1.086,0.032,10.447,58.627,0.0,140.75,
1994,8.189,50.968,7.149,0.945,0.686,15.068,53.419,0.0,164.25,
1995,10.253,59.245,14.648,3.406,0.213,12.089,53.689,0.0,152.625,
1996,3.641,49.841,7.183,1.525,0.387,15.325,60.488,0.0,159.75,
1997,4.284,48.755,8.032,1.879,0.268,14.201,52.009,0.0,139.75,
1998,7.378,72.444,10.796,2.123,0.798,14.092,74.166,0.0,118.5,
1999,11.353,57.696,12.788,3.104,0.407,12.791,59.816,0.04,115.375,
2000,5.341,54.248,8.911,2.756,0.342,15.837,67.628,0.0,136.0,
2001,7.033,54.681,13.431,4.409,0.474,16.188,61.391,0.0,155.25,
2002,10.991,64.638,15.269,5.607,0.754,15.771,62.258,0.0,143.75,
2003,7.312,59.071,7.067,2.764,0.804,17.894,55.978,0.0,155.875,
2004,5.624,55.969,5.471,1.106,0.808,12.732,49.092,0.0,153.125,
2005,13.331,66.906,13.309,3.711,0.428,13.912,55.088,0.0,155.375,
2006,10.343,58.868,13.717,3.355,1.023,17.535,60.585,0.0,143.25,
2007,7.363,62.871,11.873,4.423,0.67,16.506,58.259,0.0,144.0,
2008,5.053,54.982,6.662,1.242,0.455,14.357,57.735,0.0,125.875,
2009,5.167,55.142,5.074,0.552,0.688,15.151,55.905,0.0,117.5,
2010,13.477,78.65,16.071,2.693,0.256,14.845,71.926,0.0,125.125,
2011,10.76,66.766,18.21,4.749,0.157,15.606,79.065,0.0,163.125,
2012,10.722,61.785,15.352,4.498,0.445,18.238,66.082,0.0,153.875,
2013,11.818,60.021,10.67,2.553,0.738,17.556,63.15,0.014,146.25,
2014,5.678,56.787,7.269,0.84,0.919,15.709,56.488,0.0,175.375,
2015,8.387,70.218,9.542,1.655,1.873,18.587,62.541,0.0,209.125,
2016,13.784,78.466,15.247,3.174,0.367,16.379,68.51,0.0,197.0,
2017,7.728,66.727,7.614,2.049,0.667,16.423,54.918,0.0,171.875,
2018,14.893,81.617,14.62,2.506,0.733,19.094,72.328,0.0,215.25,
2019,10.198,71.373,11.236,2.477,0.292,15.118,65.305,0.0,206.125,
2020,13.152,70.572,11.062,3.16,0.745,18.855,58.327,0.0,226.125,
2021,12.893,67.88,12.092,3.001,3.091,18.393,62.684,0.0,181.625,
