Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,12.66,0.495,17.348,26.496,1.471,1.578,1.722,-999.0,-999.0,
1901,12.994,0.654,18.614,26.369,0.588,5.406,5.667,-999.0,-999.0,
1902,11.389,0.03,16.918,26.365,3.909,5.529,3.786,-999.0,-999.0,
1903,12.549,0.466,19.266,26.506,2.804,9.243,2.0,-999.0,-999.0,
1904,25.827,0.287,25.259,31.197,1.688,3.775,2.065,-999.0,-999.0,
1905,18.778,1.071,24.315,30.193,3.1,4.744,7.52,87.0,-999.0,
1906,12.448,0.131,13.835,25.859,2.846,3.686,0.871,122.0,-999.0,
1907,15.328,0.211,13.501,27.323,4.28,1.973,1.42,106.0,-999.0,
1908,12.753,0.11,9.552,17.986,1.962,4.291,0.618,120.0,-999.0,
1909,7.333,0.252,17.824,35.816,5.69,6.521,5.014,118.0,-999.0,
1910,14.149,0.519,15.385,25.457,3.6,5.396,1.579,128.0,-999.0,
1911,9.075,0.186,12.534,30.03,3.089,6.115,2.82,128.0,-999.0,
1912,18.517,1.336,30.69,34.324,3.537,6.177,5.799,106.0,-999.0,
1913,5.667,0.03,16.344,35.659,5.5,7.167,3.579,143.0,-999.0,
1914,19.839,0.586,21.659,32.452,3.37,5.62,3.596,101.0,-999.0,
1915,5.694,0.018,11.125,19.147,2.232,4.755,1.456,134.0,-999.0,
1916,15.374,0.509,26.262,49.882,9.179,6.729,5.644,120.0,-999.0,
1917,22.034,1.735,31.602,42.435,4.397,8.594,4.987,120.0,-999.0,
1918,18.893,1.898,23.071,30.201,2.259,5.938,7.072,139.0,-999.0,
1919,9.517,0.25,16.288,34.113,6.994,7.714,4.017,122.0,-999.0,
1920,16.286,0.08,17.233,24.628,1.214,4.716,1.068,117.0,-999.0,
1921,8.47,0.006,6.726,18.069,1.661,2.25,0.231,117.0,-999.0,
1922,12.539,0.049,15.843,37.241,9.205,7.408,1.833,112.0,-999.0,
1923,14.894,0.028,13.362,24.088,3.143,4.653,1.815,103.0,-999.0,
1924,13.345,0.424,24.017,35.399,9.494,9.592,6.892,106.0,-999.0,
1925,10.437,0.296,14.659,22.77,0.278,5.39,2.14,116.0,-999.0,
1926,13.04,0.175,14.129,16.417,1.75,4.23,1.031,77.0,-999.0,
1927,7.293,0.123,14.963,31.575,4.839,4.951,2.441,133.0,-999.0,
1928,7.736,0.523,11.479,14.373,1.845,4.108,1.113,105.0,-999.0,
1929,8.879,0.296,27.239,38.883,10.086,5.786,3.333,90.0,-999.0,
1930,9.103,0.842,16.476,24.827,10.747,8.296,5.368,115.0,-999.0,
1931,7.333,0.026,3.086,8.612,2.948,4.951,0.171,94.0,-999.0,
1932,4.672,0.041,14.991,35.305,8.776,10.135,2.671,99.0,-999.0,
1933,8.483,0.304,14.218,24.105,4.138,6.961,2.864,121.0,-999.0,
1934,22.805,0.381,14.47,14.66,0.103,0.962,0.671,98.0,-999.0,
1935,18.833,0.481,14.529,21.612,2.92,3.422,1.256,107.0,-999.0,
1936,18.782,1.084,30.197,48.807,5.973,3.676,5.706,106.0,-999.0,
1937,4.211,0.048,18.312,43.214,10.42,10.779,2.248,108.0,-999.0,
