Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,5.945,0.076,3.397,1.636,0.569,3.0,-999.0,4.057,3.832,0.367,1.081,1.129,1.862,1.347,2.109,6.109,4.739,-999.0,4.279,0.849,1.665,6.754,2.223,0.511,2.047,0.0,0.0,1.786,0.372,1.772,2.558,1.179,0.47,2.699,0.21,0.788,2.0,2.323,1.233,2.791,4.938,0.024,0.693,2.66,0.516,0.07,2.028,0.08,-999.0,-999.0,-999.0,
1901,4.889,0.364,2.363,2.027,0.419,5.0,-999.0,5.568,5.063,0.117,0.815,1.246,0.92,0.358,1.344,3.408,1.873,-999.0,4.287,0.621,1.186,5.326,1.303,0.125,0.986,0.0,0.0,2.981,0.1,0.882,7.221,0.713,0.655,1.555,0.957,1.746,5.0,3.661,0.889,3.231,1.547,0.39,0.693,4.201,1.011,1.737,0.437,0.08,-999.0,-999.0,-999.0,
1902,4.084,0.0,5.478,1.79,0.684,2.0,-999.0,4.955,3.57,0.29,2.095,1.277,2.726,2.332,2.553,3.347,2.35,-999.0,1.696,0.894,1.357,4.692,2.457,0.037,2.075,0.002,0.0,2.055,1.239,1.913,1.893,0.147,0.79,4.744,0.775,0.371,1.0,3.082,0.639,3.238,3.271,0.015,0.162,0.936,1.412,0.474,1.269,0.004,-999.0,-999.0,-999.0,
1903,3.313,0.124,3.005,1.122,0.148,2.0,-999.0,4.5,4.5,0.0,1.449,1.31,1.891,1.59,1.391,3.359,0.949,-999.0,3.077,0.655,1.686,3.28,2.658,0.114,1.85,0.0,1.0,3.02,0.572,1.651,3.253,0.499,0.89,1.823,1.459,0.371,3.0,2.85,0.858,2.59,2.97,0.0,0.669,2.03,1.107,0.821,1.346,0.08,-999.0,-999.0,-999.0,
1904,1.608,0.259,3.589,2.293,0.422,1.0,-999.0,3.591,1.216,0.162,1.81,1.646,0.902,1.7,1.014,2.731,2.157,0.0,2.05,0.585,0.891,2.188,3.245,0.014,0.992,0.002,1.0,2.384,1.572,0.961,2.328,0.205,0.777,2.32,1.0,0.726,5.0,1.756,0.819,1.041,2.125,0.015,0.968,0.418,0.949,0.514,0.839,0.08,-999.0,-999.0,-999.0,
1905,4.954,0.815,4.639,1.208,0.324,1.0,-999.0,4.218,2.892,0.0,2.071,2.188,1.653,1.781,2.279,8.069,1.854,1.0,1.247,1.339,0.912,4.657,3.194,0.081,1.778,0.011,2.0,1.979,0.577,0.748,3.655,0.468,0.996,1.828,0.101,0.319,3.0,2.234,0.667,3.059,3.794,0.111,0.911,1.373,0.563,1.625,0.951,0.004,-999.0,3.96,5.0,
1906,4.874,0.758,6.66,2.349,0.358,0.0,-999.0,5.522,3.877,0.161,1.513,1.862,1.309,1.114,2.055,5.207,1.319,0.0,1.767,0.374,0.876,5.061,2.181,0.534,1.357,0.011,1.0,1.771,0.236,0.924,3.35,0.234,0.94,2.133,0.493,0.544,6.0,3.069,1.183,3.2,2.478,0.611,0.507,1.303,0.731,0.749,1.106,0.002,-999.0,6.069,-999.0,
1907,3.38,0.005,4.449,1.579,0.263,1.0,-999.0,3.09,2.729,0.001,1.593,1.81,1.427,1.104,1.099,6.766,0.914,1.0,2.174,0.041,1.084,4.593,1.995,0.299,0.673,0.011,0.0,1.863,0.365,0.615,2.902,0.128,0.705,2.476,1.256,0.259,5.0,3.261,0.61,2.544,2.732,0.006,1.402,1.869,0.893,0.251,1.684,0.0,-999.0,8.974,8.0,
1908,3.825,0.616,3.092,0.654,0.271,3.0,-999.0,3.267,4.806,0.001,1.068,0.738,1.053,1.776,1.66,4.812,0.611,0.0,0.782,0.489,0.96,3.957,2.523,0.354,1.171,0.005,0.0,2.559,0.151,0.592,3.686,0.185,0.409,5.552,0.427,0.259,4.0,4.227,1.36,1.363,3.044,0.172,0.0,2.638,0.702,0.335,0.903,0.002,-999.0,4.947,3.0,
1909,4.411,0.025,3.371,2.857,0.363,3.0,-999.0,3.71,3.173,0.001,1.608,1.762,2.172,1.816,3.383,4.829,2.524,0.0,1.08,0.912,1.309,5.824,3.878,0.236,0.883,0.002,0.0,3.031,0.088,0.691,2.731,0.379,0.957,2.251,0.962,1.188,2.0,2.206,1.011,2.912,1.675,0.327,0.017,1.708,1.107,0.41,0.883,0.004,-999.0,5.225,-999.0,
1910,2.687,0.541,3.278,0.555,0.357,3.0,-999.0,4.539,2.852,0.0,1.264,2.003,0.428,1.049,1.382,3.861,0.841,0.0,0.417,0.364,0.344,3.486,3.007,0.073,0.747,0.0,1.0,1.495,0.025,0.61,1.92,0.127,1.259,0.76,0.622,0.938,1.0,2.517,0.194,2.249,1.636,0.497,0.726,0.549,1.32,0.844,0.684,0.004,-999.0,4.86,8.0,
1911,2.866,0.263,3.072,2.481,0.128,1.0,-999.0,2.81,2.925,0.142,1.352,0.914,0.99,1.176,1.563,6.497,0.611,2.0,1.594,0.54,1.128,5.391,2.274,0.267,1.289,0.005,1.0,2.567,0.423,0.825,1.861,0.06,1.292,1.83,0.738,1.134,2.0,1.584,0.65,2.289,2.1,0.008,0.669,1.06,0.531,1.241,1.182,0.004,-999.0,4.145,1.0,
1912,5.103,0.352,3.361,0.995,0.05,1.0,-999.0,5.142,5.391,0.0,1.28,1.198,1.163,1.07,2.106,6.213,1.55,1.0,0.445,0.895,0.363,5.617,2.28,0.1,0.497,0.0,0.0,1.317,0.111,0.787,2.88,0.437,1.386,1.828,0.695,0.663,1.0,3.362,0.49,3.302,2.241,0.047,0.423,1.905,0.918,1.089,1.347,0.25,-999.0,1.675,9.0,
1913,4.101,0.0,4.789,1.5,0.205,2.0,-999.0,2.071,2.768,0.139,1.206,2.352,0.926,0.759,4.299,6.101,1.088,0.0,1.344,0.121,1.041,4.351,2.055,0.167,0.426,0.003,0.0,1.372,0.167,1.877,3.317,0.0,2.195,2.558,0.53,0.247,3.0,2.97,0.609,2.979,3.553,0.005,1.286,2.12,0.501,1.683,0.868,0.25,-999.0,4.074,6.0,
1914,2.23,0.279,2.581,2.189,0.4,1.0,-999.0,2.952,3.095,0.0,0.799,0.857,1.887,1.268,2.042,4.874,1.695,0.0,1.622,0.764,1.21,3.297,1.943,0.112,1.049,0.003,0.0,0.901,0.608,1.119,1.821,0.939,0.56,1.007,0.353,0.149,3.0,1.701,0.881,2.022,3.861,0.024,0.371,0.816,0.695,0.476,1.395,0.025,-999.0,7.537,6.0,
1915,4.747,0.286,4.678,2.344,0.323,2.0,-999.0,4.417,4.754,0.0,1.638,1.428,1.817,2.127,3.146,6.736,1.319,1.0,2.877,0.476,1.138,5.228,3.349,0.29,1.972,0.003,1.0,0.892,0.389,1.208,2.694,0.562,0.894,2.775,0.603,0.792,4.0,2.648,0.855,3.249,3.103,0.0,0.613,2.294,0.852,1.245,1.032,0.5,-999.0,9.258,5.0,
1916,4.919,0.359,2.198,2.004,0.195,2.0,-999.0,3.579,3.121,0.0,1.421,1.184,1.02,1.314,0.847,5.295,2.1,1.0,1.167,0.736,0.69,4.565,2.445,0.326,0.488,0.003,0.0,0.489,0.778,1.026,2.7,0.564,0.459,2.542,0.523,0.812,-999.0,3.064,0.406,2.737,2.479,0.011,0.726,0.819,0.835,0.328,0.853,0.024,-999.0,9.976,2.0,
1917,4.076,0.143,2.033,1.124,0.314,0.0,-999.0,2.082,3.153,0.0,1.454,1.303,0.956,0.794,1.989,2.227,1.493,0.0,1.727,0.382,0.384,2.789,1.694,0.006,1.041,0.0,0.0,1.076,0.056,0.768,2.173,0.187,0.677,0.826,0.84,1.016,-999.0,2.042,0.261,2.222,1.091,0.0,0.669,0.818,0.766,1.283,0.578,0.004,-999.0,4.371,4.0,
1918,5.026,0.502,3.51,1.043,0.247,1.0,-999.0,3.185,3.056,0.0,1.646,1.653,1.395,1.447,1.405,4.181,1.493,0.0,1.817,0.43,0.671,3.725,2.381,0.0,1.013,0.0,0.0,0.388,0.0,0.672,3.155,0.188,0.608,2.102,0.249,0.438,2.0,2.719,0.408,2.172,2.311,0.0,0.017,1.187,0.651,1.812,0.787,0.0,-999.0,11.915,5.0,
1919,5.71,0.825,5.601,1.489,0.318,2.0,-999.0,3.608,3.66,0.0,1.614,1.21,1.773,1.296,4.783,5.5,0.234,0.0,1.817,0.383,0.476,6.901,2.931,0.0,1.268,0.003,1.0,1.577,0.738,0.989,2.012,0.311,1.352,1.652,1.104,1.125,4.0,3.135,0.71,3.769,4.042,0.199,0.613,0.892,0.81,1.318,0.874,0.0,-999.0,1.642,8.0,
1920,5.065,0.095,4.433,0.787,0.263,-999.0,-999.0,4.495,5.14,0.0,0.828,0.887,0.899,1.264,3.925,7.154,2.882,0.0,3.132,0.645,0.806,5.587,2.198,0.0,1.02,0.003,2.0,2.725,0.056,1.771,2.405,0.168,1.234,2.806,0.542,0.875,3.0,2.606,0.888,3.321,2.882,0.03,1.322,2.032,0.729,0.807,0.674,0.0,-999.0,5.116,4.0,
1921,2.559,0.238,4.387,1.104,0.475,-999.0,-999.0,3.958,1.789,0.0,1.28,1.846,1.621,0.849,2.291,3.969,0.785,2.0,2.849,0.979,0.695,4.614,2.318,0.133,0.98,0.0,0.0,0.7,0.446,0.466,2.08,0.382,1.18,1.711,1.46,0.258,1.0,1.621,0.834,2.516,2.546,0.026,0.669,1.124,1.586,2.165,0.966,0.025,-999.0,5.841,8.0,
1922,4.406,0.096,2.669,1.128,0.274,1.0,-999.0,4.268,4.305,0.0,1.317,1.603,1.418,1.149,2.544,6.04,2.167,1.0,3.285,0.679,0.279,4.899,2.357,0.084,1.086,0.0,0.0,0.961,0.001,0.961,2.921,0.737,1.242,2.094,0.399,0.625,4.0,3.321,0.605,2.295,2.808,0.0,0.017,1.264,0.573,0.913,0.747,0.025,-999.0,4.883,8.0,
1923,3.831,0.286,4.047,0.309,0.479,4.0,-999.0,2.936,2.72,0.0,1.121,1.879,0.694,1.605,2.126,6.574,1.016,0.0,0.939,0.77,0.604,5.546,1.97,0.322,1.114,0.0,1.0,1.301,0.167,0.877,1.114,0.665,0.509,4.5,0.839,0.375,5.0,2.189,0.882,2.202,2.979,0.008,0.968,1.229,0.62,0.426,0.632,0.75,-999.0,8.509,7.0,
1924,3.55,0.048,1.699,0.809,0.081,2.0,-999.0,4.052,2.666,0.0,1.401,1.477,1.188,1.202,1.974,2.303,1.262,-999.0,1.188,0.309,1.051,2.776,2.058,0.132,0.731,0.0,4.0,2.508,0.0,1.66,3.596,0.522,0.665,1.164,0.78,1.188,6.0,4.149,0.267,2.702,1.478,0.0,1.322,2.608,0.708,1.732,1.319,0.25,-999.0,4.821,-999.0,
1925,4.414,0.095,2.338,0.864,0.248,2.0,-999.0,3.869,2.856,0.07,1.294,1.234,1.455,1.17,0.667,5.035,0.785,0.0,1.341,0.532,0.955,4.104,2.697,0.084,0.762,0.336,1.0,1.532,0.111,0.582,1.3,0.237,0.858,1.394,0.177,0.438,2.0,1.338,0.47,2.063,2.079,0.2,1.266,0.24,0.612,0.994,0.939,0.25,-999.0,2.708,8.0,
1926,5.185,0.263,3.463,1.858,0.12,1.0,-999.0,4.257,3.692,0.003,2.417,1.169,2.132,1.339,2.947,6.7,2.296,1.0,1.608,0.769,0.669,4.394,2.082,0.029,0.879,0.0,2.0,1.644,0.167,1.052,1.574,0.237,1.236,3.273,1.047,1.062,-999.0,2.719,0.759,3.594,3.154,0.0,1.434,1.085,0.642,1.269,1.138,0.0,-999.0,1.415,4.0,
1927,3.239,0.381,5.829,1.398,0.308,1.0,-999.0,2.254,1.924,0.0,2.218,2.424,0.661,1.831,2.188,5.562,0.487,0.0,1.483,0.464,0.493,5.509,4.683,0.382,0.444,0.0,-999.0,3.453,0.037,1.052,2.69,0.373,0.833,3.35,0.852,0.625,-999.0,2.226,0.237,2.969,2.363,0.16,2.981,1.232,1.014,0.484,0.869,0.0,-999.0,12.353,7.0,
1928,4.03,0.143,4.844,0.919,0.1,1.0,-999.0,5.182,3.921,0.0,1.327,1.242,1.758,1.728,1.693,5.612,0.0,0.0,1.811,0.33,0.808,5.464,3.669,0.0,0.767,0.0,-999.0,1.696,0.224,0.567,4.315,0.599,0.389,1.89,0.479,0.75,-999.0,4.912,0.414,2.645,2.18,0.207,0.371,1.349,0.561,0.511,0.932,0.025,-999.0,2.414,4.0,
1929,7.841,0.048,2.485,0.873,0.277,0.0,-999.0,4.054,7.068,0.0,1.449,1.684,0.634,1.332,1.566,5.442,0.234,2.0,0.476,0.662,0.439,4.537,2.85,0.167,1.02,0.0,-999.0,1.611,0.048,0.829,4.13,0.094,1.191,3.283,0.739,1.188,-999.0,4.337,0.786,2.751,2.818,0.0,0.423,2.343,0.413,0.985,0.778,0.025,-999.0,9.947,5.0,
1930,2.631,0.19,4.167,0.534,0.536,0.0,-999.0,4.704,2.57,0.0,0.828,0.539,1.201,1.685,0.342,5.203,1.797,0.0,0.715,0.296,0.527,2.966,1.446,0.074,0.786,0.0,-999.0,2.464,0.36,0.373,0.907,0.165,0.131,1.779,0.204,0.438,-999.0,1.263,0.327,1.875,2.821,0.007,0.371,0.605,0.419,0.171,0.574,0.025,-999.0,8.616,5.0,
1931,2.281,0.381,3.606,1.37,0.077,1.0,-999.0,2.777,2.169,0.0,1.716,1.685,1.832,1.359,1.237,4.908,0.004,0.0,2.264,0.532,0.898,3.764,2.546,0.023,0.555,0.0,-999.0,0.643,0.056,0.612,2.851,0.123,0.958,1.968,0.568,0.812,-999.0,1.791,0.198,1.531,1.948,0.0,1.21,0.926,1.009,0.878,0.747,0.0,-999.0,4.853,9.0,
1932,4.476,0.19,3.655,0.663,0.192,6.0,-999.0,2.433,4.692,0.0,0.906,2.41,1.346,1.056,2.747,5.849,2.505,0.0,3.138,0.667,0.372,7.279,1.611,0.133,0.774,0.0,-999.0,4.563,0.333,1.935,3.539,0.81,0.519,3.384,0.585,0.313,-999.0,4.041,0.471,3.341,3.304,0.333,0.968,1.717,1.284,0.678,0.749,0.0,-999.0,6.773,7.0,
1933,2.969,0.0,4.118,1.05,0.154,2.0,-999.0,6.33,2.473,0.0,1.212,1.713,1.361,1.276,2.802,5.96,2.167,1.0,1.168,0.317,0.437,4.24,1.877,0.356,0.837,0.0,-999.0,2.81,0.056,1.01,1.187,0.25,1.005,2.405,1.213,0.562,-999.0,2.328,0.526,4.03,2.062,0.0,0.669,0.893,1.619,1.412,0.823,0.25,-999.0,5.665,11.0,
1934,4.089,0.0,3.279,0.621,0.051,2.0,-999.0,3.501,3.952,0.0,0.863,1.18,0.86,0.69,2.216,5.903,2.331,3.0,1.138,0.341,0.371,4.398,1.861,0.044,0.543,0.0,-999.0,2.008,0.111,0.717,3.58,0.188,0.551,1.718,0.382,0.563,-999.0,2.094,0.36,2.582,1.944,0.167,0.911,2.886,1.001,0.912,1.051,0.0,-999.0,4.555,7.0,
1935,3.0,0.143,4.378,0.619,0.105,2.0,-999.0,3.22,1.92,0.0,1.572,1.379,1.371,1.825,3.99,4.771,0.712,0.0,2.202,0.318,0.615,4.874,2.195,0.1,0.963,0.0,0.0,3.436,0.111,1.342,2.22,0.812,1.28,2.064,0.255,1.0,-999.0,2.971,0.284,2.757,3.946,0.0,0.669,1.367,1.014,0.202,0.932,0.25,-999.0,6.37,10.0,
1936,5.254,0.0,3.084,1.501,0.269,6.0,-999.0,3.912,5.621,0.0,1.363,1.023,1.058,1.004,1.84,3.127,2.433,2.0,1.854,0.295,0.552,3.452,2.071,0.0,0.375,0.0,0.0,3.422,0.167,0.71,4.288,0.0,0.665,1.96,0.828,1.125,-999.0,3.819,0.424,3.055,2.706,0.007,0.315,2.41,1.137,1.603,0.567,0.0,-999.0,7.662,9.0,
1937,4.963,0.081,4.841,2.388,0.0,5.0,-999.0,5.041,2.898,0.062,1.445,2.919,0.914,0.952,2.272,4.479,3.748,1.0,1.769,0.745,0.7,2.482,2.081,0.3,0.629,0.0,2.0,1.761,0.333,1.325,2.016,0.188,2.083,1.127,1.729,1.75,-999.0,2.355,0.471,3.341,1.784,0.0,0.613,3.553,1.567,1.034,0.634,0.25,-999.0,9.288,9.0,
1938,4.286,0.359,4.635,1.445,0.256,5.0,-999.0,3.602,3.438,0.0,1.838,1.791,1.927,2.21,1.675,4.46,1.016,1.0,3.381,0.547,0.533,3.546,2.145,0.167,0.925,0.0,1.0,4.505,0.296,1.012,1.667,0.188,0.951,3.288,1.177,0.313,-999.0,2.407,0.509,2.299,2.569,0.0,1.676,1.396,0.498,0.678,1.932,0.0,-999.0,5.56,4.0,
1939,3.713,0.318,3.992,0.553,0.0,3.0,-999.0,3.627,2.866,0.0,1.529,1.719,0.886,0.884,2.221,3.427,0.712,2.0,1.508,0.16,0.47,4.772,1.503,0.068,0.486,0.0,0.0,1.494,0.0,0.272,2.214,0.437,0.693,1.143,0.622,0.625,-999.0,2.474,0.531,2.403,1.621,0.0,0.017,1.123,0.574,0.491,0.563,0.0,-999.0,5.587,4.0,
1940,4.061,0.476,2.29,2.788,0.026,2.0,-999.0,3.426,2.825,0.0,0.419,0.34,1.337,1.224,1.142,9.102,0.769,2.0,2.083,0.735,0.703,4.266,1.003,0.219,0.514,0.0,1.0,2.459,0.0,0.735,2.602,0.25,0.765,2.342,0.542,0.807,-999.0,2.575,0.367,1.331,3.429,0.0,0.017,1.721,0.466,1.663,1.311,0.0,-999.0,4.967,5.0,
