Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,0.005,0.464,0.513,0.012,0.0,0.0,-999.0,0.535,0.158,0.0,0.317,0.201,0.058,0.288,0.001,0.44,0.0,-999.0,0.0,0.0,0.131,1.079,0.156,0.0,0.497,0.013,0.0,0.0,0.013,0.109,0.418,0.001,0.072,-999.0,0.0,0.0,0.0,1.342,0.918,0.032,0.997,0.069,0.0,0.015,0.008,0.0,0.0,0.0,-999.0,-999.0,-999.0,
1901,0.001,0.0,0.096,0.012,0.0,0.0,-999.0,0.289,0.321,0.0,0.324,0.251,0.039,0.572,0.001,0.291,0.0,-999.0,0.0,0.064,0.001,1.184,0.321,0.011,0.226,0.056,0.0,0.0,0.013,0.165,0.427,0.001,0.116,-999.0,0.0,0.012,0.0,0.979,0.088,0.906,0.184,0.069,0.0,0.269,0.008,0.0,0.088,0.0,-999.0,-999.0,-999.0,
1902,0.169,0.201,0.341,0.011,0.0,0.0,-999.0,0.263,0.0,0.0,0.024,0.034,0.0,0.28,0.001,1.109,0.0,-999.0,0.0,0.021,0.0,1.84,0.0,0.011,0.001,0.013,0.0,0.0,1.963,0.003,0.159,0.001,0.0,-999.0,0.0,0.0,0.0,1.565,0.003,0.032,0.793,0.069,0.0,0.0,0.008,0.0,0.0,0.0,-999.0,-999.0,-999.0,
1903,0.001,0.0,0.484,0.014,0.001,0.0,-999.0,0.5,0.01,0.0,0.088,0.101,0.0,0.421,0.001,0.393,0.0,-999.0,0.0,0.0,0.0,1.099,0.088,0.01,0.067,0.013,0.0,0.0,0.0,0.109,0.218,0.001,0.0,0.0,0.0,0.0,0.0,1.339,0.009,0.012,1.11,0.069,0.0,0.0,0.006,0.001,0.0,0.0,-999.0,-999.0,-999.0,
1904,0.001,0.0,0.286,0.061,0.4,0.0,-999.0,0.241,0.0,0.0,0.022,0.0,0.002,0.316,0.001,0.177,0.0,0.0,0.0,0.001,0.001,0.409,0.0,0.01,0.017,0.0,0.0,0.167,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.3,0.0,0.844,0.0,0.008,0.724,0.145,0.0,0.0,0.006,0.0,0.077,0.0,-999.0,-999.0,-999.0,
1905,0.001,0.0,0.146,0.0,0.11,0.0,-999.0,0.315,0.01,0.0,0.057,0.05,0.002,0.847,0.001,0.183,0.0,0.0,0.0,0.065,0.0,0.889,0.3,0.0,0.05,0.056,0.0,0.0,0.24,0.353,0.151,0.004,0.0,0.0,0.0,0.4,0.0,1.063,0.005,0.009,0.257,0.06,0.0,0.0,0.001,0.001,0.001,0.0,0.0,-999.0,-999.0,
1906,0.079,0.0,0.0,0.018,0.0,0.0,-999.0,0.302,0.02,0.0,0.005,0.1,0.0,0.329,0.0,0.172,0.0,0.0,0.0,0.0,0.006,0.384,0.004,0.0,0.009,0.056,0.0,0.0,0.25,0.215,0.437,0.005,0.0,0.0,0.0,0.0,0.0,0.977,0.011,0.011,0.889,0.06,0.0,0.0,0.665,0.0,0.0,0.0,0.0,-999.0,-999.0,
1907,0.001,0.0,0.461,0.0,0.001,0.0,-999.0,0.307,0.02,0.0,0.004,0.331,0.002,0.089,0.0,0.579,0.0,0.0,0.0,0.0,0.006,0.511,0.475,0.0,0.092,0.056,0.0,0.0,0.0,0.003,0.441,0.004,0.0,-999.0,0.0,0.003,0.0,1.025,0.006,0.407,1.446,0.069,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-999.0,-999.0,
1908,0.169,0.203,0.142,0.065,0.007,0.0,-999.0,0.198,0.02,0.143,0.007,0.0,0.0,0.085,0.0,0.476,0.0,0.0,0.001,0.0,0.0,0.365,0.255,0.0,0.086,0.013,0.0,0.0,0.0,0.801,0.032,0.0,0.0,0.0,0.0,0.003,0.0,1.069,0.01,0.01,0.322,0.044,0.0,0.003,0.101,0.0,0.0,0.0,0.0,-999.0,-999.0,
1909,0.0,0.0,0.485,0.0,0.0,0.0,-999.0,0.991,0.065,0.0,0.054,0.0,0.088,0.105,0.0,1.061,0.0,0.0,0.0,0.0,0.0,0.594,0.187,0.0,0.175,0.013,0.0,0.0,0.0,0.003,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.887,0.013,0.007,1.564,0.06,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-999.0,-999.0,
1910,0.005,0.115,0.101,0.027,0.0,0.0,-999.0,0.372,0.01,0.0,0.003,0.1,0.0,0.151,0.0,0.764,0.0,0.0,0.0,0.002,0.0,0.38,0.076,0.09,0.155,0.024,0.0,0.0,0.0,0.003,0.042,0.004,0.036,1.594,0.0,0.0,0.0,0.889,0.099,0.067,1.914,0.254,0.0,0.0,0.0,0.0,0.002,0.0,0.0,-999.0,-999.0,
