Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1949,-999.0,-999.0,29.57,26.91,16.02,28.87,351.87,414.57,224.13
1950,-999.0,-999.0,61.42,21.49,24.99,19.84,336.86,475.83,215.87
1951,-999.0,-999.0,37.12,38.38,8.38,23.16,384.08,464.98,216.94
1952,-999.0,-999.0,57.83,37.46,51.87,37.66,276.47,383.29,263.14
1953,-999.0,-999.0,88.92,45.68,44.4,32.89,356.28,482.7,229.64
1954,-999.0,-999.0,98.38,49.4,41.47,12.22,441.03,595.17,236.54
1955,-999.0,-999.0,87.19,41.46,39.58,15.06,386.58,501.38,235.95
1956,-999.0,-999.0,73.38,18.84,39.18,19.57,321.18,576.69,244.91
1957,-999.0,-999.0,40.47,50.57,16.39,41.56,320.83,331.12,175.78
1958,-999.0,-999.0,65.88,30.72,41.58,17.21,357.77,440.57,245.0
1959,-999.0,-999.0,81.93,78.41,21.95,7.92,396.92,442.82,195.91
1960,-999.0,-999.0,102.57,44.97,39.39,25.79,394.18,501.83,234.99
1961,-999.0,-999.0,86.14,120.49,11.57,5.12,359.18,392.77,150.6
1962,-999.0,-999.0,40.8,15.78,19.2,25.41,345.5,504.76,229.47
1963,-999.0,-999.0,108.92,18.84,71.97,54.52,345.62,602.67,269.64
1964,-999.0,-999.0,56.88,33.48,21.29,7.25,316.85,416.48,208.85
1965,-999.0,-999.0,57.89,53.08,5.42,5.62,359.56,466.05,172.29
1966,-999.0,-999.0,35.91,19.62,32.09,38.23,295.23,375.33,204.51
1967,-999.0,-999.0,34.36,18.93,33.6,57.95,224.4,330.16,236.23
1968,-999.0,-999.0,59.21,52.04,24.21,15.27,294.95,385.77,195.07
1969,-999.0,-999.0,57.96,36.11,45.07,22.65,314.29,427.76,215.43
1970,-999.0,-999.0,82.48,71.65,26.42,4.51,425.27,397.37,156.32
1971,-999.0,-999.0,120.45,88.25,26.41,5.24,439.59,459.6,165.83
1972,-999.0,-999.0,68.57,45.95,22.62,5.58,399.35,477.01,163.59
1973,-999.0,-999.0,87.3,54.5,19.8,18.81,456.1,489.34,180.48
1974,-999.0,-999.0,21.88,23.68,13.69,41.44,257.97,276.39,224.12
1975,-999.0,-999.0,30.7,20.71,17.56,29.3,308.26,349.63,201.01
1976,-999.0,-999.0,42.52,20.84,37.35,27.49,246.31,301.84,172.78
1977,-999.0,-999.0,74.45,52.06,32.45,11.06,381.21,555.49,236.21
1978,-999.0,-999.0,116.71,38.36,57.92,9.59,413.3,497.69,222.83
1979,-999.0,-999.0,63.57,34.5,55.38,41.94,320.73,418.2,277.68
1980,-999.0,-999.0,76.46,65.38,36.53,18.83,419.13,471.89,217.8
1981,-999.0,-999.0,47.39,26.08,36.93,25.24,290.27,438.64,217.09
1982,-999.0,-999.0,49.04,31.45,22.97,14.08,313.32,447.59,180.71
1983,-999.0,-999.0,76.53,56.54,37.46,10.05,336.5,473.76,267.94
1984,-999.0,-999.0,50.29,29.21,13.38,10.54,364.87,405.97,225.05
1985,-999.0,-999.0,71.6,53.86,13.95,2.01,422.96,484.09,139.73
1986,-999.0,-999.0,90.4,39.13,23.83,2.9,446.68,477.86,130.32
1987,-999.0,-999.0,61.68,38.59,31.0,35.18,316.12,385.94,241.05
1988,-999.0,-999.0,67.46,25.22,30.92,20.78,334.92,469.06,235.4
1989,-999.0,-999.0,39.81,43.47,24.62,28.55,326.49,381.16,213.61
1990,-999.0,-999.0,85.69,37.93,68.08,61.68,400.68,480.37,251.2
1991,-999.0,-999.0,59.34,35.71,33.71,45.21,353.5,387.96,250.2
1992,-999.0,-999.0,42.01,31.91,25.44,16.12,326.14,435.69,257.77
1993,-999.0,-999.0,22.38,35.92,9.22,26.22,356.7,372.36,209.33
1994,-999.0,-999.0,68.7,27.44,48.18,46.82,330.33,429.96,222.3
1995,-999.0,-999.0,40.43,36.71,23.04,40.94,341.55,423.21,277.7
1996,-999.0,-999.0,48.21,41.75,20.36,9.31,317.74,394.54,190.56
1997,-999.0,-999.0,66.82,30.36,48.85,34.92,353.05,475.52,263.93
1998,-999.0,-999.0,135.98,76.98,88.49,56.75,504.85,629.32,229.53
1999,-999.0,-999.0,57.4,60.06,18.4,22.17,342.57,437.95,263.52
2000,-999.0,-999.0,75.29,31.81,39.53,17.38,347.56,522.04,229.29
2001,-999.0,-999.0,46.29,36.43,42.34,40.03,304.35,396.11,296.78
2002,-999.0,-999.0,105.08,77.85,42.05,25.64,456.23,445.39,234.74
2003,-999.0,-999.0,46.98,48.27,24.49,39.91,352.91,407.59,321.24
2004,-999.0,-999.0,99.68,61.81,50.55,12.93,430.84,550.83,201.08
2005,-999.0,-999.0,129.63,99.14,62.15,12.71,463.19,584.81,229.57
2006,-999.0,-999.0,35.62,27.85,16.93,25.16,303.94,425.58,189.77
2007,-999.0,-999.0,117.76,91.88,41.95,16.62,468.92,527.24,244.29
2008,-999.0,-999.0,76.03,60.25,27.98,25.01,336.97,381.66,267.9
2009,-999.0,-999.0,66.34,34.46,50.12,45.55,368.89,384.04,257.46
2010,-999.0,-999.0,75.43,76.86,32.6,23.52,429.16,504.55,268.4
2011,-999.0,-999.0,46.67,74.84,30.77,55.36,321.05,489.31,272.29
2012,-999.0,-999.0,50.95,49.77,43.16,39.4,336.5,473.54,293.36
2013,-999.0,-999.0,93.73,38.29,70.51,29.28,399.16,521.8,214.44
2014,-999.0,-999.0,54.6,56.25,31.86,45.59,390.75,510.95,306.24
2015,-999.0,-999.0,139.05,110.38,76.7,24.73,438.21,596.36,329.79
2016,-999.0,-999.0,142.66,104.79,45.98,15.5,530.65,648.65,260.43
2017,-999.0,-999.0,111.23,88.57,42.77,35.21,403.17,509.21,274.67
2018,-999.0,-999.0,113.53,109.38,40.52,20.14,533.8,457.71,271.82
2019,-999.0,-999.0,139.85,87.75,59.31,18.1,564.13,601.61,246.49
2020,-999.0,-999.0,54.53,52.0,32.12,51.42,425.24,435.88,344.21
2021,-999.0,-999.0,130.5,94.75,68.41,28.86,421.16,582.17,273.99
