Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1895,-999.0,-999.0,107.88,70.14,38.49,3.35,401.42,443.69,182.72
1896,-999.0,-999.0,28.24,28.34,7.97,8.93,364.43,396.99,187.36
1897,-999.0,-999.0,149.12,35.75,81.73,11.22,412.97,492.33,187.61
1898,-999.0,-999.0,92.12,63.89,28.07,17.87,374.04,421.35,195.2
1899,-999.0,-999.0,60.69,24.88,29.03,24.35,344.94,463.09,213.9
1900,-999.0,-999.0,117.11,96.41,29.01,8.48,515.47,567.44,133.65
1901,-999.0,-999.0,63.48,37.05,18.81,3.69,303.24,476.15,176.8
1902,-999.0,-999.0,32.1,28.23,12.35,10.38,334.55,410.33,202.31
1903,-999.0,-999.0,47.92,32.72,12.94,7.31,290.13,352.59,171.47
1904,-999.0,-999.0,63.05,31.96,27.38,22.86,379.76,485.16,177.45
1905,-999.0,-999.0,76.1,33.65,43.32,18.51,399.04,501.98,194.88
1906,-999.0,-999.0,112.47,70.25,43.78,18.75,412.56,410.01,170.24
1907,-999.0,-999.0,49.95,41.63,21.02,13.11,363.75,469.29,172.71
1908,-999.0,-999.0,113.7,45.74,59.37,13.5,314.59,380.62,148.65
1909,-999.0,-999.0,47.01,23.41,30.62,19.94,349.57,494.4,160.61
1910,-999.0,-999.0,68.29,53.77,29.11,11.44,416.45,524.31,220.95
1911,-999.0,-999.0,90.78,47.62,36.87,4.58,525.86,570.04,176.06
1912,-999.0,-999.0,70.72,48.82,10.48,4.62,433.46,461.22,115.35
1913,-999.0,-999.0,59.29,25.95,30.88,13.68,292.8,353.14,172.63
1914,-999.0,-999.0,68.15,25.91,38.78,6.53,321.36,445.07,200.62
1915,-999.0,-999.0,77.77,64.47,20.95,9.98,431.36,470.41,169.48
1916,-999.0,-999.0,47.24,26.8,21.77,12.66,313.58,415.91,136.95
1917,-999.0,-999.0,39.28,10.1,28.72,22.72,250.16,367.13,220.05
1918,-999.0,-999.0,23.06,13.67,12.75,36.8,302.48,351.35,206.81
1919,-999.0,-999.0,101.0,50.04,46.75,14.74,517.35,495.31,158.63
1920,-999.0,-999.0,107.73,49.84,41.16,12.95,387.91,468.9,146.62
1921,-999.0,-999.0,122.03,94.21,37.95,2.34,508.33,584.7,213.58
1922,-999.0,-999.0,107.39,52.84,61.17,26.22,412.03,492.98,247.26
1923,-999.0,-999.0,59.24,45.5,33.87,27.36,342.4,405.17,150.81
1924,-999.0,-999.0,36.18,11.18,19.33,17.35,292.34,432.49,185.54
1925,-999.0,-999.0,129.64,67.07,49.61,13.22,542.45,482.53,139.15
1926,-999.0,-999.0,60.87,39.04,15.27,3.57,470.83,539.89,202.57
1927,-999.0,-999.0,113.47,44.11,35.75,7.97,440.2,557.02,179.88
1928,-999.0,-999.0,35.67,14.53,19.62,16.96,333.97,451.9,200.53
1929,-999.0,-999.0,52.02,49.16,12.62,8.07,334.92,434.43,193.46
1930,-999.0,-999.0,85.64,85.36,32.64,16.0,389.15,470.61,151.8
1931,-999.0,-999.0,169.5,99.21,78.78,14.34,521.18,718.87,202.02
1932,-999.0,-999.0,49.37,47.39,24.34,19.85,329.96,368.45,210.7
1933,-999.0,-999.0,137.25,64.18,62.65,6.65,478.38,613.06,257.72
1934,-999.0,-999.0,57.95,59.21,13.9,11.55,387.82,512.27,212.29
1935,-999.0,-999.0,58.41,22.09,35.95,36.05,360.73,404.67,198.17
1936,-999.0,-999.0,111.11,55.52,53.15,12.88,452.87,437.7,187.01
1937,-999.0,-999.0,58.19,19.0,47.77,27.04,283.66,461.38,253.4
1938,-999.0,-999.0,94.53,25.72,71.26,51.8,364.5,525.27,224.04
1939,-999.0,-999.0,135.89,50.45,61.99,23.25,451.4,592.3,199.25
1940,-999.0,-999.0,73.4,18.02,77.97,30.09,294.04,434.73,196.71
1941,-999.0,-999.0,107.51,65.57,32.48,5.58,524.8,544.49,124.51
1942,-999.0,-999.0,44.4,39.09,15.5,23.72,344.72,382.52,187.59
1943,-999.0,-999.0,29.65,24.58,23.72,42.9,261.95,361.15,229.77
1944,-999.0,-999.0,69.1,45.01,27.29,31.16,358.92,422.35,210.9
1945,-999.0,-999.0,62.32,70.3,22.34,8.64,407.57,456.19,217.87
1946,-999.0,-999.0,70.0,53.66,25.51,9.93,361.17,459.74,184.7
1947,-999.0,-999.0,124.95,59.5,50.88,19.4,457.56,621.28,245.32
1948,-999.0,-999.0,94.99,40.41,64.83,13.0,315.47,419.39,222.52
