Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,55.433,102.602,37.137,77.126,20.894,3.275,12.275,87.446,55.844,20.721,9.755,8.784,5.304,28.789,8.963,76.413,2.171,14.501,4.58,2.073,5.815,59.74,13.104,10.413,19.312,57.426,5.196,7.667,47.211,3.073,33.381,9.727,6.022,47.449,19.319,5.849,1.925,54.891,19.544,17.483,94.43,46.748,1.266,14.893,16.324,6.724,3.058,12.547,0.023,5.444,206.177,
1951,95.888,102.501,77.26,72.482,27.628,3.854,13.542,105.743,85.193,21.666,14.479,20.266,6.581,40.985,43.952,104.822,2.384,23.652,2.757,2.005,4.045,102.339,26.572,15.672,19.406,57.22,3.761,9.804,67.9,3.015,50.801,8.84,15.68,77.923,19.328,11.728,0.126,73.888,14.751,54.616,112.685,48.779,0.518,27.313,19.729,22.852,1.6,14.814,0.035,5.444,-999.0,
1952,85.715,108.311,100.938,73.292,33.212,9.714,28.819,95.483,83.792,20.256,46.227,47.79,23.885,89.121,66.545,103.814,12.292,35.915,13.427,11.068,11.337,100.911,66.934,15.71,54.499,55.89,12.593,23.861,62.401,13.064,59.401,24.143,36.496,108.786,20.854,27.403,12.165,78.965,40.955,70.294,109.557,49.524,9.938,35.381,21.717,33.914,8.648,20.679,0.0,4.162,146.016,
1953,89.737,99.643,109.596,67.104,30.0,16.308,32.436,77.385,74.774,23.651,55.097,54.595,33.065,88.803,68.453,109.908,6.277,41.9,15.12,13.848,10.527,102.265,83.175,18.494,52.609,60.475,14.046,23.707,67.649,17.993,56.221,11.844,36.246,107.124,15.536,27.86,9.463,75.005,29.717,74.034,117.845,57.151,12.279,40.671,13.427,43.579,12.914,23.557,0.242,4.162,142.795,
1954,114.892,104.867,111.015,70.201,38.548,3.687,27.698,92.098,102.3,21.947,52.929,51.576,28.391,96.2,70.096,118.179,0.823,26.58,3.51,6.331,7.274,116.213,80.715,17.712,53.524,58.154,3.814,13.008,63.995,4.645,66.27,10.065,25.24,114.013,9.348,15.042,1.589,97.358,30.577,87.403,119.61,54.589,1.57,38.227,7.258,25.548,5.74,29.401,0.001,4.162,99.364,
1955,84.235,93.043,80.618,70.672,31.864,14.683,33.099,86.07,70.691,28.041,48.933,50.593,45.446,79.597,53.184,89.926,9.997,29.503,18.396,24.009,19.329,82.234,61.634,21.444,61.405,60.163,18.446,25.381,50.804,21.582,40.047,23.602,33.157,88.721,18.322,24.108,12.165,60.165,48.462,58.324,109.107,54.814,15.625,25.401,16.434,31.881,22.657,25.453,0.284,3.102,112.556,
1956,80.642,108.093,93.17,70.763,32.199,5.568,15.682,80.05,77.982,20.938,28.936,25.445,31.456,101.324,32.408,97.649,1.999,25.488,6.618,6.109,8.184,87.778,63.409,16.918,57.301,55.655,5.474,11.257,70.862,3.883,50.412,8.103,11.132,124.69,18.642,7.678,4.963,75.416,32.563,52.564,129.475,59.307,1.931,28.531,17.968,11.421,6.625,18.856,0.042,3.407,54.069,
1957,74.774,88.872,60.503,66.419,22.616,14.178,30.057,74.544,66.562,19.237,26.46,24.112,22.558,56.37,36.167,82.885,2.773,35.237,9.334,5.712,9.089,70.738,42.479,16.448,36.422,58.834,8.133,17.878,50.469,6.814,48.56,16.232,18.261,75.459,12.308,15.284,7.438,61.945,27.422,44.328,92.532,46.397,4.305,30.707,9.238,27.999,6.743,17.717,0.0,5.666,64.718,
1958,68.878,104.574,69.215,75.62,30.099,2.971,10.06,89.929,68.545,30.832,13.882,11.709,14.542,53.183,22.537,88.894,0.458,17.297,2.282,2.271,9.802,72.428,32.459,18.328,30.71,63.871,3.445,7.216,63.028,2.369,40.53,17.459,3.964,85.652,28.233,4.629,1.026,62.238,32.048,36.513,101.212,63.811,1.69,19.319,33.785,8.943,5.565,17.875,0.149,3.102,60.906,
1959,74.377,102.582,65.479,77.198,31.959,8.85,31.029,79.319,65.823,27.271,38.138,36.956,22.957,65.265,42.599,88.677,5.6,31.333,10.403,10.816,18.2,73.829,47.446,19.789,48.105,68.672,10.529,19.846,57.639,12.095,39.788,28.531,26.618,77.0,19.18,19.388,6.312,55.844,52.774,37.224,100.415,59.042,11.663,28.082,15.069,33.941,9.744,25.213,0.001,3.957,84.968,
1960,78.774,110.316,75.629,79.793,34.872,2.619,7.262,75.442,69.899,31.458,24.153,21.6,18.105,60.571,28.777,97.441,2.199,14.942,2.086,3.881,11.28,86.303,43.964,26.679,39.922,74.858,4.236,6.907,60.401,2.596,41.091,22.644,9.051,79.735,21.589,4.028,0.576,64.122,37.501,40.986,105.898,65.865,2.342,21.817,20.13,12.412,6.82,27.196,0.062,4.885,87.194,
