Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1921,-999.0,-999.0,60.89,59.06,56.82,55.97,75.81,76.7,67.1
1922,-999.0,-999.0,59.26,57.2,53.73,54.42,74.19,75.1,65.25
1923,-999.0,-999.0,58.11,56.21,54.55,55.65,73.09,73.3,64.45
1924,-999.0,-999.0,55.52,54.86,52.78,56.22,72.31,73.23,66.06
1925,33.43,-999.0,58.15,56.4,55.23,57.26,74.75,75.48,66.03
1926,37.93,-999.0,56.28,54.13,55.51,58.27,72.8,73.34,66.91
1927,32.29,-999.0,57.55,56.74,52.31,54.73,74.75,75.54,66.08
1928,35.25,-999.0,57.63,55.91,55.19,56.41,72.48,74.05,66.41
1929,35.38,-999.0,55.99,56.47,52.52,55.56,72.73,72.91,65.57
1930,33.29,-999.0,59.37,57.9,55.17,55.45,73.37,74.01,65.54
1931,34.57,-999.0,61.54,58.69,58.37,56.99,74.49,74.52,66.3
1932,31.88,-999.0,58.22,57.86,53.94,55.16,74.07,73.47,65.21
1933,31.26,-999.0,59.66,57.33,56.77,56.03,75.07,76.97,66.45
1934,34.32,-999.0,59.86,56.56,59.49,60.33,73.87,77.29,69.74
1935,33.68,-999.0,56.72,55.75,54.88,55.81,73.21,73.92,65.95
1936,34.64,-999.0,57.97,56.59,55.12,57.24,73.75,74.62,67.36
1937,35.56,-999.0,56.72,57.0,53.75,55.54,72.68,73.7,65.92
1938,34.58,-999.0,59.99,58.11,56.3,56.78,74.75,76.19,65.93
1939,32.68,-999.0,60.02,57.17,58.11,58.44,74.63,76.57,67.21
1940,37.73,-999.0,56.52,54.44,55.63,58.06,71.48,73.15,67.13
1941,35.08,-999.0,59.48,57.95,55.83,56.85,73.84,72.71,64.47
1942,34.77,-999.0,57.82,56.97,54.52,55.82,73.17,73.57,66.08
1943,34.58,-999.0,57.3,55.99,55.84,56.13,73.96,75.12,67.41
1944,34.76,-999.0,58.52,57.14,54.69,55.96,73.69,73.72,64.85
1945,33.02,-999.0,56.66,56.87,53.97,55.86,73.51,74.49,65.73
1946,32.14,-999.0,59.99,58.66,56.21,55.94,74.29,75.72,66.46
1947,33.39,-999.0,57.3,56.91,54.53,56.88,72.5,73.94,66.46
1948,31.13,-999.0,58.38,57.26,54.68,54.11,73.45,74.28,65.44
1949,33.02,-999.0,59.11,59.41,54.78,56.02,74.09,73.3,65.26
1950,34.07,-999.0,55.65,56.48,52.06,55.1,72.93,74.94,67.91
1951,32.87,-999.0,55.44,57.3,51.21,55.62,73.82,74.56,65.91
1952,32.69,-999.0,59.11,58.0,55.72,56.51,74.28,75.36,65.62
1953,33.76,-999.0,60.27,59.53,56.98,57.27,74.84,76.17,67.03
1954,32.54,-999.0,59.24,57.17,56.46,56.15,75.17,77.39,68.21
1955,30.72,-999.0,58.92,57.42,53.97,53.58,73.77,75.14,65.49
1956,29.3,-999.0,58.61,56.11,55.45,55.59,74.14,76.82,67.21
1957,35.74,-999.0,57.58,57.86,53.95,55.41,73.23,72.96,65.14
1958,34.38,-999.0,56.99,54.76,55.86,58.58,71.07,72.16,67.3
1959,32.36,-999.0,57.75,57.81,54.42,56.16,73.02,73.26,67.43
1960,34.08,-999.0,56.78,56.35,54.78,56.14,71.71,72.59,66.53
1961,30.97,-999.0,57.6,56.51,55.85,57.12,72.29,72.68,66.08
1962,34.12,-999.0,56.91,55.68,54.93,56.07,72.92,74.66,66.73
1963,33.79,-999.0,58.18,56.21,57.05,56.47,72.66,75.7,66.67
1964,30.74,-999.0,59.15,57.42,54.81,54.52,72.94,74.71,65.1
1965,31.84,-999.0,57.12,56.25,53.35,56.38,73.29,74.41,65.11
1966,31.25,-999.0,56.92,56.45,54.66,57.35,71.53,73.15,66.76
1967,34.48,-999.0,56.82,55.64,54.84,57.6,72.53,74.47,66.11
1968,33.19,-999.0,57.54,56.16,54.32,56.11,71.77,72.34,65.55
1969,34.63,-999.0,56.54,56.03,53.94,56.08,71.7,73.27,65.95
1970,32.61,-999.0,57.21,56.27,54.12,56.09,72.57,73.61,65.97
1971,29.93,-999.0,57.92,56.59,53.92,54.99,73.09,74.26,65.1
1972,31.23,-999.0,55.62,55.05,53.01,55.51,72.76,73.75,66.12
1973,32.09,-999.0,58.54,57.94,55.23,56.44,73.01,72.88,65.03
1974,31.72,-999.0,57.48,56.46,56.26,56.91,73.3,74.1,66.5
1975,30.82,-999.0,57.77,57.22,53.35,54.44,73.03,73.45,64.85
1976,33.69,-999.0,58.16,55.92,56.84,56.25,71.93,73.33,66.47
1977,34.71,-999.0,58.08,56.46,55.88,56.49,72.94,75.14,67.32
1978,36.71,-999.0,56.06,55.32,52.56,55.59,72.0,72.79,65.79
1979,35.15,-999.0,55.43,56.17,53.54,56.45,71.32,72.13,65.66
1980,33.83,-999.0,57.75,55.92,56.45,56.05,72.89,74.99,66.95
1981,36.5,-999.0,58.41,56.44,58.03,57.37,72.66,74.4,68.09
1982,32.54,-999.0,56.57,56.72,52.75,54.4,72.98,73.55,64.43
1983,34.13,-999.0,57.53,57.4,54.58,55.53,71.56,72.34,64.81
1984,32.91,-999.0,57.86,57.05,54.71,54.2,73.0,74.03,65.19
1985,33.82,-999.0,56.55,56.82,53.21,54.08,72.86,72.92,65.64
1986,34.63,-999.0,58.43,56.93,56.06,57.38,74.14,74.7,67.23
1987,35.13,-999.0,60.95,57.59,58.48,58.78,73.46,73.56,66.35
1988,34.55,-999.0,59.45,57.17,58.2,58.02,72.74,74.57,67.18
1989,34.28,-999.0,56.91,55.89,54.97,56.37,72.06,73.7,67.77
1990,33.33,-999.0,59.88,59.16,57.26,57.27,75.48,75.05,66.84
1991,34.65,-999.0,59.27,59.28,56.54,57.0,73.71,74.07,66.1
1992,32.55,-999.0,57.18,55.64,56.43,59.09,71.97,73.23,66.73
1993,37.44,-999.0,55.82,56.69,52.25,54.59,72.43,72.51,65.61
1994,33.67,-999.0,58.03,56.99,56.12,58.05,72.95,74.79,67.58
1995,35.13,-999.0,57.38,57.18,54.74,57.1,73.02,74.37,67.47
1996,33.09,-999.0,55.64,55.97,52.73,56.54,72.15,74.7,68.27
1997,36.0,-999.0,56.87,56.37,55.15,56.84,72.3,72.74,66.68
1998,35.59,-999.0,60.94,59.78,56.82,57.36,74.99,76.12,65.93
1999,31.8,-999.0,60.42,59.53,57.86,57.16,74.97,76.45,67.98
2000,35.6,-999.0,58.66,56.86,56.62,56.97,73.75,75.68,68.39
2001,34.76,-999.0,59.68,59.01,57.28,57.67,73.81,74.9,68.24
2002,37.62,-999.0,59.16,58.64,56.01,57.38,73.62,74.23,68.23
2003,36.73,-999.0,58.15,56.22,56.83,58.77,72.46,74.79,68.76
2004,37.08,-999.0,58.28,56.99,56.3,57.91,73.12,73.83,67.03
2005,36.81,-999.0,59.74,58.1,57.25,57.45,73.74,75.57,67.55
2006,33.82,-999.0,60.44,59.13,58.37,57.95,74.74,77.37,68.01
2007,35.7,-999.0,59.57,57.97,57.32,57.99,75.0,73.68,68.29
2008,32.68,-999.0,56.97,57.76,54.88,56.48,73.32,75.11,67.5
2009,34.57,-999.0,57.08,56.78,54.17,56.8,72.55,74.87,67.59
2010,34.87,-999.0,59.33,58.84,55.15,56.38,73.27,74.57,66.76
2011,34.62,-999.0,58.8,58.7,54.91,55.64,74.66,77.4,67.01
2012,31.84,-999.0,62.66,60.38,59.82,58.07,75.41,78.14,69.7
2013,35.47,-999.0,56.8,57.33,54.94,57.49,72.22,74.24,67.38
2014,37.83,-999.0,55.53,56.43,54.91,58.8,72.06,74.03,69.09
2015,37.38,-999.0,59.26,58.19,58.35,60.29,74.14,74.85,68.74
2016,39.32,-999.0,60.6,59.8,58.41,58.4,75.26,76.57,68.83
2017,36.93,-999.0,59.97,58.73,57.13,57.32,74.97,76.72,69.43
2018,37.5,-999.0,57.87,57.6,54.8,58.16,73.68,74.97,69.0
2019,39.53,-999.0,57.08,57.77,52.7,56.3,74.78,74.49,66.64
2020,34.99,-999.0,59.33,59.56,57.41,58.49,74.18,76.17,69.87
2021,33.93,-999.0,60.29,59.39,58.47,59.03,73.86,75.47,69.19
