Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1895,-999.0,-999.0,57.28,55.99,53.51,54.88,71.36,72.35,64.29
1896,-999.0,-999.0,57.78,55.88,53.21,55.08,73.7,75.0,65.83
1897,-999.0,-999.0,57.48,56.15,53.65,55.04,73.7,74.58,64.44
1898,-999.0,-999.0,57.65,56.94,53.67,55.42,72.75,73.43,64.97
1899,-999.0,-999.0,57.2,56.37,52.12,53.9,73.02,73.5,65.13
1900,-999.0,-999.0,58.82,57.37,56.44,56.59,73.32,73.71,66.73
1901,-999.0,-999.0,58.16,55.19,55.3,55.72,71.91,75.03,66.48
1902,-999.0,-999.0,57.2,55.89,53.48,54.91,72.92,73.91,65.77
1903,-999.0,-999.0,56.53,55.91,53.02,54.49,71.9,71.73,64.9
1904,-999.0,-999.0,55.31,53.56,54.57,56.68,72.49,74.42,66.39
1905,-999.0,-999.0,56.54,55.25,53.6,55.88,71.87,71.52,64.59
1906,-999.0,-999.0,57.7,56.49,54.23,56.39,72.77,72.65,64.85
1907,-999.0,-999.0,56.1,54.37,53.35,55.59,73.46,74.86,65.35
1908,-999.0,-999.0,59.04,57.34,55.03,55.66,73.9,74.62,65.16
1909,-999.0,-999.0,56.97,56.16,52.7,54.82,73.77,75.16,64.79
1910,-999.0,-999.0,58.39,56.16,56.67,56.56,72.72,75.86,67.88
1911,-999.0,-999.0,58.74,57.18,53.51,54.54,74.82,75.22,64.83
1912,-999.0,-999.0,55.8,55.31,52.17,54.06,71.75,72.35,63.76
1913,-999.0,-999.0,58.96,58.26,54.14,54.19,73.66,72.81,64.26
1914,-999.0,-999.0,58.1,55.44,55.33,56.38,72.55,73.22,65.82
1915,-999.0,-999.0,56.82,56.34,53.18,56.49,72.69,72.62,65.03
1916,-999.0,-999.0,57.02,55.97,51.69,53.48,73.66,75.23,65.08
1917,-999.0,-999.0,54.42,53.26,52.3,55.29,71.85,74.63,65.58
1918,-999.0,-999.0,58.27,56.37,54.6,56.65,73.37,74.35,65.32
1919,-999.0,-999.0,57.9,57.08,53.76,55.38,73.68,71.98,64.92
1920,-999.0,-999.0,57.0,55.39,53.38,54.75,71.82,73.08,64.54
