Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,0.127,0.757,0.226,0.526,20.492,6.223,0.005,0.0,0.075,20.156,7.669,5.124,26.834,5.715,1.351,0.0,35.216,0.89,9.471,17.385,63.614,0.002,3.152,40.666,22.636,5.777,24.047,1.364,3.962,13.618,0.085,80.466,2.92,0.978,6.12,3.801,3.466,0.002,46.141,0.729,0.12,8.627,19.838,0.257,10.448,0.804,40.74,25.822,64.154,0.0,0.0,
1951,0.114,1.251,1.575,0.257,25.464,3.653,0.005,0.0,0.012,16.865,11.857,8.017,29.215,7.172,3.061,0.167,31.013,1.06,4.078,18.442,58.631,0.939,7.749,44.78,19.951,4.326,22.412,1.034,7.721,12.303,0.148,74.746,7.65,2.139,2.34,4.751,0.493,0.001,43.86,1.652,1.015,8.41,15.819,0.626,2.531,2.673,37.758,28.295,66.838,0.0,-999.0,
1952,0.004,0.965,0.07,0.331,25.909,2.074,0.005,0.0,0.003,18.199,1.658,0.623,10.849,3.105,0.048,0.0,19.876,0.64,2.842,7.264,33.439,0.004,0.809,31.105,11.773,5.653,15.511,0.421,5.642,7.574,0.039,45.792,0.315,0.313,2.673,1.448,1.597,0.0,26.242,0.062,0.085,9.45,12.856,0.263,1.941,0.434,16.944,28.529,58.825,0.0,0.0,
1953,0.004,0.853,0.071,0.163,14.915,0.813,0.005,0.0,0.004,5.424,2.838,2.248,8.688,1.148,0.758,0.0,18.62,0.568,1.611,6.6,32.679,0.0,1.081,9.31,4.566,1.215,10.794,0.606,4.99,5.732,0.081,30.394,0.849,0.297,0.934,0.916,0.11,0.0,13.758,0.291,0.086,2.682,8.061,0.224,0.789,0.361,18.13,10.968,60.216,0.0,0.0,
1954,0.004,0.64,0.121,0.18,14.242,4.819,0.005,0.0,0.003,9.08,1.984,0.884,9.489,2.316,0.791,0.0,27.343,0.749,6.882,9.347,29.816,0.0,1.297,25.324,8.415,2.7,20.402,2.224,3.06,12.016,0.08,37.747,0.914,0.503,1.63,2.474,3.423,0.0,20.794,0.08,0.126,3.485,20.273,0.301,2.232,0.887,15.793,16.175,65.873,0.0,0.0,
1955,0.004,1.318,0.071,0.343,24.814,6.55,0.005,0.0,0.003,21.114,6.834,5.315,19.287,2.533,1.203,0.0,31.159,1.461,7.297,13.173,57.865,0.0,2.838,42.748,16.654,9.956,22.827,2.25,5.03,14.197,0.126,76.325,5.587,0.332,2.482,5.223,4.188,0.0,39.024,0.27,0.084,14.058,21.403,0.633,3.006,2.974,32.856,33.771,66.913,0.0,0.0,
1956,0.004,1.197,0.071,0.28,21.789,1.338,0.005,0.0,0.003,18.538,2.01,1.589,14.124,2.971,0.06,0.0,25.766,0.767,3.531,11.013,45.439,0.0,1.106,30.748,10.821,5.147,20.35,0.618,4.412,8.925,0.057,55.003,1.1,0.418,2.784,1.552,0.11,0.0,30.617,0.06,0.159,5.918,13.37,0.287,3.886,0.531,26.03,26.377,77.022,0.0,0.0,
1957,0.004,0.545,0.071,0.435,17.068,5.239,0.956,0.0,0.084,20.845,5.384,3.203,13.582,2.958,0.595,0.0,33.01,2.721,8.889,13.397,42.139,0.0,1.89,31.243,11.878,5.417,23.894,2.643,3.397,12.169,0.135,43.819,3.039,0.395,4.665,4.613,5.674,0.0,26.696,0.305,0.095,5.698,21.466,0.693,5.762,2.384,28.655,23.871,51.413,0.0,0.0,
1958,0.589,0.636,0.414,0.178,14.827,6.754,0.005,0.0,0.172,7.729,11.827,9.139,25.375,2.52,2.939,0.0,35.074,2.516,9.143,19.703,44.001,0.041,5.79,18.019,13.294,1.489,30.58,2.703,3.596,19.511,0.62,45.56,8.915,0.661,1.047,7.323,4.231,0.278,26.104,2.559,0.081,2.993,35.846,1.369,1.014,3.848,32.432,13.675,56.232,0.0,0.0,
1959,0.01,0.628,0.402,0.19,18.617,3.342,0.005,0.0,0.003,9.289,8.382,5.448,21.53,5.775,1.964,0.0,36.865,1.223,5.998,20.151,44.219,0.0,4.463,30.318,14.172,2.953,28.18,1.246,4.132,15.195,0.117,49.0,4.537,2.396,1.603,3.872,0.493,0.0,30.658,0.741,0.307,3.387,26.05,0.885,1.972,2.851,34.109,20.891,63.907,0.0,0.0,
