Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,0.0,0.0,0.0,0.0,0.059,0.0,-999.0,0.0,0.0,0.04,0.124,0.016,0.334,0.02,0.0,0.0,0.039,-999.0,0.0,0.222,4.221,0.0,0.0,3.469,0.124,0.0,0.0,0.0,-999.0,0.117,0.0,7.902,0.0,-999.0,0.023,0.0,0.0,0.0,0.924,0.0,0.0,0.0,0.0,0.0,0.0,0.006,1.347,0.134,-999.0,-999.0,-999.0,
1901,0.0,0.0,0.0,0.0,0.002,0.0,-999.0,0.0,0.0,0.04,0.068,0.153,2.07,0.015,0.0,0.0,0.539,-999.0,0.0,0.236,5.07,0.0,0.147,1.632,0.917,0.0,0.333,0.0,-999.0,0.278,0.0,8.839,0.002,-999.0,0.021,0.0,0.0,0.0,2.108,0.0,0.0,0.0,1.5,0.0,0.0,0.012,1.159,0.0,-999.0,-999.0,-999.0,
1902,0.0,0.0,0.0,0.0,0.13,0.0,-999.0,0.0,0.0,0.001,0.06,0.001,0.581,0.013,0.0,0.0,0.039,-999.0,0.0,0.177,4.535,0.0,0.0,4.288,0.096,0.0,0.0,0.0,0.0,0.184,0.0,9.294,0.0,-999.0,0.011,0.0,0.0,0.0,2.225,0.001,0.0,0.0,0.5,0.0,0.001,0.019,1.108,0.0,-999.0,-999.0,-999.0,
1903,0.0,0.0,0.0,0.0,0.005,0.0,-999.0,0.0,0.0,0.0,0.06,0.101,0.498,0.008,0.0,0.0,0.039,-999.0,0.0,0.525,4.5,0.0,0.0,1.81,0.182,0.0,0.0,0.0,0.0,0.02,0.0,8.96,0.0,0.0,0.0,0.0,0.0,0.0,1.849,0.001,0.0,0.0,0.5,0.0,0.005,0.0,1.412,0.0,-999.0,-999.0,-999.0,
1904,0.0,0.0,0.0,0.0,0.009,0.0,-999.0,0.0,0.0,0.0,0.31,0.0,2.303,0.0,0.0,0.0,0.75,0.0,0.667,0.81,7.532,0.0,0.137,2.594,0.473,0.02,1.667,0.0,0.0,1.144,0.0,17.763,0.036,0.0,0.001,0.3,0.0,0.0,4.041,0.001,0.0,0.021,3.5,0.0,0.001,0.023,2.865,0.134,-999.0,-999.0,-999.0,
1905,0.0,0.0,0.0,0.0,0.604,0.0,-999.0,0.0,0.0,0.0,0.808,0.2,4.36,1.191,0.0,0.0,0.0,0.0,0.0,0.293,6.598,0.0,0.511,4.273,4.331,0.02,0.0,0.0,0.0,0.097,0.0,13.148,0.0,0.0,0.003,0.0,0.0,0.0,7.333,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.186,1.0,37.0,-999.0,-999.0,
1906,0.0,0.0,0.0,0.0,0.092,0.0,-999.0,0.0,0.0,0.0,0.01,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.106,1.195,0.0,0.001,1.893,0.061,0.02,0.0,0.0,0.0,0.327,0.0,5.682,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.0,0.0,0.002,0.0,0.0,0.002,0.0,0.236,0.0,47.0,-999.0,-999.0,
1907,0.0,0.0,0.0,0.0,0.005,0.0,-999.0,0.0,0.0,0.0,0.013,0.0,1.152,0.0,0.0,0.0,0.5,0.0,0.0,0.556,5.53,0.0,0.001,5.486,0.355,0.02,0.333,0.0,0.0,0.54,0.0,17.215,0.0,-999.0,0.0,0.0,0.0,0.0,4.308,0.0,0.0,0.02,1.995,0.0,0.056,0.0,1.376,0.0,28.0,-999.0,-999.0,
1908,0.0,0.0,0.0,0.0,0.02,0.0,-999.0,0.0,0.0,0.0,0.008,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.012,0.138,0.964,0.0,0.006,0.473,0.042,0.02,0.0,0.0,0.0,0.447,0.0,2.069,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.001,0.0,0.023,0.0,0.0,0.0,0.0,0.249,0.0,35.0,-999.0,-999.0,
1909,0.0,0.0,0.0,0.0,0.341,0.0,-999.0,0.0,0.0,0.316,0.004,0.0,1.83,0.03,0.0,0.0,0.101,0.0,0.0,0.19,6.394,0.0,0.061,10.875,1.126,0.02,0.0,0.0,0.0,0.02,0.0,20.682,0.0,0.0,0.275,0.0,0.0,0.0,7.537,0.0,0.0,0.101,0.0,0.0,0.597,0.0,1.437,0.0,35.0,-999.0,-999.0,
1910,0.0,0.0,0.0,0.0,0.423,0.0,-999.0,0.0,0.0,0.149,0.01,0.0,0.794,0.007,0.0,0.0,0.25,0.0,0.0,0.165,2.444,0.0,0.001,2.797,0.131,0.0,0.0,0.0,0.0,0.067,0.0,10.06,0.0,0.0,0.0,0.0,0.0,0.0,2.145,0.0,0.0,0.046,0.5,0.0,0.0,0.01,0.258,0.0,28.0,-999.0,-999.0,
1911,0.0,0.0,0.0,0.0,0.163,0.0,-999.0,0.0,0.0,0.0,0.013,0.0,1.07,0.119,0.0,0.0,0.0,0.0,0.0,0.174,4.577,0.0,0.044,3.787,1.396,0.0,0.0,0.0,0.0,0.013,0.0,13.107,0.0,0.0,0.002,0.0,0.0,0.0,3.864,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.548,0.0,50.0,-999.0,-999.0,
1912,0.0,0.0,0.0,0.0,0.266,0.0,-999.0,0.0,0.0,0.0,2.841,0.45,8.161,1.454,0.0,0.0,0.75,0.0,0.0,1.406,14.195,0.0,1.043,1.9,3.384,0.0,0.0,0.0,0.0,0.832,0.0,14.064,0.0,0.0,0.0,0.0,0.0,0.0,6.607,0.0,0.0,0.0,1.995,0.0,0.0,0.0,10.06,0.0,33.0,-999.0,-999.0,
