Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1929,50.2,78.9,78.9,77.2,72.57,64.57,67.4,72.13,79.57,78.0,-999.0,70.43,62.67,71.8,70.73,76.2,73.33,80.73,66.5,71.77,61.47,63.73,65.8,74.63,79.4,64.23,73.93,66.9,72.07,62.97,70.03,70.73,69.43,64.17,68.53,80.33,62.33,66.83,66.73,77.37,70.23,74.87,81.63,68.47,71.23,62.0,61.7,65.37,68.3,62.9
1930,50.37,79.77,80.47,77.17,72.33,64.57,68.8,74.1,79.7,78.5,-999.0,73.07,62.67,74.9,73.23,77.4,75.93,81.2,68.1,74.13,63.77,66.7,68.03,76.9,80.6,64.93,75.07,68.6,72.7,64.5,71.37,71.07,69.33,66.17,71.57,81.13,62.07,68.73,69.13,78.13,71.6,76.57,81.63,68.5,73.6,64.0,61.83,67.9,70.17,62.43
1931,49.77,79.27,78.23,78.1,74.4,66.27,69.1,74.0,80.87,80.03,-999.0,74.27,64.3,75.57,74.5,77.47,76.0,80.3,68.13,73.87,63.43,67.9,68.43,76.83,79.03,65.37,76.33,68.43,74.6,64.9,72.27,70.93,71.93,67.0,72.63,80.2,63.3,69.63,68.47,79.63,73.5,76.37,80.83,70.87,73.73,64.23,62.23,69.0,71.43,64.67
1932,48.6,80.37,80.5,77.1,71.93,64.73,67.83,73.4,81.13,79.77,-999.0,72.63,61.23,74.6,73.43,77.57,75.9,82.43,66.73,73.37,62.57,66.83,68.2,76.93,81.5,63.77,76.7,68.33,73.1,63.47,71.3,70.5,68.13,65.23,71.5,80.43,61.23,68.57,66.87,79.83,71.17,77.3,81.7,67.57,74.0,62.6,61.0,68.37,70.77,62.63
1933,48.87,78.87,79.0,78.7,73.07,66.2,68.77,73.43,79.97,78.9,-999.0,74.07,63.87,75.73,74.63,79.07,75.57,80.33,67.63,73.33,62.57,68.2,69.63,77.1,79.53,65.77,75.83,70.23,74.57,64.3,71.53,71.27,70.53,67.27,72.8,81.1,62.97,69.47,67.5,78.9,73.83,75.9,81.67,70.4,73.23,64.33,61.57,69.73,70.5,64.6
1934,49.3,80.23,83.2,77.37,72.17,67.13,68.73,74.63,80.33,80.17,-999.0,75.9,63.27,77.87,76.37,83.17,77.87,82.3,67.27,74.87,61.5,66.93,67.0,81.83,81.67,63.9,77.5,67.67,76.73,63.6,71.93,73.07,69.4,66.53,74.53,85.43,62.73,70.17,67.57,80.5,72.43,78.33,84.2,69.67,75.3,63.3,62.23,67.97,72.87,63.9
1935,49.8,79.27,79.23,77.63,72.83,65.57,68.8,73.3,80.3,79.03,-999.0,72.23,61.83,73.5,72.7,77.9,74.8,81.27,67.6,73.43,64.27,66.33,66.97,75.6,80.23,63.0,75.97,66.7,73.17,65.07,71.6,71.43,69.43,66.77,71.5,80.43,62.07,69.2,67.83,79.0,71.03,75.93,81.17,69.47,73.27,64.6,60.97,67.03,70.87,63.27
1936,52.53,80.57,82.07,79.07,73.8,67.17,68.4,73.7,80.23,80.0,-999.0,76.73,64.53,78.2,76.53,82.03,78.63,81.97,66.87,73.93,61.63,66.6,69.2,81.57,81.43,67.67,76.43,72.0,77.47,63.43,71.53,72.03,70.4,66.4,73.43,84.6,63.6,69.6,67.03,79.7,76.43,78.77,82.13,70.37,74.47,62.9,62.53,68.7,72.13,65.9
1937,50.5,79.77,79.73,78.07,73.3,65.63,69.83,74.13,80.4,79.17,-999.0,73.47,62.07,74.23,72.93,79.23,75.5,81.33,68.83,74.17,65.83,67.47,68.47,76.97,80.33,64.23,76.43,69.17,74.57,66.27,72.4,71.8,69.67,67.97,71.6,82.13,62.2,69.93,69.17,79.1,72.33,76.6,82.77,68.9,73.83,65.87,61.47,68.9,71.0,63.0
1938,49.73,79.07,79.77,77.37,72.8,65.07,69.13,73.93,79.8,78.23,-999.0,73.1,62.07,74.23,72.83,78.63,74.9,80.93,68.4,73.83,65.1,66.9,67.67,77.07,80.1,63.33,75.3,67.7,74.2,65.67,71.7,70.87,68.53,67.57,71.37,80.93,62.77,69.33,68.47,78.13,72.1,75.73,81.67,68.53,73.03,65.4,62.93,67.2,70.43,62.63
