Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,48.009,105.964,67.052,36.666,166.7,142.0,-999.0,7.968,41.879,133.438,128.32,108.58,152.029,120.545,97.022,26.774,167.321,-999.0,141.03,151.028,160.061,39.393,104.067,139.235,148.771,173.194,169.582,125.111,-999.0,144.858,80.797,175.759,130.323,-999.0,82.582,131.77,144.0,41.344,157.622,76.487,41.152,146.59,168.416,109.67,83.281,125.696,155.566,210.924,-999.0,-999.0,-999.0,
1901,64.559,111.448,64.178,52.042,167.615,148.0,-999.0,10.694,61.283,141.149,138.003,124.113,155.394,130.892,106.704,30.109,167.789,-999.0,123.382,164.096,170.793,46.373,109.377,166.691,152.542,169.475,155.368,123.988,-999.0,150.616,92.249,187.926,134.697,-999.0,101.588,140.174,137.0,56.64,165.418,80.829,40.175,151.01,149.23,127.532,112.793,145.205,159.572,185.39,-999.0,-999.0,-999.0,
1902,55.263,107.209,75.424,56.977,162.538,127.0,-999.0,7.428,53.962,153.804,114.427,106.663,137.231,117.295,94.724,29.908,155.762,-999.0,124.53,144.826,169.423,45.296,102.253,175.642,143.439,167.872,152.848,103.218,123.51,138.644,78.196,187.011,120.527,-999.0,103.003,122.534,128.0,47.985,167.726,71.646,37.791,153.141,143.221,108.212,99.719,115.94,137.836,204.738,-999.0,-999.0,-999.0,
1903,60.702,116.713,79.363,63.404,175.459,124.0,-999.0,8.096,55.419,165.48,126.837,121.679,145.725,133.328,105.235,30.761,172.497,-999.0,130.689,152.987,173.935,48.656,113.132,177.925,156.281,168.562,161.676,108.442,132.599,140.267,82.453,192.654,121.656,93.932,110.377,124.632,126.0,51.366,172.177,86.194,42.148,154.69,154.088,110.597,107.562,124.05,150.014,230.052,-999.0,-999.0,-999.0,
1904,58.001,109.585,70.614,50.647,170.264,166.0,-999.0,5.104,60.636,156.785,131.408,131.998,158.254,134.76,118.752,30.897,176.493,182.0,161.363,164.963,171.706,46.054,117.569,179.871,162.875,148.988,184.086,137.732,108.74,166.848,103.36,189.554,144.131,93.932,86.812,155.486,169.0,51.476,170.149,86.409,42.998,158.605,173.03,135.901,93.708,151.561,163.634,214.559,-999.0,-999.0,-999.0,
1905,52.146,91.822,76.753,51.572,166.444,145.0,-999.0,8.989,53.177,154.809,132.642,120.207,150.443,123.642,105.894,36.185,173.736,162.0,151.663,161.343,172.122,45.664,113.372,176.409,158.298,181.899,177.677,137.732,103.913,147.969,83.225,193.543,137.114,89.382,100.421,137.732,149.0,45.229,168.717,76.9,49.496,138.594,154.147,125.481,114.92,122.136,161.863,216.818,209.0,-999.0,-999.0,
1906,48.959,96.866,67.895,48.094,161.515,140.0,-999.0,6.658,47.126,150.518,126.932,119.81,151.109,122.731,105.287,22.14,174.333,149.0,144.873,156.558,169.961,41.928,116.013,170.142,156.292,142.596,175.037,112.533,112.467,148.861,85.316,186.699,129.968,70.269,86.676,142.854,137.0,36.141,165.405,79.177,41.927,140.069,175.235,121.952,97.861,132.827,157.923,205.706,240.0,-999.0,-999.0,
1907,50.067,80.988,50.506,40.12,158.498,145.0,-999.0,1.809,42.026,143.96,136.415,129.245,168.735,125.603,96.349,13.179,189.245,161.0,159.328,182.3,198.464,32.37,108.932,181.763,171.435,127.98,169.461,129.698,106.893,156.808,77.479,225.55,140.453,-999.0,88.177,145.875,154.0,33.761,188.53,65.416,26.802,131.387,174.021,123.433,108.956,132.713,179.568,213.588,203.0,-999.0,-999.0,
1908,50.818,104.26,56.096,51.164,175.989,127.0,-999.0,5.256,40.627,162.822,122.106,115.55,156.103,122.032,93.699,22.72,175.985,158.0,146.693,157.513,174.555,35.441,99.376,173.432,161.637,192.969,170.415,127.996,109.61,153.663,73.752,197.825,131.236,86.651,100.037,140.434,141.0,33.964,173.966,68.727,35.21,169.189,147.314,119.125,107.586,127.974,159.565,217.727,229.0,-999.0,-999.0,
1909,53.744,118.316,60.198,43.916,173.467,140.0,-999.0,8.422,45.218,160.854,121.389,113.242,156.506,127.657,97.318,31.56,170.965,155.0,144.539,162.831,183.808,40.526,99.534,190.65,169.498,167.323,161.121,121.458,111.02,150.641,75.966,201.246,128.861,98.483,102.335,137.04,137.0,36.328,178.181,68.159,44.53,151.046,146.444,119.803,114.15,131.246,166.316,218.286,231.0,-999.0,-999.0,
