Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1895,-999.0,62.47,60.57,58.03,54.27,42.6,44.6,50.43,68.77,62.33,-999.0,49.17,40.83,51.37,50.77,55.13,54.23,65.9,44.07,50.47,37.57,40.63,42.17,55.13,63.33,40.83,55.63,41.7,49.0,40.1,47.33,52.17,46.97,41.53,48.53,60.43,42.87,45.67,45.2,60.03,45.33,56.67,63.63,45.4,52.4,39.13,44.57,42.73,50.13,38.0
1896,-999.0,65.47,63.1,57.43,52.53,42.77,45.6,52.67,69.7,65.5,-999.0,49.37,37.57,54.0,53.33,55.03,57.13,68.4,44.73,52.87,36.67,42.97,39.73,56.77,66.33,36.2,60.47,36.77,47.13,40.37,49.2,53.6,43.53,42.8,51.77,61.2,40.37,47.43,45.9,64.77,41.8,60.1,66.17,43.87,55.63,39.53,42.23,43.7,53.37,36.0
1897,-999.0,63.87,61.1,56.87,54.3,42.67,46.03,51.97,70.47,63.77,-999.0,45.07,41.1,49.17,49.1,52.67,54.33,68.23,45.03,51.8,37.07,38.77,37.63,53.4,64.7,38.73,57.73,35.67,46.23,40.8,49.07,52.1,46.37,42.73,48.53,58.87,44.0,46.53,45.8,62.13,40.77,57.67,65.03,44.8,54.07,39.8,44.97,39.93,51.03,37.4
1898,-999.0,64.03,60.83,57.43,53.77,41.13,46.13,52.2,70.2,64.53,-999.0,47.5,40.73,51.07,51.4,51.73,55.83,66.37,45.0,52.7,38.8,41.87,40.53,53.93,64.33,36.97,58.6,37.73,45.7,41.13,49.23,52.03,46.27,44.5,50.37,58.4,42.73,48.0,46.03,63.17,41.9,58.57,64.43,44.13,54.8,41.07,44.47,43.03,52.03,37.57
1899,-999.0,64.47,60.7,56.6,53.0,41.93,44.73,51.33,70.3,64.37,-999.0,43.67,38.5,49.63,50.53,51.43,55.63,67.77,43.7,51.8,36.83,39.63,35.03,52.53,65.13,33.13,57.87,31.47,43.53,38.83,48.23,52.3,45.17,42.63,50.63,58.77,40.47,47.33,44.67,62.5,37.13,58.33,65.43,44.47,54.13,38.5,42.3,39.3,52.23,35.67
1900,-999.0,62.83,60.2,58.33,55.3,43.63,44.03,50.57,68.87,62.77,-999.0,48.13,44.4,50.03,49.67,53.43,54.07,66.2,42.27,50.47,35.93,40.0,42.2,54.13,63.2,43.9,56.93,42.87,49.17,37.1,47.43,51.9,48.3,40.03,47.97,59.1,45.7,44.9,43.9,61.27,46.57,56.7,64.03,47.33,52.9,36.23,47.67,42.13,49.93,41.77
1901,-999.0,60.67,58.43,56.4,53.7,42.23,44.4,50.63,66.7,60.8,-999.0,47.53,41.2,49.3,48.67,51.53,53.1,64.3,43.23,50.67,38.33,40.7,41.77,52.97,61.27,42.8,56.0,43.3,47.23,40.63,47.33,51.07,46.87,42.27,47.87,57.8,43.13,45.77,44.0,59.73,46.23,55.23,63.5,45.63,52.43,40.0,44.53,42.37,49.4,40.1
1902,-999.0,64.3,61.7,56.97,52.1,43.07,47.43,52.7,69.63,63.73,-999.0,49.4,39.73,52.4,52.27,55.03,56.0,68.07,46.8,52.9,39.77,43.5,42.57,55.77,65.5,39.7,58.23,40.47,49.07,42.93,50.2,52.07,45.2,44.5,50.33,60.33,42.07,47.8,47.3,62.1,44.5,58.57,66.83,44.7,54.6,41.67,44.27,44.53,51.13,38.33
1903,-999.0,63.47,60.23,56.7,53.0,40.93,49.33,54.23,69.17,63.6,-999.0,49.37,38.97,53.4,53.57,51.87,57.83,66.1,48.03,54.37,41.07,44.2,41.13,55.33,64.17,37.1,59.73,38.7,46.63,44.0,52.4,50.5,45.63,46.63,53.0,57.8,42.33,50.4,48.63,63.33,43.23,59.23,62.73,43.6,56.13,43.37,42.9,44.67,54.47,36.47
1904,-999.0,62.77,58.9,58.9,54.67,43.97,44.63,50.53,69.5,62.5,-999.0,45.37,40.53,48.53,48.37,52.37,53.47,66.53,43.93,50.6,38.07,38.63,37.37,51.9,63.57,37.57,56.6,35.87,46.87,40.37,47.63,53.73,47.47,41.6,47.6,59.87,43.93,45.47,44.83,61.13,42.37,56.17,66.17,46.43,52.6,39.43,44.0,39.47,50.0,39.17
