Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,3.642,22.509,7.851,14.691,7.353,23.152,39.222,-999.0,-999.0,
1901,2.272,27.071,20.998,20.494,9.647,26.765,55.25,-999.0,-999.0,
1902,0.278,31.179,2.416,4.805,7.409,25.569,44.321,-999.0,-999.0,
1903,0.537,15.325,3.135,3.75,3.337,25.106,28.645,-999.0,-999.0,
1904,0.218,14.48,0.737,4.017,8.083,27.634,27.146,-999.0,-999.0,
1905,0.728,15.159,1.991,5.123,9.33,27.763,38.907,0.0,-999.0,
1906,0.494,15.155,2.76,8.034,11.077,25.564,27.79,0.0,-999.0,
1907,0.293,22.813,2.926,6.808,4.053,18.855,43.69,0.0,-999.0,
1908,2.466,16.106,5.269,7.571,11.846,25.0,32.108,0.0,-999.0,
1909,1.207,22.429,5.053,8.605,5.907,24.303,51.698,0.0,-999.0,
1910,0.906,12.052,6.539,12.509,6.897,32.854,61.061,0.0,-999.0,
1911,7.644,31.205,15.861,14.085,8.143,22.242,72.632,0.0,-999.0,
1912,2.345,17.422,5.817,9.06,5.457,16.534,55.868,0.0,-999.0,
1913,3.333,29.146,20.044,19.107,7.359,25.272,65.325,0.0,-999.0,
1914,3.183,33.498,14.769,14.234,10.509,22.812,49.917,0.0,-999.0,
1915,0.517,20.845,0.62,1.045,11.976,20.46,29.462,1.0,-999.0,
1916,2.632,17.055,15.004,13.654,7.043,19.27,57.586,0.0,-999.0,
1917,3.868,16.78,4.711,12.247,10.632,31.892,54.855,0.0,-999.0,
1918,4.137,29.008,11.159,12.381,9.055,24.917,67.468,0.0,-999.0,
1919,4.767,18.554,7.823,15.098,12.408,28.153,30.799,2.0,-999.0,
1920,0.226,12.025,2.933,6.886,12.357,21.391,30.791,0.0,-999.0,
1921,2.887,33.479,10.418,14.835,6.464,23.52,46.144,0.0,-999.0,
1922,0.718,20.122,8.636,14.181,14.917,30.768,53.919,0.0,-999.0,
1923,1.772,13.362,6.397,5.471,8.53,19.06,41.162,0.0,-999.0,
1924,1.2,30.825,1.839,6.134,10.946,29.97,50.901,0.0,-999.0,
1925,3.122,47.939,11.362,14.965,11.726,22.313,64.39,0.0,-999.0,
1926,2.241,25.295,6.719,14.881,13.506,27.405,45.202,0.0,-999.0,
1927,0.856,22.08,4.732,6.7,9.182,23.258,45.874,0.0,-999.0,
1928,0.851,16.175,1.871,8.643,12.282,27.683,42.468,0.0,-999.0,
1929,1.776,19.949,3.803,15.229,10.305,28.95,48.303,0.0,-999.0,
1930,5.04,39.847,16.89,18.324,9.448,24.918,59.947,0.0,-999.0,
1931,6.109,33.703,20.074,28.487,13.201,35.792,59.872,0.0,-999.0,
1932,1.756,31.399,8.252,13.34,6.96,27.711,41.269,0.0,-999.0,
1933,5.533,28.383,17.603,25.808,12.195,32.625,62.825,0.0,-999.0,
