Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,0.0,0.0,0.0,0.0,0.069,0.25,0.0,0.0,0.0,0.273,0.018,0.011,0.699,0.002,0.0,0.0,1.085,0.0,0.001,0.198,6.383,0.0,0.0,9.562,0.782,0.0,1.53,0.0,0.0,0.244,0.0,22.353,0.001,0.0,0.124,0.0,0.0,0.0,5.486,0.0,0.0,0.148,0.198,0.0,0.81,0.0,1.01,0.957,22.877,0.0,0.0,
1951,0.0,0.0,0.0,0.0,0.577,0.0,0.0,0.0,0.0,0.108,0.336,0.011,1.733,0.017,0.001,0.0,1.171,0.0,0.001,0.389,7.958,0.0,0.044,7.762,0.997,0.0,1.339,0.0,0.0,0.259,0.0,20.092,0.016,0.0,0.003,0.0,0.0,0.0,5.424,0.0,0.0,0.004,0.266,0.0,0.003,0.0,2.773,1.935,25.392,0.0,-999.0,
1952,0.0,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.005,0.016,0.011,0.221,0.0,0.001,0.0,0.41,0.0,0.0,0.105,2.609,0.0,0.003,2.663,0.127,0.0,0.865,0.0,0.0,0.096,0.0,6.33,0.0,0.0,0.001,0.0,0.0,0.0,1.456,0.0,0.0,0.316,0.057,0.0,0.016,0.0,0.547,0.516,23.53,0.0,0.0,
1953,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.005,0.011,0.011,0.132,0.001,0.001,0.0,0.386,0.0,0.0,0.105,1.15,0.0,0.0,0.59,0.058,0.0,0.838,0.0,0.0,0.065,0.0,1.884,0.0,0.002,0.0,0.0,0.0,0.0,0.388,0.0,0.0,0.004,0.057,0.0,0.002,0.0,0.282,0.049,22.519,0.0,0.0,
1954,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.005,0.01,0.003,0.32,0.002,0.001,0.0,1.295,0.0,0.0,0.249,4.27,0.0,0.0,5.325,0.161,0.0,1.217,0.0,0.0,0.365,0.0,10.097,0.0,0.0,0.0,0.0,0.0,0.0,2.513,0.0,0.0,0.0,0.783,0.0,0.044,0.0,1.023,0.238,28.416,0.0,0.0,
1955,0.0,0.0,0.0,0.0,0.047,0.25,0.0,0.0,0.0,0.024,0.01,0.028,0.334,0.0,0.0,0.0,1.776,0.0,0.0,0.156,3.71,0.0,0.0,3.116,0.042,0.0,2.039,0.0,0.0,0.666,0.0,7.341,0.0,0.0,0.006,0.0,0.0,0.0,1.13,0.0,0.0,0.0,1.253,0.0,0.0,0.0,0.759,0.539,25.495,0.0,0.0,
1956,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.043,0.01,0.0,0.211,0.0,0.0,0.0,0.51,0.0,0.0,0.107,2.336,0.0,0.0,3.035,0.074,0.0,0.919,0.0,0.0,0.065,0.0,8.164,0.0,0.0,0.0,0.0,0.0,0.0,1.566,0.0,0.0,0.012,0.057,0.001,0.023,0.0,0.306,0.346,34.383,0.0,0.0,
1957,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.108,0.01,0.0,0.152,0.0,0.0,0.0,2.6,0.0,0.159,0.208,2.897,0.0,0.0,5.351,0.182,0.0,1.583,0.0,0.001,0.481,0.0,8.665,0.0,0.002,0.023,0.0,0.0,0.0,1.787,0.0,0.0,0.004,1.044,0.0,0.271,0.0,0.861,0.702,22.745,0.0,0.0,
1958,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.01,0.0,0.207,0.0,0.0,0.0,0.418,0.0,0.0,0.374,2.106,0.0,0.0,0.944,0.044,0.0,1.465,0.0,0.0,0.305,0.018,5.333,0.001,0.002,0.0,0.048,0.0,0.0,0.546,0.0,0.0,0.004,0.057,0.002,0.0,0.0,0.394,0.1,19.086,0.0,0.0,
1959,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.077,0.095,0.0,0.241,0.0,0.0,0.0,1.145,0.0,0.0,0.315,3.947,0.0,0.0,3.086,0.38,0.0,1.549,0.0,0.014,0.237,0.0,9.425,0.001,0.0,0.045,0.0,0.0,0.0,1.17,0.0,0.0,0.001,0.22,0.0,0.068,0.002,1.493,1.18,23.081,0.0,0.0,
1960,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.013,0.01,0.0,0.222,0.0,0.0,0.0,0.894,0.0,0.0,0.218,2.051,0.0,0.0,1.434,0.044,0.0,1.035,0.0,0.0,0.138,0.0,2.583,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.004,0.117,0.0,0.0,0.002,0.292,0.337,17.837,0.0,0.0,
1961,0.0,0.0,0.0,0.0,0.014,0.25,0.0,0.0,0.0,0.003,0.006,0.0,0.159,0.0,0.0,0.0,1.477,0.0,0.0,0.147,2.175,0.0,0.0,1.798,0.051,0.0,1.318,0.0,0.0,0.413,0.0,5.388,0.0,0.0,0.0,0.0,0.0,0.0,0.809,0.0,0.0,0.004,1.028,0.0,0.0,0.0,0.374,0.49,28.428,0.0,0.0,
1962,0.0,0.0,0.0,0.024,0.297,0.0,0.0,0.0,0.0,0.483,0.303,0.222,2.318,0.0,0.0,0.0,1.814,0.0,0.0,0.33,8.594,0.0,0.174,5.84,0.818,0.0,1.284,0.0,0.0,0.392,0.0,13.415,0.022,0.0,0.045,0.0,0.0,0.0,5.169,0.0,0.0,0.035,1.068,0.0,0.045,0.0,2.366,3.943,20.843,0.0,0.0,
1963,0.0,0.0,0.0,0.0,1.059,0.25,0.0,0.0,0.0,0.588,0.485,0.19,3.614,0.161,0.0,0.0,0.785,0.0,0.0,1.48,13.277,0.0,0.235,5.41,2.548,0.0,1.518,0.0,0.076,0.245,0.0,15.701,0.107,0.0,0.091,0.223,0.0,0.0,6.256,0.0,0.02,0.138,0.266,0.0,0.0,0.0,7.005,3.198,20.579,0.0,0.0,
1964,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.173,0.01,0.0,0.302,0.001,0.0,0.0,0.389,0.0,0.0,0.107,1.684,0.0,0.0,3.107,0.376,0.0,0.797,0.0,0.0,0.11,0.0,7.631,0.0,0.0,0.238,0.0,0.0,0.0,1.469,0.0,0.0,0.002,0.057,0.0,0.28,0.0,0.252,0.569,30.988,0.0,0.0,
1965,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.003,0.074,0.0,0.446,0.0,0.0,0.0,1.244,0.0,0.0,0.402,7.889,0.0,0.023,1.939,0.042,0.0,1.362,0.0,0.0,0.514,0.0,11.912,0.0,0.0,0.0,0.0,0.0,0.0,1.752,0.0,0.0,0.003,1.953,0.0,0.001,0.0,2.481,0.049,23.756,0.0,0.0,
1966,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.005,0.759,0.069,2.326,0.0,0.0,0.0,1.073,0.0,0.0,0.4,9.205,0.0,0.076,3.203,0.863,0.0,0.885,0.0,0.0,0.154,0.0,16.135,0.001,0.0,0.0,0.0,0.0,0.0,5.353,0.0,0.0,0.004,0.18,0.0,0.0,0.0,2.403,0.122,27.345,0.0,0.0,
1967,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.003,0.01,0.0,0.234,0.0,0.0,0.0,0.766,0.0,0.0,0.13,3.812,0.0,0.0,1.131,0.042,0.0,1.198,0.0,0.0,0.332,0.0,6.372,0.001,0.0,0.006,0.0,0.0,0.0,0.956,0.0,0.0,0.003,0.451,0.0,0.0,0.0,0.969,0.062,22.294,0.0,0.0,
1968,0.0,0.0,0.0,0.0,0.019,0.5,0.0,0.0,0.0,0.344,0.054,0.028,0.92,0.0,0.0,0.0,2.882,0.0,0.158,0.566,6.343,0.0,0.03,4.784,1.192,0.0,2.93,0.0,0.0,1.408,0.0,10.736,0.002,0.0,0.167,0.0,0.0,0.0,3.984,0.0,0.0,0.017,3.814,0.0,0.95,0.0,1.954,1.035,26.229,0.0,0.0,
1969,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.003,0.022,0.0,0.716,0.0,0.0,0.0,0.339,0.0,0.0,0.149,4.023,0.0,0.001,7.542,0.184,0.0,0.956,0.0,0.0,0.08,0.0,14.229,0.0,0.0,0.015,0.001,0.0,0.0,2.864,0.0,0.0,0.004,0.057,0.0,0.068,0.0,1.219,0.448,25.024,0.0,0.0,
1970,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.003,1.579,0.704,4.936,0.0,0.042,0.0,1.354,0.1,0.0,0.411,9.717,0.0,0.001,2.635,0.519,0.0,1.529,0.0,0.0,0.393,0.018,12.038,0.52,0.0,0.0,0.205,0.0,0.0,4.767,0.0,0.0,0.004,0.597,0.0,0.0,0.205,3.69,0.216,23.199,0.0,0.0,
1971,0.0,0.0,0.0,0.0,0.482,0.0,0.0,0.0,0.0,0.148,0.087,0.0,1.136,0.0,0.0,0.0,3.669,0.0,0.0,0.609,6.323,0.0,0.0,4.452,0.07,0.0,1.367,0.0,0.079,0.362,0.0,12.713,0.013,0.0,0.0,0.0,0.0,0.0,2.488,0.0,0.0,0.077,1.24,0.0,0.0,0.0,3.082,0.525,33.631,0.0,0.0,
1972,0.0,0.0,0.0,0.0,0.019,0.001,0.0,0.0,0.0,0.556,0.691,0.413,2.546,0.0,0.0,0.0,1.513,0.0,0.0,0.788,10.096,0.0,0.136,10.891,1.365,0.034,1.026,0.0,0.0,0.173,0.0,18.576,0.24,0.0,0.152,0.0,0.0,0.0,7.243,0.0,0.0,0.124,0.057,0.0,0.026,0.0,3.557,4.877,26.788,0.0,0.0,
1973,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.008,0.009,0.002,0.848,0.0,0.0,0.0,1.581,0.0,0.0,0.116,4.723,0.0,0.006,2.19,0.13,0.0,1.446,0.0,0.0,0.254,0.0,8.713,0.0,0.0,0.0,0.0,0.0,0.0,2.326,0.0,0.0,0.12,1.095,0.0,0.006,0.0,0.999,1.628,25.996,0.0,0.0,
