Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,0.148,35.434,0.317,32.95,1.46,0.0,0.009,1.012,2.171,1.559,0.068,0.085,0.074,3.55,0.002,0.696,0.0,0.069,0.004,0.002,0.102,0.512,0.085,0.698,0.705,10.733,0.0,0.029,4.596,0.0,0.376,0.12,0.014,2.132,0.963,0.025,0.0,2.439,0.943,0.16,7.771,6.602,0.005,0.094,1.253,0.044,0.003,0.492,0.0,0.0,0.0,
1951,6.172,40.04,8.404,29.156,1.647,0.0,0.009,0.433,3.025,2.309,0.068,0.683,0.065,4.746,0.375,10.362,0.0,0.069,0.004,0.002,0.041,11.806,0.622,1.545,0.741,8.672,0.0,0.0,11.395,0.0,0.921,0.411,0.311,18.409,1.328,0.014,0.0,3.188,1.131,1.938,29.147,8.284,0.0,0.173,1.534,0.064,0.0,0.927,0.0,0.0,-999.0,
1952,13.703,40.561,20.456,28.913,2.712,0.333,0.298,1.238,11.364,1.247,2.311,2.271,0.341,26.339,7.258,3.368,0.0,1.003,0.358,0.011,0.083,11.755,8.334,0.922,8.479,6.987,0.071,0.58,7.076,0.16,6.951,1.204,1.028,32.117,1.432,0.308,0.0,13.275,4.248,11.985,21.353,6.646,0.0,3.149,1.984,0.432,0.005,0.817,0.0,0.0,0.0,
1953,2.681,40.416,19.013,28.376,2.449,0.5,2.103,1.25,2.898,1.619,4.727,5.262,1.013,20.835,5.18,3.107,0.0,1.577,0.291,0.407,0.126,6.834,12.868,1.19,5.642,8.975,0.143,1.745,10.191,0.815,1.304,0.368,1.726,26.217,0.875,1.324,0.0,4.155,1.601,3.864,27.667,8.552,0.25,2.644,1.3,2.566,0.247,1.326,0.0,0.0,0.0,
1954,20.904,36.492,46.09,27.738,4.666,0.0,1.67,1.377,14.019,1.558,6.177,5.424,2.48,37.325,9.006,11.831,0.0,1.652,0.0,0.0,0.197,21.41,25.423,1.283,13.407,9.918,0.0,0.579,6.935,0.151,5.135,0.388,0.835,47.002,0.671,0.602,0.0,17.615,4.702,15.759,27.017,12.074,0.0,3.022,0.72,0.923,0.006,3.407,0.0,0.0,0.496,
1955,0.265,32.419,2.124,30.943,2.032,0.333,1.67,0.249,0.872,2.284,1.157,0.49,5.594,16.894,0.243,0.527,0.07,0.504,0.21,0.407,0.956,0.165,2.604,1.449,13.766,9.548,0.429,1.435,4.22,0.665,0.309,0.676,0.19,11.755,1.714,0.753,0.0,0.544,9.962,0.442,8.632,7.693,0.0,0.268,1.585,0.299,0.922,0.823,0.0,0.0,0.0,
1956,2.308,42.258,14.626,27.176,2.009,0.0,0.009,0.273,1.517,1.584,0.682,0.351,1.278,28.909,0.151,2.618,0.0,0.06,0.0,0.002,0.316,3.737,5.473,0.783,5.888,7.721,0.0,0.029,6.492,0.002,0.505,0.301,0.017,43.906,1.938,0.011,0.0,3.444,4.182,2.235,25.1,7.666,0.0,0.165,1.87,0.03,0.016,0.587,0.0,0.0,0.0,
1957,1.008,38.446,1.595,28.687,1.678,0.25,1.959,0.099,1.879,1.198,0.114,0.069,0.648,12.692,0.176,0.794,0.0,1.139,0.067,0.0,0.052,0.331,2.216,1.018,5.134,8.354,0.0,0.891,8.195,0.08,0.581,0.957,0.078,19.984,0.625,0.414,0.0,2.942,2.614,0.307,16.96,6.345,0.0,0.574,0.708,0.181,0.004,0.857,0.0,0.0,0.0,
1958,0.239,44.599,0.451,31.155,2.025,0.0,0.009,0.42,0.627,1.876,0.07,0.073,0.071,3.391,0.052,0.574,0.0,0.06,0.0,0.0,0.157,0.104,0.067,1.067,1.083,10.905,0.0,0.037,8.479,0.002,0.166,2.274,0.015,10.045,2.142,0.011,0.0,1.212,3.748,0.187,16.388,9.591,0.0,0.088,2.818,0.029,0.004,0.696,0.0,0.0,0.0,
1959,0.358,35.312,0.314,31.437,2.063,0.0,0.587,0.182,1.544,2.709,0.089,0.075,0.102,8.232,0.239,0.504,0.0,0.556,0.0,0.0,0.25,0.084,0.158,1.05,3.422,16.142,0.0,0.076,5.069,0.006,1.819,3.601,0.046,7.044,2.262,0.011,0.0,3.557,7.847,0.178,8.591,8.895,0.0,0.777,1.81,0.352,0.004,1.221,0.0,0.0,0.0,
1960,0.303,43.501,2.462,35.251,2.887,0.0,0.009,0.184,0.534,4.144,0.297,0.139,0.113,8.651,0.115,2.959,0.0,0.06,0.0,0.0,0.065,2.289,1.016,2.88,3.408,15.882,0.0,0.037,8.468,0.006,0.163,1.869,0.015,10.503,2.753,0.011,0.0,0.463,6.365,0.632,12.871,14.04,0.0,0.145,3.034,0.022,0.005,1.76,0.0,0.0,0.0,
1961,0.081,37.725,0.256,34.31,1.754,0.0,0.009,0.652,0.441,4.844,0.071,0.083,0.118,5.86,0.052,0.468,0.0,0.06,0.0,0.0,0.082,0.071,0.052,3.462,3.348,16.219,0.0,0.029,4.88,0.002,0.151,1.547,0.015,4.615,4.658,0.011,0.0,0.357,4.918,0.18,4.091,9.806,0.0,0.117,3.991,0.029,0.004,1.392,0.0,0.0,0.0,
1962,0.749,39.988,6.176,28.281,1.71,0.0,0.009,1.211,1.068,1.381,0.33,0.458,0.073,6.993,0.818,7.949,0.0,0.289,0.0,0.0,0.046,4.332,2.273,0.442,0.77,7.281,0.0,0.029,5.533,0.003,0.225,0.108,0.162,15.126,1.041,0.104,0.0,1.231,1.257,1.11,20.174,7.028,0.0,0.117,1.277,0.09,0.004,0.466,0.0,0.0,0.003,
1963,1.389,36.5,6.128,25.886,2.666,0.0,0.009,0.252,0.911,1.187,0.471,0.235,0.562,17.826,0.091,2.447,0.0,0.06,0.048,0.036,0.073,3.728,1.861,1.134,4.864,6.678,0.0,0.247,7.096,0.002,0.252,0.34,0.015,26.403,0.769,0.037,0.0,0.917,2.762,0.304,18.655,6.436,0.0,0.215,0.795,0.029,0.032,0.638,0.0,0.0,0.0,
1964,0.596,33.478,11.287,27.395,2.682,0.333,0.009,0.473,1.922,1.329,0.746,0.567,0.428,19.56,1.239,2.123,0.0,0.135,0.048,0.068,0.222,1.095,2.792,1.28,6.706,7.417,0.0,0.194,7.199,0.051,0.512,0.819,0.249,26.249,0.891,0.107,0.0,1.007,5.346,0.826,19.084,7.115,0.0,0.226,0.967,0.05,0.312,1.086,0.0,0.0,0.0,
1965,0.089,31.622,1.778,23.622,1.423,0.167,0.009,0.117,0.26,1.516,0.33,0.158,0.347,4.996,0.128,0.6,0.0,0.06,0.0,0.0,0.212,0.19,0.433,0.76,1.615,4.963,0.0,0.029,5.016,0.002,0.151,0.431,0.055,11.588,1.338,0.011,0.0,0.254,3.736,0.209,9.351,4.614,0.0,0.103,2.095,0.029,0.061,0.605,0.0,0.0,0.0,
1966,1.187,35.028,7.911,29.25,1.844,0.417,1.67,0.163,1.315,2.049,3.183,1.056,0.807,11.787,1.05,1.281,0.0,0.719,0.159,0.064,0.603,2.323,4.895,1.431,4.598,10.752,0.143,0.972,5.201,0.362,0.568,0.293,0.07,15.534,0.96,0.979,0.0,0.994,6.064,1.39,9.546,7.126,0.0,0.509,1.005,0.256,0.087,1.458,0.0,0.0,0.0,
1967,0.265,30.24,0.29,30.617,1.372,0.0,0.009,0.35,0.331,3.885,0.07,0.073,0.374,2.871,0.052,0.468,0.0,0.062,0.0,0.0,0.037,0.079,0.05,0.645,1.856,10.472,0.0,0.029,4.255,0.002,0.152,0.416,0.015,6.454,3.421,0.011,0.0,0.254,2.503,0.18,11.212,6.371,0.0,0.103,3.802,0.029,0.001,0.435,0.0,0.0,0.004,
1968,0.932,33.711,0.377,26.591,1.792,0.0,0.009,0.166,2.995,1.961,0.088,0.073,0.089,7.968,0.052,0.447,0.0,0.062,0.0,0.0,0.048,0.371,0.072,0.561,3.547,8.851,0.0,0.0,5.467,0.017,1.471,0.303,0.015,8.184,2.095,0.011,0.0,3.553,2.581,0.654,4.564,5.65,0.0,0.357,2.045,0.029,0.018,0.485,0.0,0.0,0.004,
