Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
2010,4.712,0.137,14.872,25.251,3.147,4.598,1.202,54.597,0.0,
2011,9.896,0.146,14.688,28.748,4.477,7.307,3.232,56.68,0.0,
2012,5.059,0.0,6.174,15.239,1.644,3.9,0.253,70.047,0.0,
2013,8.404,0.002,18.266,26.461,7.031,9.892,0.722,52.333,0.0,
2014,17.689,0.885,32.025,35.429,3.67,4.151,2.752,39.667,0.0,
2015,20.776,0.684,21.724,22.133,2.853,3.143,0.54,43.403,0.0,
2016,7.567,0.044,11.35,15.823,4.145,4.424,1.098,35.787,0.0,
2017,8.81,0.055,11.441,22.463,5.756,2.665,0.844,49.931,0.0,
2018,11.136,0.505,16.944,25.698,1.706,3.071,1.645,42.194,0.0,
2019,12.247,0.077,20.324,34.488,3.471,5.564,0.777,35.787,0.0,
2020,5.75,0.0,7.805,13.752,1.896,3.816,0.089,59.611,0.0,
