Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1895,-999.0,223.0,189.0,372.0,36.0,1.0,10.0,25.0,586.0,166.0,-999.0,72.0,5.0,69.0,79.0,140.0,85.0,406.0,7.0,29.0,0.0,30.0,26.0,114.0,276.0,0.0,68.0,21.0,79.0,8.0,17.0,41.0,217.0,14.0,46.0,264.0,0.0,27.0,7.0,158.0,37.0,110.0,360.0,13.0,36.0,10.0,1.0,26.0,40.0,0.0
1896,-999.0,450.0,407.0,334.0,25.0,3.0,22.0,101.0,637.0,403.0,-999.0,139.0,0.0,174.0,186.0,222.0,247.0,607.0,14.0,117.0,0.0,97.0,52.0,239.0,530.0,1.0,300.0,29.0,104.0,8.0,58.0,92.0,162.0,33.0,155.0,378.0,0.0,84.0,15.0,447.0,53.0,306.0,595.0,3.0,161.0,12.0,0.0,88.0,169.0,1.0
1897,-999.0,239.0,175.0,396.0,49.0,9.0,6.0,23.0,664.0,190.0,-999.0,35.0,41.0,29.0,25.0,85.0,55.0,488.0,4.0,28.0,0.0,10.0,13.0,64.0,306.0,11.0,95.0,22.0,42.0,0.0,14.0,80.0,280.0,8.0,18.0,161.0,8.0,16.0,0.0,201.0,28.0,98.0,457.0,29.0,42.0,0.0,6.0,14.0,24.0,6.0
1898,-999.0,327.0,241.0,333.0,28.0,0.0,0.0,24.0,658.0,300.0,-999.0,44.0,6.0,52.0,68.0,80.0,141.0,438.0,0.0,49.0,0.0,22.0,16.0,105.0,357.0,1.0,172.0,11.0,31.0,0.0,8.0,53.0,235.0,5.0,51.0,194.0,0.0,25.0,0.0,310.0,16.0,194.0,425.0,7.0,84.0,0.0,1.0,20.0,77.0,0.0
1899,-999.0,387.0,260.0,236.0,17.0,2.0,7.0,33.0,686.0,311.0,-999.0,50.0,0.0,68.0,85.0,141.0,153.0,544.0,4.0,54.0,0.0,33.0,14.0,128.0,449.0,0.0,150.0,7.0,52.0,0.0,17.0,37.0,151.0,10.0,76.0,245.0,0.0,33.0,0.0,301.0,20.0,218.0,536.0,3.0,79.0,0.0,0.0,24.0,83.0,0.0
1900,-999.0,270.0,184.0,355.0,41.0,2.0,0.0,35.0,577.0,212.0,-999.0,92.0,14.0,81.0,95.0,123.0,112.0,434.0,0.0,50.0,0.0,32.0,40.0,127.0,312.0,7.0,128.0,54.0,92.0,0.0,15.0,59.0,231.0,7.0,69.0,193.0,0.0,27.0,0.0,223.0,72.0,135.0,407.0,15.0,73.0,0.0,2.0,38.0,59.0,8.0
1901,-999.0,198.0,140.0,265.0,21.0,1.0,0.0,18.0,455.0,195.0,-999.0,55.0,19.0,42.0,43.0,77.0,77.0,317.0,0.0,29.0,0.0,16.0,26.0,80.0,219.0,11.0,125.0,56.0,51.0,0.0,7.0,55.0,194.0,5.0,32.0,155.0,0.0,17.0,0.0,219.0,46.0,100.0,392.0,21.0,54.0,0.0,2.0,21.0,46.0,9.0
1902,-999.0,378.0,287.0,323.0,16.0,3.0,3.0,36.0,637.0,312.0,-999.0,95.0,7.0,92.0,114.0,172.0,174.0,554.0,3.0,57.0,0.0,27.0,29.0,178.0,444.0,2.0,183.0,24.0,95.0,0.0,14.0,60.0,204.0,6.0,73.0,260.0,0.0,27.0,0.0,298.0,45.0,235.0,598.0,12.0,98.0,0.0,1.0,31.0,85.0,2.0
1903,-999.0,240.0,153.0,263.0,22.0,0.0,13.0,47.0,568.0,202.0,-999.0,69.0,4.0,83.0,109.0,75.0,163.0,381.0,7.0,55.0,0.0,40.0,22.0,113.0,291.0,0.0,151.0,14.0,45.0,6.0,31.0,35.0,186.0,18.0,89.0,137.0,0.0,43.0,7.0,250.0,29.0,166.0,336.0,6.0,82.0,6.0,1.0,30.0,104.0,0.0
1904,-999.0,226.0,128.0,381.0,36.0,1.0,16.0,51.0,616.0,182.0,-999.0,45.0,7.0,47.0,55.0,70.0,91.0,399.0,14.0,57.0,0.0,22.0,15.0,74.0,270.0,1.0,103.0,15.0,48.0,12.0,34.0,50.0,214.0,20.0,45.0,172.0,0.0,40.0,10.0,192.0,26.0,110.0,467.0,11.0,66.0,12.0,1.0,20.0,51.0,1.0
