Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1950,0.182,8.554,0.527,3.046,7.059,33.635,26.875,0.0,0.0,
1951,0.708,27.685,1.574,5.188,8.041,38.071,52.61,0.0,0.0,
1952,4.759,36.327,9.166,11.402,7.603,38.042,62.988,0.0,0.0,
1953,6.693,32.881,14.903,9.395,6.068,36.495,65.795,0.0,0.0,
1954,2.854,49.532,14.609,12.418,3.638,36.746,74.811,0.0,0.0,
1955,5.697,15.356,13.042,16.023,8.244,33.839,46.264,0.0,0.0,
1956,0.901,22.435,6.741,9.452,7.215,36.58,75.231,0.0,0.0,
1957,2.979,15.13,4.64,8.574,2.671,31.501,48.28,0.0,0.125,
1958,0.054,10.032,1.162,8.218,12.535,40.431,46.674,0.0,0.0,
1959,2.011,9.719,3.517,13.922,8.808,38.316,36.557,0.0,0.0,
1960,0.179,15.077,3.793,13.509,11.843,42.937,42.64,0.0,0.0,
1961,0.4,5.624,1.265,13.86,15.704,36.042,24.61,0.0,0.0,
1962,0.865,21.536,2.731,3.231,5.575,33.294,46.895,0.0,0.0,
1963,2.097,17.417,4.875,9.643,4.576,30.852,61.664,0.0,0.0,
1964,1.964,14.92,6.825,10.821,4.301,33.284,54.759,0.0,0.0,
1965,1.091,8.154,2.566,4.331,5.753,24.723,43.49,0.0,0.0,
1966,3.529,12.845,6.027,10.854,6.126,33.391,37.081,0.042,0.0,
1967,0.223,4.381,0.811,6.557,15.123,31.443,32.637,0.0,0.0,
1968,1.569,13.121,2.51,6.769,8.008,29.188,28.401,0.0,0.125,
1969,0.976,16.294,2.381,10.066,6.12,35.717,49.606,0.027,0.0,
1970,0.486,13.317,4.478,14.327,11.577,34.782,50.631,0.0,0.0,
1971,0.38,7.106,4.138,11.074,12.52,33.533,35.455,0.0,0.0,
1972,0.331,12.462,3.026,5.262,8.115,30.532,31.746,0.0,0.0,
1973,1.677,5.906,2.203,10.44,9.664,34.171,28.825,0.0,0.125,
1974,0.405,4.999,5.362,11.775,9.213,36.707,39.557,0.0,0.0,
1975,1.633,5.886,3.32,8.687,5.998,28.791,26.688,0.0,0.0,
1976,0.235,7.128,4.924,12.416,3.01,27.971,28.105,0.0,0.0,
1977,2.277,23.288,6.201,7.226,11.386,35.294,51.97,0.0,0.0,
1978,0.686,18.5,4.406,10.135,7.556,37.563,57.411,0.0,0.0,
1979,0.176,6.108,1.233,6.306,7.178,34.521,33.407,0.0,0.0,
1980,2.64,38.484,11.54,13.372,3.376,37.231,72.434,0.0,0.0,
1981,0.602,18.921,1.832,7.608,10.027,37.601,36.294,0.0,0.0,
1982,0.51,7.297,1.676,6.277,5.22,27.105,44.882,0.0,0.0,
1983,4.054,22.935,12.92,17.616,4.531,30.285,48.983,0.04,0.125,
1984,0.922,7.931,3.936,10.479,5.572,31.914,49.322,0.0,0.25,
1985,0.689,12.435,2.048,9.798,9.604,35.129,45.817,0.0,0.0,
1986,1.133,20.871,2.769,4.884,8.973,31.241,32.89,0.0,0.0,
1987,3.167,19.254,6.277,8.284,7.344,31.901,31.413,0.0,0.0,
1988,8.234,19.389,18.165,22.035,10.747,36.178,42.338,0.0,0.0,
1989,0.496,7.8,2.734,10.944,3.896,37.038,33.099,0.0,0.0,
1990,0.826,24.763,4.157,10.432,11.393,34.624,47.004,0.0,0.0,
1991,4.219,12.278,5.412,10.504,6.933,30.366,32.117,0.0,0.0,
1992,0.323,5.282,0.351,1.887,10.685,31.722,19.99,0.0,0.125,
1993,3.594,23.607,1.544,1.078,1.795,29.567,37.883,0.0,0.0,
1994,1.737,3.868,1.78,5.822,11.335,42.794,38.372,0.0,0.25,
1995,3.223,18.506,5.213,8.839,4.012,35.118,39.858,0.0,0.125,
1996,0.409,7.873,1.051,4.907,10.785,41.837,39.74,0.0,0.25,
1997,1.665,11.479,1.91,4.275,3.912,34.071,37.594,0.0,0.125,
1998,1.049,28.117,2.647,8.68,12.88,34.189,68.405,0.0,0.0,
1999,5.666,21.944,4.785,6.622,5.96,29.526,42.371,0.0,0.0,
2000,0.375,22.92,3.166,12.415,6.788,44.008,64.861,0.0,0.0,
2001,1.917,7.987,3.572,11.401,8.351,43.833,50.4,0.0,0.0,
2002,5.361,15.495,4.847,14.549,7.914,43.737,40.48,0.0,0.0,
