Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
2003,0.263,4.695,3.674,15.272,14.872,45.706,41.895,0.0,0.0,
2004,0.084,5.711,0.336,4.581,9.42,33.606,25.059,0.0,0.0,
2005,2.248,16.117,5.087,10.799,9.053,36.328,47.737,0.0,0.0,
2006,1.982,21.157,5.488,15.423,12.874,38.331,55.466,0.0,0.0,
2007,2.561,22.089,4.365,14.008,10.617,40.418,20.375,0.0,0.0,
2008,1.222,12.473,0.859,5.337,8.236,36.824,39.374,0.0,0.0,
2009,0.199,10.729,1.017,2.782,9.492,37.763,46.379,0.0,0.0,
2010,4.23,30.442,3.169,5.408,5.26,35.368,47.148,0.0,0.125,
2011,3.054,33.881,8.22,7.829,4.298,39.891,85.683,0.0,0.0,
2012,3.859,20.431,13.232,19.161,9.275,45.632,62.167,0.0,0.0,
2013,0.982,6.888,2.898,6.961,10.501,38.238,48.964,0.042,0.0,
2014,0.342,8.298,0.971,3.175,9.934,34.897,39.452,0.0,0.25,
2015,0.55,17.438,0.927,7.387,13.512,37.126,41.107,0.0,0.75,
2016,2.549,20.214,2.131,8.302,8.536,38.299,43.788,0.0,0.0,
2017,0.687,7.122,1.804,10.721,13.783,40.24,34.991,0.0,0.0,
2018,1.936,12.333,3.752,6.784,10.742,44.15,52.364,0.0,0.25,
2019,1.755,22.008,1.208,2.841,4.775,38.39,45.87,0.0,4.625,
2020,2.141,9.75,1.529,9.318,9.336,53.022,46.338,0.0,1.5,
2021,1.36,7.857,2.352,15.387,18.439,44.432,38.185,0.0,0.0,
