Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,15.585,0.671,18.687,5.375,0.93,8.406,9.073,13.902,11.837,1.014,10.596,16.235,7.126,7.662,18.024,17.786,9.937,8.67,9.777,5.967,4.915,18.806,10.425,1.146,4.8,0.652,8.308,8.506,1.638,7.734,10.014,2.938,11.477,10.325,8.686,9.522,7.347,9.644,2.735,19.439,7.848,0.631,5.069,8.653,9.76,8.931,5.667,0.61,9.47,17.04,13.583,
1951,16.356,2.296,17.569,5.631,1.553,15.379,13.279,15.101,12.545,0.953,9.335,10.754,9.997,11.734,13.707,14.474,11.556,11.969,12.45,6.803,5.398,16.336,12.425,1.112,7.581,0.621,10.119,12.183,1.152,7.848,9.51,2.321,6.698,9.882,7.449,8.637,11.474,11.482,4.238,15.944,6.117,1.287,5.705,9.078,9.518,7.683,7.909,1.171,9.359,18.939,-999.0,
1952,14.805,2.082,13.16,6.936,1.246,14.662,14.879,13.587,13.1,0.816,7.605,9.211,6.247,3.342,8.863,15.845,7.967,11.159,9.958,4.788,4.979,12.823,7.587,0.741,3.367,0.728,9.743,14.618,1.149,8.294,13.934,2.161,6.002,6.095,5.121,10.259,10.475,12.586,2.276,10.938,6.528,0.921,6.805,11.016,5.852,7.466,5.263,1.003,10.612,11.474,19.949,
1953,18.626,0.812,13.442,3.508,1.435,15.838,11.278,21.481,16.325,1.205,4.913,5.225,5.617,4.642,7.711,19.581,10.497,8.354,14.701,4.016,6.991,19.104,5.238,1.897,4.061,0.122,10.682,12.022,1.031,8.035,11.915,3.374,4.099,9.524,8.169,8.359,19.79,14.473,4.85,13.394,6.65,0.816,5.41,9.205,10.116,4.8,5.131,0.579,10.512,6.852,13.193,
1954,9.503,2.018,12.127,5.708,0.884,11.091,7.606,11.701,7.788,0.981,8.499,8.934,8.176,5.683,9.2,12.704,11.575,7.016,12.126,6.781,4.178,12.069,9.951,1.155,4.164,0.338,12.237,9.414,1.569,8.451,10.999,3.073,6.642,6.741,6.252,8.667,13.036,9.407,3.148,13.563,5.597,0.75,6.023,8.637,9.095,8.478,8.104,0.384,10.262,16.879,20.296,
1955,13.726,2.113,12.542,5.404,1.295,12.908,9.304,12.009,11.235,1.211,8.169,10.989,4.51,6.033,10.589,17.213,6.815,11.103,12.179,4.214,3.786,14.576,9.09,1.303,3.619,0.745,8.0,10.641,1.525,7.696,11.79,2.633,6.98,9.048,7.196,8.104,12.527,11.058,2.885,14.356,6.771,0.802,5.701,8.784,10.169,6.92,4.257,0.588,11.015,15.933,11.583,
1956,16.239,0.705,11.841,4.064,0.835,7.505,9.0,12.623,13.578,1.151,6.852,8.912,5.026,3.42,13.448,15.958,4.769,8.87,8.908,4.323,4.215,14.067,7.532,0.925,3.112,0.344,5.317,9.471,0.726,5.233,11.979,2.558,8.017,4.979,7.632,8.8,9.236,11.851,2.964,13.32,4.164,0.491,4.603,8.396,8.942,8.746,5.008,0.593,10.419,17.879,18.452,
1957,17.538,1.718,21.725,5.067,2.506,6.193,8.336,18.769,15.892,0.945,10.387,13.897,6.71,8.76,14.933,21.81,4.508,8.418,5.489,5.483,6.229,17.756,11.588,1.352,6.309,0.694,5.453,6.057,1.976,5.406,13.497,2.708,8.293,13.558,6.426,6.244,6.958,14.66,4.292,19.962,10.834,1.17,5.697,10.939,7.359,6.824,4.841,1.036,9.106,13.532,13.879,
1958,14.347,2.068,16.728,6.59,0.988,14.629,17.094,17.32,11.888,0.926,8.495,10.946,5.596,8.86,8.859,15.709,9.194,11.957,13.282,3.651,3.196,18.418,11.772,1.087,5.042,0.509,7.005,16.629,2.395,6.961,14.69,1.703,7.67,8.239,6.765,8.973,15.732,13.371,2.01,10.427,8.805,0.448,4.42,11.331,9.073,7.583,4.984,0.754,10.493,12.885,19.429,
1959,17.256,2.197,14.453,4.246,1.45,11.546,9.018,21.776,16.029,1.455,8.611,10.57,9.507,7.483,9.657,18.612,9.639,8.864,11.623,6.971,5.852,15.704,10.841,1.085,5.495,0.304,7.46,10.617,1.7,7.667,14.909,2.467,8.117,12.576,5.439,8.162,13.924,17.359,2.488,12.98,9.083,0.462,5.676,10.178,9.144,5.303,8.711,0.359,10.507,12.646,16.669,
