Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1895,-999.0,-999.0,24.44,27.88,22.83,34.98,48.47,48.3,43.93
1896,-999.0,-999.0,32.98,33.2,31.5,38.23,54.51,55.36,47.37
1897,-999.0,-999.0,31.59,32.55,29.49,36.55,54.9,54.79,45.69
1898,-999.0,-999.0,31.7,34.18,30.63,36.1,56.32,55.84,44.84
1899,-999.0,-999.0,26.44,31.08,23.67,33.53,51.83,48.57,43.87
1900,-999.0,-999.0,30.66,34.03,29.97,37.74,53.9,53.07,48.62
1901,-999.0,-999.0,30.47,30.27,30.12,36.9,54.4,54.54,47.56
1902,-999.0,-999.0,28.91,31.19,29.14,37.24,50.92,53.44,48.81
1903,-999.0,-999.0,29.53,32.78,26.01,34.66,54.41,50.5,43.49
1904,-999.0,-999.0,25.02,27.09,28.0,36.04,52.89,57.45,48.86
1905,-999.0,-999.0,25.93,27.1,26.63,36.73,49.92,48.1,46.15
1906,-999.0,-999.0,33.99,36.35,32.25,35.89,54.36,53.96,45.87
1907,-999.0,-999.0,31.4,30.75,27.35,36.65,59.04,59.63,48.99
1908,-999.0,-999.0,33.4,32.99,33.46,37.59,54.04,56.52,47.68
1909,-999.0,-999.0,33.52,35.43,28.16,34.78,59.46,58.79,46.78
1910,-999.0,-999.0,27.24,31.58,22.48,30.89,53.02,51.44,42.64
1911,-999.0,-999.0,32.07,31.83,28.23,34.77,57.49,57.81,47.24
1912,-999.0,-999.0,25.54,30.62,25.71,36.18,52.6,49.98,46.63
1913,-999.0,-999.0,32.5,37.05,28.11,33.61,57.38,51.67,43.74
1914,-999.0,-999.0,32.84,32.14,30.58,36.58,55.42,54.39,45.64
1915,-999.0,-999.0,29.54,33.67,26.49,34.73,52.65,50.69,43.35
1916,-999.0,-999.0,30.14,33.41,24.58,33.2,57.43,56.94,46.5
1917,-999.0,-999.0,27.88,31.83,22.66,32.03,57.12,56.77,43.1
