Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1918,-999.0,-999.0,24.78,26.73,25.05,39.24,51.59,52.47,49.5
1919,-999.0,-999.0,35.59,36.28,31.62,36.29,56.47,52.51,43.52
1920,-999.0,-999.0,26.26,28.36,27.59,35.29,54.38,53.22,47.45
1921,-999.0,-999.0,35.51,35.33,33.95,36.71,57.43,58.39,47.82
1922,-999.0,-999.0,31.93,33.06,24.77,31.61,57.6,56.4,45.48
1923,-999.0,-999.0,31.11,30.71,27.73,34.22,58.34,58.29,47.78
1924,-999.0,-999.0,32.95,34.9,31.11,37.3,56.01,52.67,47.1
1925,0.9,-999.0,30.48,34.17,27.66,35.84,57.79,55.49,45.88
1926,13.93,-999.0,31.99,31.89,33.49,39.07,55.09,55.4,48.08
1927,12.07,-999.0,31.99,32.64,29.15,35.85,59.46,56.81,47.46
1928,15.73,-999.0,31.48,34.47,27.47,35.23,55.67,54.14,46.88
1929,18.23,-999.0,27.96,33.9,23.3,30.95,55.15,51.44,43.63
1930,9.6,-999.0,31.76,35.13,27.81,35.56,57.57,54.94,49.08
1931,17.2,-999.0,36.6,33.67,36.84,36.37,54.59,54.84,46.6
1932,5.87,-999.0,37.76,39.72,29.19,33.01,62.91,56.54,42.93
1933,7.1,-999.0,34.19,38.87,27.8,32.06,57.99,54.63,41.35
1934,5.2,-999.0,32.94,30.42,35.67,43.62,57.89,59.2,51.92
1935,14.47,-999.0,30.95,31.53,32.35,37.38,56.22,57.5,48.62
1936,8.23,-999.0,22.93,27.78,20.58,33.46,50.47,51.31,46.99
1937,12.97,-999.0,31.53,38.06,22.4,31.36,58.04,53.33,42.12
1938,7.83,-999.0,31.61,33.81,29.46,38.1,56.85,55.39,48.11
1939,10.97,-999.0,33.11,35.06,29.92,36.94,58.5,56.14,44.98
1940,16.53,-999.0,30.11,30.5,30.04,39.7,51.21,52.16,48.84
1941,13.97,-999.0,32.09,32.83,32.53,39.8,55.43,54.32,47.89
1942,17.63,-999.0,33.23,33.17,30.95,35.12,54.52,54.31,45.62
1943,4.27,-999.0,30.62,31.79,29.79,36.35,57.55,58.11,50.22
1944,15.77,-999.0,35.6,33.61,33.58,36.59,56.96,53.9,45.02
1945,18.17,-999.0,29.1,30.42,30.87,37.27,54.67,53.75,47.92
1946,11.53,-999.0,31.05,32.04,30.92,36.48,54.98,55.64,46.59
1947,4.57,-999.0,32.7,34.8,31.1,38.49,56.75,54.72,49.12
1948,12.87,-999.0,30.04,30.79,29.35,37.22,53.88,51.71,46.39
1949,7.07,-999.0,32.66,38.44,22.0,29.05,60.19,52.65,40.62
1950,7.87,-999.0,33.54,37.55,25.4,33.34,61.69,58.44,47.95
1951,7.43,-999.0,29.56,35.21,30.25,37.8,55.5,57.09,49.59
1952,8.27,-999.0,33.26,36.35,26.52,33.07,59.79,59.56,44.72
1953,8.97,-999.0,34.38,37.52,33.72,40.3,57.6,57.56,49.08
1954,6.23,-999.0,36.2,37.41,34.72,39.2,58.44,58.42,50.37
1955,6.8,-999.0,31.59,33.04,30.01,34.72,55.46,55.71,44.01
1956,4.6,-999.0,30.52,32.3,26.08,34.38,55.77,55.3,47.92
1957,8.87,-999.0,32.42,35.19,29.25,34.56,60.54,57.06,48.69
1958,9.17,-999.0,32.01,32.88,35.07,40.54,52.03,54.3,49.66
1959,12.03,-999.0,28.3,30.81,27.76,39.07,54.73,52.96,50.26
1960,11.83,-999.0,32.67,34.97,29.24,35.4,54.26,52.09,44.68
1961,14.53,-999.0,32.51,31.48,33.74,39.48,54.09,52.86,48.61
1962,9.73,-999.0,28.25,32.49,26.53,35.31,56.88,54.82,45.21
1963,14.33,-999.0,26.81,30.11,31.09,39.81,51.82,53.64,49.53
1964,11.97,-999.0,31.71,31.31,31.39,36.58,51.33,52.02,45.98
1965,2.47,-999.0,30.16,33.12,27.48,37.31,56.85,55.51,47.9
1966,7.8,-999.0,31.48,33.46,28.19,37.24,53.58,52.48,44.55
1967,8.93,-999.0,31.48,33.96,31.68,40.16,54.89,56.33,48.5
1968,10.53,-999.0,30.84,31.11,29.42,38.5,53.47,51.97,46.12
1969,5.33,-999.0,29.6,31.93,23.59,33.64,53.19,54.63,46.08
1970,13.77,-999.0,28.71,29.94,31.1,39.65,52.06,54.55,49.9
1971,3.53,-999.0,29.88,31.23,27.38,37.14,56.64,58.19,47.88
1972,6.77,-999.0,31.06,35.09,26.52,35.21,58.96,56.92,47.34
1973,8.97,-999.0,31.23,34.71,28.58,35.38,54.82,50.73,43.14
1974,5.63,-999.0,31.12,35.42,30.46,37.4,58.5,56.75,46.82
1975,5.3,-999.0,32.38,35.74,29.88,36.48,57.92,54.25,45.72
1976,5.63,-999.0,34.61,34.83,33.68,38.58,57.69,60.02,49.99
1977,18.87,-999.0,26.58,28.85,31.69,39.11,50.9,53.57,49.4
1978,14.1,-999.0,24.57,29.13,22.61,38.69,48.46,48.58,48.19
1979,11.7,-999.0,23.9,30.27,19.57,31.67,51.86,48.22,42.22
1980,10.47,-999.0,31.82,33.68,32.12,38.18,54.16,54.85,49.29
1981,13.8,-999.0,33.49,32.99,36.67,40.95,54.8,57.13,53.07
1982,9.77,-999.0,27.31,30.84,26.68,36.38,53.79,54.4,48.33
1983,11.8,-999.0,35.95,37.46,35.34,39.14,55.48,53.68,47.14
1984,8.4,-999.0,29.07,33.79,27.32,34.35,53.31,50.92,46.29
1985,15.23,-999.0,30.29,34.42,26.52,32.66,55.31,52.08,44.71
1986,17.97,-999.0,29.46,32.35,30.38,36.7,56.04,57.6,50.78
1987,17.57,-999.0,35.91,33.59,36.65,37.96,54.1,54.03,47.13
1988,13.87,-999.0,31.1,34.42,31.21,37.95,54.51,53.37,46.37
1989,11.53,-999.0,33.07,35.4,29.33,34.24,57.66,55.38,45.93
1990,6.87,-999.0,34.17,34.65,32.95,38.95,57.39,56.31,48.21
1991,11.03,-999.0,33.1,37.87,31.46,37.68,57.72,54.95,47.87
1992,9.87,-999.0,36.51,36.05,38.68,41.49,58.27,56.45,47.57
1993,12.93,-999.0,31.17,33.66,24.89,32.91,55.37,52.48,43.97
1994,14.1,-999.0,28.07,30.35,28.3,38.79,54.39,55.65,48.68
1995,12.47,-999.0,33.83,36.17,33.81,40.06,56.47,58.12,50.14
1996,9.13,-999.0,30.39,31.8,29.62,37.82,54.86,57.61,50.99
1997,11.97,-999.0,31.11,37.17,27.33,37.49,57.58,55.03,47.74
1998,11.77,-999.0,37.0,38.46,34.64,38.81,56.56,55.86,46.45
1999,6.4,-999.0,36.22,38.92,34.74,37.45,60.18,60.08,50.68
2000,11.67,-999.0,36.8,36.55,37.14,38.97,58.79,61.06,51.15
2001,21.43,-999.0,28.54,33.25,27.77,37.16,53.94,51.64,47.74
2002,13.23,-999.0,39.23,40.98,35.12,37.19,58.99,57.52,48.29
2003,19.3,-999.0,31.41,30.32,33.5,40.88,53.31,54.74,50.17
2004,11.7,-999.0,32.54,32.45,31.61,37.36,54.52,55.89,47.23
2005,14.83,-999.0,34.41,35.26,35.18,40.69,57.6,56.86,48.58
2006,13.9,-999.0,35.14,36.71,34.56,38.12,57.23,60.06,51.08
2007,13.43,-999.0,32.99,35.98,31.79,38.31,57.17,53.4,47.48
2008,10.57,-999.0,30.52,35.63,29.93,36.35,58.22,57.08,45.81
2009,11.1,-999.0,30.59,34.09,30.1,37.63,57.3,59.95,49.82
2010,13.93,-999.0,28.86,33.09,26.23,38.52,50.63,49.75,45.61
2011,10.73,-999.0,28.96,32.36,27.55,37.47,53.34,55.82,48.63
2012,9.97,-999.0,38.39,39.74,36.02,39.57,59.89,57.06,49.41
2013,11.67,-999.0,34.56,36.53,32.02,37.11,58.58,57.92,46.52
2014,17.2,-999.0,26.18,32.21,28.15,38.26,54.46,53.65,51.05
2015,17.8,-999.0,29.92,30.85,34.05,43.04,53.83,54.21,52.12
2016,20.5,-999.0,36.78,40.13,35.13,39.58,59.07,59.55,49.39
2017,12.87,-999.0,36.9,38.98,29.72,34.11,61.66,60.19,48.35
2018,19.13,-999.0,32.07,35.39,29.36,39.13,57.16,56.12,52.68
2019,17.43,-999.0,31.77,35.46,27.6,36.44,58.08,55.0,46.48
2020,7.37,-999.0,35.66,38.35,32.98,39.38,59.29,58.24,49.22
2021,13.97,-999.0,31.81,35.12,32.28,38.58,55.04,54.08,49.19
