Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1948,56.2,90.97,90.1,92.53,85.63,79.4,79.63,83.43,90.6,90.1,-999.0,83.6,76.07,85.07,84.8,88.07,87.0,93.8,78.47,83.37,74.9,78.6,78.5,86.2,92.5,75.53,87.13,79.13,84.97,76.6,81.87,87.2,83.9,77.6,83.3,91.2,74.57,80.07,77.83,90.17,82.13,88.0,95.47,82.73,84.17,75.73,72.93,79.57,81.77,77.23
1949,55.77,89.23,89.37,91.57,87.03,78.13,83.23,85.8,89.87,88.63,-999.0,84.77,78.03,85.97,85.77,88.17,86.87,90.83,82.87,85.1,77.7,80.93,80.43,86.23,90.17,78.6,86.2,82.17,85.27,80.47,85.2,85.37,84.57,82.13,85.43,91.07,77.23,83.17,81.83,88.6,86.7,86.6,93.0,82.23,84.53,80.03,74.43,81.03,83.53,77.33
1950,59.93,88.63,86.47,91.57,87.77,78.0,78.73,82.9,90.83,89.2,-999.0,79.37,75.87,81.57,81.5,84.6,82.47,89.9,78.57,82.53,74.47,75.77,76.2,82.17,88.83,74.07,85.1,77.13,81.8,77.37,81.1,85.73,84.93,76.63,80.5,86.93,77.27,78.47,77.37,88.6,80.93,83.87,91.97,82.3,82.57,75.9,75.3,75.7,79.8,74.5
1951,58.9,92.77,90.23,92.2,87.43,77.73,78.23,83.53,91.9,91.83,-999.0,78.87,75.47,82.13,82.77,85.33,86.3,93.7,77.3,83.9,73.47,75.57,74.5,84.23,93.37,73.53,87.57,75.77,79.73,74.63,81.7,87.93,84.73,76.3,82.5,91.93,78.23,80.0,77.03,90.97,77.8,88.2,95.83,81.83,84.7,73.93,76.07,74.57,82.4,73.27
1952,57.37,93.97,94.57,92.17,86.03,81.2,81.27,85.73,92.13,93.07,-999.0,83.57,76.67,87.4,87.37,93.7,90.5,93.3,80.97,85.77,78.23,79.37,78.33,90.17,95.07,76.87,89.1,80.43,88.0,79.03,84.0,87.8,83.83,79.33,85.93,95.73,76.23,82.47,80.53,92.13,85.03,92.1,95.73,82.6,86.9,77.6,74.77,78.33,84.83,77.83
1953,60.03,91.5,93.23,92.5,85.5,80.43,81.0,84.73,90.3,89.93,-999.0,84.9,76.6,88.33,87.63,91.93,89.23,92.2,80.2,85.33,75.57,79.87,78.67,91.47,92.73,77.0,87.67,78.93,86.93,78.2,83.8,88.47,84.3,78.9,85.37,93.53,73.9,81.97,79.3,90.63,82.57,90.1,95.93,83.57,86.43,77.3,72.67,79.3,85.0,78.57
1954,58.03,94.9,96.83,91.33,85.53,81.63,78.3,84.83,91.83,93.83,-999.0,84.4,74.73,88.03,86.93,94.73,89.47,94.27,77.03,84.7,72.03,77.97,78.07,92.37,95.6,75.47,88.97,78.0,87.8,74.0,83.03,87.23,83.47,76.67,83.6,97.7,72.67,80.27,76.8,93.5,83.73,91.67,96.03,83.03,85.93,73.1,70.23,78.17,82.67,78.7
1955,56.1,89.4,88.9,89.97,86.4,79.33,81.43,84.67,90.4,89.23,-999.0,86.0,76.9,86.13,85.5,90.2,86.0,89.9,80.63,84.5,76.73,82.07,80.87,87.23,89.8,76.93,85.77,80.73,86.83,79.43,84.4,84.63,84.37,81.07,84.07,91.47,76.17,82.23,79.33,88.87,85.23,86.8,92.87,82.3,84.03,78.77,73.1,81.2,82.27,77.17
1956,57.43,90.9,91.8,92.57,86.5,80.67,79.03,82.87,91.0,90.6,-999.0,84.73,76.8,85.1,83.9,93.23,85.8,91.87,78.2,82.8,72.2,76.6,78.07,88.23,91.77,77.57,86.9,79.67,87.43,75.07,81.2,87.53,84.63,75.83,81.23,96.23,75.77,78.27,77.8,91.1,84.67,88.07,96.37,83.83,84.1,73.97,74.27,77.47,80.5,78.33
1957,61.57,90.67,89.13,92.0,87.97,78.03,80.63,85.73,90.13,89.43,-999.0,83.67,76.9,84.97,84.07,89.73,86.53,91.2,79.8,85.27,73.7,77.63,77.9,87.2,90.7,77.27,86.6,79.5,85.3,76.57,84.03,85.97,85.03,77.77,82.97,92.33,75.67,80.97,79.6,89.33,82.33,87.57,94.23,82.17,84.8,75.47,72.8,78.23,83.03,76.37
1958,59.4,89.63,88.77,93.57,87.27,80.3,76.9,82.53,90.73,89.67,-999.0,80.1,78.2,81.67,80.9,87.3,84.33,91.0,76.3,82.3,71.43,75.83,75.8,84.7,89.97,75.67,85.97,77.7,82.63,74.1,80.7,88.23,85.27,75.1,79.63,91.5,78.8,77.87,75.67,89.4,81.03,86.93,94.87,85.03,83.23,73.33,79.97,76.33,80.2,76.33
1959,57.97,90.13,88.27,92.9,89.67,80.93,79.43,84.9,89.77,89.97,-999.0,83.93,78.27,86.17,85.63,89.63,86.3,90.2,78.57,85.0,74.27,80.3,80.53,86.77,90.03,78.33,86.47,83.6,86.9,77.0,82.93,86.4,87.27,79.1,84.33,90.17,77.9,81.5,77.87,89.3,87.77,86.8,92.3,85.1,85.17,77.03,74.27,79.47,83.33,79.3
