Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1950,4.638,47.164,6.323,13.503,19.377,59.412,70.228,0.0,0.25,
1951,8.993,75.896,10.342,14.407,19.918,63.11,88.629,0.029,0.25,
1952,19.626,80.369,29.38,29.822,20.386,64.789,104.307,0.0,0.0,
1953,21.426,79.942,34.73,26.7,17.28,62.996,109.165,0.24,0.0,
1954,10.873,90.983,30.781,27.26,11.867,64.153,113.32,0.0,0.0,
1955,21.914,67.034,35.941,34.602,20.569,60.291,99.391,0.293,0.125,
1956,7.699,69.684,21.971,26.201,18.648,66.439,121.35,0.04,1.125,
1957,14.162,59.858,18.288,22.197,12.855,53.763,80.82,0.0,1.875,
1958,4.536,59.523,11.958,22.987,31.922,66.366,86.148,0.147,0.125,
1959,17.757,59.595,24.905,34.076,19.991,66.531,87.554,0.0,2.5,
1960,5.036,61.471,16.879,30.384,24.232,70.645,89.948,0.06,1.625,
1961,8.455,48.379,14.466,34.601,31.043,61.879,76.018,0.0,2.0,
1962,7.148,69.819,15.281,13.844,15.166,62.023,93.458,0.0,0.375,
1963,10.366,61.755,20.587,27.692,17.223,58.833,110.04,0.0,1.875,
1964,14.245,57.389,27.708,27.32,12.668,60.636,92.243,0.0,0.75,
1965,10.226,50.556,12.83,13.097,15.32,47.967,85.643,0.0,2.0,
1966,15.642,47.799,20.749,28.51,19.274,61.794,77.22,0.042,8.125,
1967,4.345,35.241,8.498,22.689,33.256,56.809,73.351,0.056,7.75,
1968,11.285,55.744,18.374,19.405,18.492,53.568,72.795,0.0,21.5,
1969,8.43,56.462,15.318,26.339,19.747,60.763,85.313,0.68,10.25,
1970,10.133,62.038,20.512,35.765,27.491,60.991,88.847,0.0,7.625,
1971,5.91,48.31,18.04,27.6,24.474,59.033,80.669,0.043,2.375,
1972,5.524,55.552,16.709,18.987,20.424,55.953,85.594,0.091,3.5,
1973,12.535,51.75,17.692,26.24,23.861,58.878,73.946,0.0,3.0,
1974,5.703,40.629,16.016,27.404,24.658,65.055,76.769,0.0,8.125,
1975,9.231,50.863,20.804,22.443,15.188,53.586,77.628,0.203,0.25,
1976,6.415,40.308,18.823,29.997,11.53,51.89,69.548,0.027,4.875,
1977,11.87,70.353,20.038,20.138,24.372,61.656,93.571,0.333,6.375,
1978,7.723,65.423,19.859,25.899,16.855,62.204,97.272,0.0,8.125,
1979,5.33,41.871,9.483,21.213,20.85,61.206,80.836,0.0,20.25,
1980,13.436,81.06,26.766,30.785,10.883,61.748,105.661,0.0,10.875,
1981,6.444,60.509,10.066,23.455,22.915,64.463,82.189,0.0,8.25,
1982,5.467,50.35,9.282,19.72,16.243,50.808,86.417,0.0,8.75,
1983,19.851,62.447,34.467,36.323,13.275,54.222,87.502,0.173,7.125,
1984,7.887,49.148,17.132,27.439,16.704,57.957,92.344,0.0,19.0,
1985,6.422,55.116,11.95,24.093,22.638,60.197,84.899,0.0,7.75,
1986,8.06,71.468,15.221,18.555,23.66,56.389,79.08,0.16,13.0,
1987,16.195,65.857,25.855,24.16,21.871,56.836,73.04,0.067,15.875,
1988,24.989,63.637,39.648,43.167,25.814,64.094,84.972,0.0,10.0,
1989,7.307,48.517,14.009,27.226,12.926,63.574,77.716,0.0,5.25,
1990,7.131,70.199,13.995,27.935,25.495,60.408,88.273,0.167,8.0,
1991,18.207,60.041,23.594,26.031,19.228,55.794,81.429,0.306,6.375,
1992,3.883,38.247,4.597,10.593,23.248,57.445,61.7,0.083,7.0,
1993,16.016,68.071,10.886,6.138,8.798,53.596,78.079,0.04,7.375,
1994,9.833,41.023,11.943,21.406,26.178,69.377,83.05,0.267,15.375,
1995,16.718,62.026,21.039,22.36,14.553,59.098,80.163,0.0,20.5,
1996,4.05,47.236,10.216,18.772,22.662,69.204,80.913,0.0,20.25,
1997,8.961,51.256,11.713,17.606,13.095,60.807,79.469,0.0,11.0,
1998,9.115,76.906,15.499,26.424,27.635,58.093,106.891,0.04,0.5,
1999,18.994,61.204,20.166,19.291,17.728,55.372,83.888,0.187,0.5,
2000,4.518,60.563,11.052,30.136,19.124,72.505,102.115,0.0,1.125,
2001,10.855,43.886,18.477,30.656,22.426,73.57,85.56,0.0,3.375,
2002,21.767,63.938,25.261,31.132,20.651,71.646,90.687,0.0,2.5,
2003,5.688,39.072,13.617,33.364,32.04,72.479,79.286,0.0,10.0,
2004,3.318,40.716,4.507,14.93,21.815,60.701,67.305,0.173,15.25,
2005,15.551,63.491,24.268,27.74,21.64,60.66,96.115,0.042,8.0,
2006,10.878,66.641,18.809,32.918,28.545,63.596,99.574,0.0,4.0,
2007,15.309,67.82,20.581,32.691,24.287,69.312,68.936,0.0,4.0,
2008,8.345,53.602,6.993,17.476,21.045,63.513,79.452,0.0,3.25,
2009,4.492,46.054,6.513,13.399,24.181,62.522,81.39,0.067,7.125,
2010,19.381,83.35,18.425,19.544,16.248,61.464,92.249,0.042,2.125,
2011,13.055,77.22,23.266,22.639,17.258,65.715,116.914,0.0,2.0,
2012,15.531,59.149,33.202,39.697,22.356,76.195,105.215,0.08,1.25,
2013,9.068,43.303,14.596,23.614,26.887,65.836,88.694,0.389,12.125,
2014,4.798,49.656,6.439,14.142,21.9,62.479,82.124,0.0,19.875,
2015,8.731,61.106,9.923,23.534,27.729,65.201,86.241,0.042,33.125,
2016,16.81,73.64,16.875,23.72,21.817,64.823,88.688,0.04,12.75,
2017,7.736,49.037,12.883,29.154,32.307,68.313,78.426,0.028,19.25,
2018,14.34,69.108,22.357,22.676,24.473,72.458,96.758,0.097,20.375,
2019,12.9,76.654,13.019,14.241,15.93,63.675,92.524,0.4,67.5,
2020,14.797,54.631,16.562,29.498,22.859,81.865,95.801,0.0,46.625,
