Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1919,-999.0,58.1,53.87,49.87,51.93,33.67,37.83,45.27,67.8,58.3,-999.0,35.63,33.13,41.53,42.6,41.07,48.73,60.7,36.23,44.67,27.17,31.47,23.9,45.9,58.67,32.77,53.23,23.33,37.1,31.13,42.1,42.53,41.13,34.3,41.9,49.33,38.2,39.33,38.27,57.7,31.33,51.23,56.87,35.87,47.67,29.8,37.43,29.37,45.0,31.8
1920,-999.0,57.37,50.37,54.03,54.77,38.03,30.6,37.83,68.87,57.43,-999.0,25.33,31.77,31.93,32.53,41.2,42.37,61.17,29.87,37.4,20.77,21.67,14.8,39.67,57.23,27.57,49.73,16.43,34.53,24.7,33.93,50.13,44.77,25.3,31.8,48.6,38.27,29.8,31.43,55.43,27.37,48.0,58.13,36.17,42.9,22.97,35.37,18.67,38.2,30.4
1921,-999.0,59.43,55.1,56.0,52.7,39.07,37.83,45.7,70.63,59.43,-999.0,35.7,33.13,40.63,40.53,46.73,47.57,63.87,36.63,44.63,26.73,31.57,25.33,46.77,59.87,34.67,53.03,26.13,39.4,30.93,41.63,50.77,44.1,33.03,39.57,53.97,39.0,37.37,38.63,57.7,35.47,51.23,63.13,39.13,47.3,29.7,37.83,29.3,43.8,33.03
1922,-999.0,60.77,52.93,53.7,50.63,37.77,34.8,42.2,71.67,61.1,-999.0,32.93,28.43,38.33,38.8,43.33,47.03,63.53,33.3,42.13,24.23,28.1,19.13,43.37,60.0,22.6,52.93,16.53,35.37,27.6,38.6,50.27,38.9,30.37,37.8,52.13,33.97,35.67,35.73,58.93,24.27,51.3,61.53,35.97,46.53,26.27,32.17,24.67,43.47,26.0
1923,-999.0,61.4,54.8,56.23,53.13,40.0,31.6,42.0,72.33,61.4,-999.0,32.0,30.93,37.1,37.83,46.77,47.63,65.63,30.6,41.43,20.63,25.83,18.3,44.67,61.63,26.0,52.8,16.5,38.43,25.0,36.6,51.4,41.97,27.77,37.03,54.5,37.27,33.63,32.5,58.43,27.83,51.63,62.83,38.37,46.63,23.87,33.9,23.37,42.2,29.93
1924,-999.0,57.83,51.47,54.33,55.67,37.6,37.53,45.87,69.6,58.4,-999.0,32.63,33.0,37.87,38.5,42.9,46.67,60.53,36.5,44.83,26.47,28.77,23.9,42.83,57.83,31.2,52.93,24.73,37.03,30.97,41.37,46.97,43.3,32.1,37.93,49.8,40.13,37.13,38.33,57.47,31.6,49.67,56.43,38.17,47.9,29.27,38.53,26.67,43.17,30.53
1925,0.9,60.0,53.37,54.03,53.37,34.9,36.87,45.93,71.63,60.33,-999.0,29.03,31.6,36.77,38.63,40.7,47.83,62.8,35.37,44.4,24.3,26.57,17.57,42.5,60.0,28.43,54.37,18.5,32.87,29.33,40.3,48.3,42.8,31.43,38.2,50.67,38.4,36.67,38.07,58.9,26.27,51.43,61.3,34.97,48.7,27.87,37.4,23.17,44.4,30.1
1926,13.93,57.2,52.7,55.37,55.17,38.8,34.83,42.67,67.8,56.83,-999.0,32.03,34.77,37.17,37.1,45.93,45.1,60.5,33.37,41.57,23.73,27.07,22.93,43.7,57.5,35.43,51.4,26.53,38.37,27.8,37.93,47.87,45.47,29.33,35.5,52.5,41.97,33.87,35.73,55.83,32.33,49.37,59.07,40.2,45.57,26.4,40.23,25.03,40.0,32.63
1927,12.07,63.33,54.43,54.67,52.73,39.4,34.4,42.93,73.33,63.37,-999.0,31.87,32.27,37.73,38.57,43.87,47.33,66.73,33.5,42.4,24.17,27.77,20.1,44.27,63.03,27.47,54.5,19.37,37.43,28.3,38.27,50.87,43.33,29.7,37.77,52.43,38.7,34.6,35.87,61.33,30.5,52.37,61.93,38.33,47.07,26.8,36.2,24.8,42.87,31.17
1928,15.73,57.33,52.27,53.67,54.27,38.07,37.37,45.07,68.63,58.0,-999.0,32.13,30.77,37.53,37.7,44.13,45.27,60.33,36.4,44.27,26.97,28.23,18.63,43.23,57.8,25.9,52.83,18.23,37.17,30.97,41.07,48.13,43.23,31.7,37.6,51.43,38.73,36.37,38.87,57.1,26.47,49.4,57.93,37.73,47.3,28.8,35.73,24.23,41.7,29.63
1929,18.23,58.2,48.1,51.7,51.33,33.1,36.93,43.77,70.93,59.07,-999.0,25.6,26.1,34.03,35.97,37.4,44.03,60.23,35.77,42.87,27.17,25.6,16.17,38.37,57.23,22.53,51.37,15.8,30.37,30.57,40.5,46.5,39.13,31.27,36.03,45.43,34.97,35.27,38.2,56.63,23.73,48.3,57.33,33.1,45.5,28.7,31.17,20.3,40.93,23.97
1930,9.6,59.23,52.57,57.4,55.87,38.5,37.2,46.17,70.93,60.3,-999.0,31.37,32.9,37.47,39.03,43.93,48.03,61.93,36.07,45.53,25.23,27.63,19.5,42.83,58.9,26.07,55.33,17.77,36.63,30.53,41.77,50.83,46.03,32.13,39.63,50.33,38.3,37.97,38.3,59.27,28.4,51.43,59.53,39.67,49.5,28.8,34.93,24.87,45.27,30.23
1931,17.2,56.4,52.97,53.73,54.7,38.5,35.5,43.47,65.53,56.1,-999.0,38.3,30.9,40.67,40.37,47.13,45.63,60.17,34.87,42.97,26.1,31.63,29.57,45.77,56.77,36.87,51.27,31.0,42.9,29.77,39.83,47.1,42.83,31.23,38.67,52.73,39.8,35.77,36.97,55.47,38.77,48.63,57.77,36.0,46.0,28.1,38.2,31.13,41.03,34.7
1932,5.87,64.7,57.87,49.73,49.73,36.53,41.43,51.47,76.73,66.13,-999.0,34.93,28.3,44.4,45.73,44.57,53.47,66.57,39.13,51.27,28.4,34.8,24.97,49.47,64.57,29.53,60.0,22.77,35.73,33.1,46.63,46.47,36.33,37.1,45.67,54.07,36.03,43.4,42.03,64.5,28.5,56.7,60.87,32.43,54.77,32.4,34.47,30.63,50.63,28.7
1933,7.1,59.73,52.27,47.93,49.03,34.07,40.83,48.07,72.77,61.3,-999.0,34.07,26.87,40.43,41.33,44.7,48.3,61.8,40.13,47.4,31.77,31.4,21.07,45.03,58.73,26.33,55.7,20.17,37.6,34.97,44.17,44.47,35.17,36.93,41.7,51.23,34.87,40.33,42.07,59.97,30.23,51.13,58.57,30.67,49.97,34.03,34.43,26.97,46.03,25.87
1934,5.2,60.5,54.8,59.3,55.8,44.1,32.13,41.07,71.27,60.4,-999.0,34.47,40.8,39.1,39.07,48.53,47.23,65.0,30.47,41.07,19.47,26.87,21.57,45.77,61.63,35.47,52.93,24.47,42.63,24.7,36.43,54.4,49.03,27.3,37.03,54.9,46.2,34.2,33.3,58.4,35.57,51.6,63.6,44.57,46.07,22.9,43.4,25.63,41.93,38.63
1935,14.47,57.83,53.23,55.53,53.17,42.57,33.9,42.2,69.83,58.6,-999.0,30.07,33.6,36.43,37.73,45.83,45.83,63.43,32.43,41.57,21.6,26.87,20.33,42.17,59.3,31.63,51.87,22.2,39.1,26.6,38.17,51.03,43.97,28.73,37.07,53.37,39.77,34.33,34.7,56.97,32.33,49.13,62.17,40.9,45.53,24.9,38.6,23.7,41.8,35.43
