Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1986,8.342,12.935,8.296,3.21,5.535,3.05,10.424,12.72,14.214,
1987,8.144,14.34,6.506,2.617,4.385,2.318,9.585,13.875,17.315,
1988,7.215,13.167,6.099,2.078,5.017,2.21,6.212,12.042,15.054,
1989,9.714,17.064,6.355,1.985,3.952,1.73,8.382,11.14,23.791,
1990,10.744,16.387,10.344,2.057,6.529,1.886,9.426,11.486,19.987,
1991,7.978,17.806,7.982,2.796,5.404,2.801,10.423,13.924,14.3,
1992,7.847,15.561,7.366,2.489,4.601,2.917,10.363,13.479,14.453,
1993,8.507,14.016,9.446,3.968,3.595,3.193,9.009,10.48,9.865,
1994,9.41,17.278,7.352,2.617,5.423,1.997,8.944,12.027,16.693,
1995,7.8,15.962,7.975,3.243,7.593,3.575,9.094,9.033,10.192,
1996,12.791,16.113,8.824,2.839,8.695,3.655,8.476,9.22,18.378,
1997,6.509,15.583,6.655,3.107,6.798,2.709,10.646,10.406,16.117,
1998,9.46,16.414,9.093,3.474,6.927,3.87,9.209,10.364,8.792,
1999,8.961,13.231,7.568,2.993,6.962,2.507,8.131,11.94,11.687,
2000,9.056,12.717,8.006,2.589,3.713,2.55,8.536,8.5,9.495,
2001,6.304,14.967,8.286,2.822,4.644,2.373,8.993,7.625,9.349,
2002,9.237,16.394,8.111,1.869,5.331,2.091,9.315,11.42,12.216,
2003,12.374,16.868,7.493,1.8,5.605,2.079,7.129,10.1,10.469,
2004,9.854,16.622,8.509,2.709,4.403,3.134,11.231,11.94,19.151,
2005,11.355,13.597,7.129,3.354,5.728,3.399,6.787,8.993,13.982,
2006,11.712,14.835,8.179,2.348,7.613,2.733,7.525,10.18,17.377,
2007,9.627,11.779,8.372,3.779,5.055,2.11,11.401,9.62,10.039,
2008,10.447,14.696,10.138,3.424,3.528,2.383,8.971,12.1,10.221,
2009,9.63,18.527,8.922,2.493,4.352,1.888,9.187,10.22,13.352,
2010,10.836,12.816,9.241,3.671,5.928,3.542,8.688,5.993,7.519,
2011,12.691,15.05,8.983,3.567,5.508,1.956,5.003,10.78,12.449,
2012,8.537,13.775,6.235,1.349,7.76,2.239,6.931,9.3,6.0,
2013,9.437,18.153,8.955,3.947,3.5,1.539,8.101,11.812,11.635,
2014,9.661,15.335,8.831,3.134,7.001,2.667,7.67,10.113,13.992,
2015,8.382,17.552,10.372,3.164,6.384,2.262,12.5,10.146,19.732,
2016,7.688,14.766,8.303,3.461,5.888,2.826,9.688,10.1,14.288,
2017,9.668,15.617,8.563,2.627,6.494,3.329,10.07,8.042,12.657,
2018,13.072,19.101,10.298,3.123,4.146,2.278,10.643,7.542,20.757,
2019,9.999,17.401,10.94,4.26,3.404,3.257,9.883,10.773,12.037,
2020,9.144,18.897,8.531,1.94,4.988,1.126,8.236,6.792,13.204,
2021,8.969,15.591,8.206,2.692,5.172,2.409,9.208,10.083,18.783,
