Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,3.903,0.124,5.082,1.561,0.072,1.216,1.993,4.144,2.546,0.0,2.281,3.372,1.599,1.732,2.379,5.08,1.59,1.732,1.885,0.626,0.729,4.987,2.263,0.039,0.937,0.095,1.586,1.944,0.189,0.858,2.214,0.312,1.34,3.095,1.8,1.876,0.628,2.306,0.482,3.061,1.976,0.007,0.743,1.297,1.677,0.994,1.01,0.032,2.17,6.502,4.284,
1951,4.433,0.662,3.465,1.339,0.212,1.707,1.71,4.374,1.758,0.014,1.961,1.318,1.465,2.849,2.643,3.913,1.595,1.644,1.126,0.781,0.831,4.857,2.102,0.118,0.983,0.028,1.203,1.381,0.134,0.7,1.438,0.38,0.326,2.56,1.05,0.747,0.503,1.907,0.665,3.512,1.583,0.075,0.545,1.375,1.695,0.378,1.139,0.0,2.541,7.899,-999.0,
1952,2.903,0.171,3.385,1.544,0.135,3.634,3.06,3.687,2.377,0.037,1.018,1.507,1.469,0.516,1.466,4.951,1.592,2.733,1.898,0.543,0.781,1.837,1.311,0.045,0.716,0.059,1.45,3.558,0.1,1.494,2.776,0.478,0.744,1.308,0.545,1.538,0.966,2.949,0.211,2.182,1.736,0.087,1.68,2.123,0.959,0.66,0.926,0.122,3.112,3.805,5.526,
1953,4.543,0.068,3.315,0.973,0.108,1.957,2.308,6.276,3.425,0.001,0.569,0.597,0.72,0.763,0.916,6.666,0.718,1.263,2.458,0.436,1.212,5.024,0.424,0.226,0.471,0.0,1.38,2.206,0.108,1.003,2.442,0.532,0.348,2.404,1.49,1.407,4.788,3.207,0.802,1.896,1.825,0.017,0.783,1.397,1.657,0.661,0.976,0.038,2.557,2.032,3.754,
1954,2.439,0.304,2.42,1.432,0.074,2.857,0.522,3.445,1.088,0.032,1.811,1.095,1.812,0.909,1.39,2.853,2.453,0.717,3.596,1.156,0.683,2.797,1.771,0.087,0.6,0.056,2.554,1.821,0.307,1.082,2.682,0.336,0.9,1.546,0.905,1.476,4.296,1.963,0.521,3.153,1.36,0.028,0.344,1.73,1.762,2.267,1.114,0.023,2.557,5.663,5.026,
1955,3.255,0.182,2.89,1.644,0.179,5.454,2.777,2.594,2.038,0.13,1.435,1.798,0.648,1.413,1.551,5.736,0.69,3.721,2.919,0.586,0.785,3.993,2.238,0.151,0.667,0.241,0.771,2.902,0.339,1.662,3.352,0.284,0.834,2.25,1.595,1.728,4.296,2.64,0.33,2.314,1.681,0.12,1.228,1.993,1.807,0.745,0.633,0.044,2.507,7.449,3.029,
1956,4.086,0.104,2.456,1.144,0.033,0.408,2.34,3.094,2.883,0.046,1.02,1.193,0.697,0.428,1.999,4.266,0.363,2.013,0.741,0.577,0.769,3.814,1.45,0.062,0.423,0.028,0.242,1.472,0.039,0.466,2.414,0.524,0.915,0.87,1.253,0.911,0.628,3.001,0.358,2.998,1.056,0.001,0.441,1.535,1.689,0.711,0.697,0.029,2.991,6.54,5.904,
1957,4.686,0.134,6.749,1.159,0.35,0.952,0.83,4.289,2.773,0.0,1.864,3.021,0.804,1.64,3.361,4.656,0.171,1.563,0.346,0.468,1.18,4.455,2.478,0.079,0.89,0.028,0.324,0.396,0.135,0.586,2.535,0.808,1.103,3.473,0.928,0.467,0.0,2.052,0.542,4.928,3.167,0.069,0.667,1.829,1.26,0.383,0.638,0.053,2.677,5.753,3.136,
1958,3.067,0.1,4.492,1.637,0.101,1.766,2.623,3.952,2.565,0.014,1.848,1.961,1.161,1.812,1.251,3.776,0.878,2.877,2.0,0.509,0.521,3.927,3.088,0.041,0.797,0.019,0.529,2.518,0.151,0.74,2.704,0.179,0.864,1.681,0.981,1.027,2.002,2.442,0.211,1.63,2.235,0.07,0.08,1.822,1.453,0.514,0.761,0.06,2.703,5.311,5.171,
1959,2.972,0.201,3.006,1.143,0.051,1.863,2.308,6.519,3.196,0.059,1.488,2.054,1.767,1.415,1.543,5.161,1.108,1.963,1.42,0.993,1.218,3.287,1.78,0.062,0.71,0.0,1.389,2.297,0.178,1.377,3.161,0.225,1.377,3.379,0.978,1.159,0.728,5.098,0.226,1.804,2.469,0.0,0.734,2.172,2.174,0.461,1.56,0.03,2.928,4.813,5.003,
