Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1931,0.833,2.604,1.373,0.248,0.637,0.491,1.716,-999.0,6.333,
1932,1.689,4.076,1.001,0.472,0.848,0.324,2.368,-999.0,7.333,
1933,1.197,3.412,1.037,0.508,1.171,0.333,1.802,-999.0,5.333,
1934,0.965,3.507,0.881,0.282,0.506,0.212,1.444,-999.0,6.667,
1935,1.172,3.251,1.221,0.494,0.511,0.194,2.759,-999.0,7.667,
1936,1.409,3.702,0.958,0.177,0.762,0.559,1.869,-999.0,10.0,
1937,1.583,3.492,1.372,0.405,1.304,0.755,1.323,-999.0,11.0,
1938,1.392,3.149,1.395,0.447,0.6,0.623,2.595,-999.0,5.333,
1939,0.632,3.093,0.892,0.337,0.411,0.157,1.169,-999.0,7.0,
1940,1.118,3.145,0.873,0.331,0.361,0.925,2.454,-999.0,5.667,
1941,0.806,3.041,1.545,0.668,0.624,0.814,3.158,-999.0,5.667,
1942,1.005,3.581,1.469,0.818,0.594,0.541,2.459,-999.0,10.0,
1943,0.549,3.008,1.417,0.389,0.522,0.651,1.634,-999.0,4.667,
1944,1.188,3.891,1.106,0.782,0.084,0.397,2.69,-999.0,2.333,
1945,1.107,4.135,1.5,0.326,0.783,0.673,2.88,-999.0,3.333,
1946,1.141,3.891,1.269,0.644,0.658,0.491,2.981,-999.0,6.0,
1947,0.896,3.49,1.358,0.589,0.407,0.154,1.329,-999.0,4.0,
1948,0.906,4.314,1.06,0.467,0.682,0.306,1.629,-999.0,4.667,
1949,0.59,3.679,1.269,0.421,0.621,0.302,2.343,-999.0,4.333,
1950,1.081,3.558,1.697,0.599,0.911,0.728,2.043,-999.0,6.0,
1951,0.75,3.114,1.232,0.522,0.556,0.689,2.226,-999.0,5.667,
1952,1.397,2.808,0.997,0.516,0.103,0.645,1.269,-999.0,4.0,
1953,1.277,3.533,0.776,0.663,0.635,0.274,1.907,-999.0,1.667,
1954,1.652,2.424,1.21,0.516,0.491,0.485,1.243,-999.0,4.667,
1955,1.598,3.242,1.093,0.292,0.865,0.864,1.604,-999.0,7.333,
1956,0.605,2.932,0.858,0.315,0.789,0.312,0.873,-999.0,4.667,
1957,0.35,4.158,1.319,0.649,0.365,0.469,3.034,-999.0,6.667,
1958,0.826,3.012,1.397,0.418,0.427,0.873,1.85,-999.0,7.0,
1959,1.102,2.966,1.602,0.439,0.736,0.355,2.483,-999.0,5.667,
1960,0.99,2.786,1.028,0.482,0.599,0.452,1.964,-999.0,4.333,
1961,0.645,4.169,1.607,0.374,0.688,0.238,2.598,-999.0,3.0,
1962,0.912,2.705,0.964,0.65,0.417,0.836,1.625,-999.0,1.333,
1963,0.717,2.961,0.83,0.593,0.2,0.634,0.972,-999.0,6.0,
1964,0.498,5.234,1.267,0.628,0.995,0.443,1.813,-999.0,5.333,
1965,0.381,2.773,1.266,0.649,0.476,0.634,2.48,-999.0,6.333,
1966,0.76,3.407,0.895,0.418,0.6,0.595,1.543,-999.0,4.333,
1967,1.34,3.144,0.996,0.545,0.385,0.571,2.256,-999.0,6.667,
1968,0.952,3.246,1.332,0.721,0.485,0.415,2.574,-999.0,6.0,
1969,1.319,3.738,1.447,0.553,0.464,1.024,2.44,-999.0,13.0,
1970,0.864,3.159,1.49,0.364,0.433,0.756,1.62,-999.0,7.0,
1971,1.286,3.161,0.945,0.605,0.543,0.211,2.122,-999.0,3.0,
1972,1.919,3.809,1.347,0.451,1.009,0.312,1.904,-999.0,4.333,
1973,1.51,4.937,1.394,0.748,0.422,0.533,3.273,-999.0,4.5,
1974,0.98,3.886,1.179,0.346,0.798,0.568,2.526,-999.0,4.667,
1975,1.62,3.908,1.242,0.581,0.686,0.352,2.037,-999.0,5.667,
1976,0.953,3.036,0.671,0.355,0.297,0.142,1.639,-999.0,5.667,
1977,1.467,3.441,1.282,0.602,0.616,0.465,1.994,-999.0,5.0,
1978,1.375,3.03,1.409,0.58,0.167,0.714,1.667,-999.0,5.0,
1979,1.548,5.357,1.407,0.497,0.362,0.594,2.657,-999.0,9.0,
1980,1.076,3.512,0.974,0.421,0.679,0.815,1.591,-999.0,7.667,
1981,0.66,2.56,1.531,0.518,0.798,0.744,2.295,-999.0,5.0,
1982,0.94,4.085,1.675,0.682,1.101,0.814,1.952,-999.0,10.667,
1983,1.714,4.617,1.408,0.456,0.754,1.065,1.717,-999.0,4.333,
1984,1.602,3.869,1.166,0.508,0.553,0.115,1.605,-999.0,5.0,
1985,1.361,3.336,1.922,0.572,0.219,0.291,3.118,-999.0,5.667,
1986,1.102,2.812,1.86,0.612,0.86,0.727,3.058,-999.0,5.667,
1987,1.392,3.227,1.09,0.681,0.592,0.287,2.456,-999.0,9.0,
1988,0.874,3.253,0.977,0.415,0.354,0.261,1.382,-999.0,4.667,
1989,1.387,4.13,1.337,0.579,0.375,0.352,2.308,-999.0,11.667,
1990,1.229,4.077,1.861,0.493,0.787,0.258,2.571,-999.0,7.0,
1991,0.886,4.707,1.288,0.45,0.561,0.525,2.754,-999.0,4.333,
1992,0.876,3.621,1.09,0.482,0.253,0.564,2.339,-999.0,6.333,
1993,0.757,3.038,2.055,0.797,0.362,0.657,2.385,-999.0,4.0,
1994,1.252,4.012,1.336,0.512,0.596,0.231,2.48,-999.0,6.667,
1995,1.096,4.272,1.497,0.635,0.961,1.309,2.675,-999.0,2.667,
1996,2.51,3.468,1.625,0.542,1.418,0.879,2.43,-999.0,7.333,
1997,0.85,3.984,1.061,0.531,0.612,0.655,2.909,-999.0,4.333,
1998,1.699,4.293,1.687,0.824,1.301,0.815,3.375,-999.0,3.0,
1999,1.46,3.473,1.242,0.653,0.914,0.427,2.015,-999.0,3.667,
2000,1.262,2.739,1.614,0.481,0.291,0.607,2.269,-999.0,4.0,
2001,1.01,3.93,1.412,0.668,0.544,0.363,2.689,-999.0,4.333,
2002,1.033,4.1,1.555,0.581,0.53,0.577,2.556,-999.0,5.0,
2003,1.409,3.864,1.282,0.443,1.006,0.418,2.019,-999.0,3.0,
2004,1.914,4.466,1.715,0.44,0.347,0.81,2.925,-999.0,9.333,
2005,2.262,3.19,1.371,0.617,0.806,0.769,1.675,-999.0,5.0,
2006,1.879,3.476,1.466,0.551,0.899,0.567,2.082,-999.0,5.333,
2007,1.529,2.61,1.628,1.055,0.628,0.273,3.231,-999.0,2.0,
2008,1.702,3.844,2.441,0.86,0.347,0.543,2.523,-999.0,5.667,
2009,0.914,5.092,1.607,0.397,0.637,0.45,2.716,-999.0,5.667,
2010,2.333,3.341,2.05,0.879,0.389,0.629,2.338,-999.0,2.0,
2011,2.515,4.039,1.644,0.697,0.48,0.359,1.283,-999.0,3.667,
2012,1.387,3.159,1.021,0.296,1.273,0.396,1.593,-999.0,0.333,
2013,1.705,4.673,1.854,0.699,0.37,0.214,2.257,-999.0,2.667,
2014,1.529,3.689,1.896,0.915,0.373,0.566,2.0,-999.0,7.0,
2015,1.159,4.541,2.271,0.808,0.869,0.301,4.492,-999.0,9.333,
2016,1.245,4.0,1.796,0.762,0.901,0.572,2.936,-999.0,4.333,
2017,1.323,4.343,1.799,0.654,0.988,0.979,2.436,-999.0,3.0,
2018,1.763,4.946,2.207,0.724,0.451,0.578,3.29,-999.0,7.0,
2019,0.927,4.217,1.693,0.963,0.429,0.823,2.911,-999.0,5.0,
2020,1.392,5.278,1.592,0.438,0.554,0.129,2.002,-999.0,3.5,
2021,2.028,3.959,1.538,0.651,0.691,0.711,2.385,-999.0,8.0,
