Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1932,-999.0,312.0,275.0,606.0,154.0,11.0,29.0,123.0,783.0,277.0,-999.0,38.0,29.0,52.0,77.0,163.0,162.0,475.0,15.0,128.0,6.0,21.0,9.0,128.0,335.0,8.0,213.0,17.0,65.0,7.0,68.0,49.0,386.0,39.0,76.0,306.0,21.0,58.0,20.0,312.0,41.0,191.0,448.0,35.0,147.0,7.0,7.0,13.0,101.0,9.0
1933,-999.0,494.0,422.0,738.0,120.0,37.0,40.0,166.0,859.0,416.0,-999.0,150.0,17.0,168.0,194.0,300.0,280.0,715.0,21.0,169.0,0.0,81.0,54.0,280.0,569.0,9.0,346.0,47.0,184.0,7.0,89.0,142.0,451.0,50.0,126.0,454.0,1.0,77.0,31.0,446.0,112.0,335.0,751.0,56.0,229.0,7.0,2.0,71.0,161.0,20.0
1934,-999.0,370.0,292.0,609.0,151.0,4.0,49.0,124.0,860.0,342.0,-999.0,46.0,18.0,59.0,96.0,163.0,168.0,612.0,35.0,131.0,12.0,51.0,5.0,124.0,441.0,1.0,258.0,3.0,60.0,16.0,76.0,96.0,359.0,59.0,104.0,301.0,12.0,68.0,44.0,392.0,20.0,212.0,675.0,26.0,159.0,20.0,3.0,15.0,109.0,0.0
1935,-999.0,377.0,280.0,546.0,141.0,13.0,10.0,63.0,840.0,311.0,-999.0,72.0,52.0,76.0,84.0,167.0,150.0,571.0,7.0,69.0,0.0,16.0,15.0,143.0,426.0,15.0,203.0,19.0,95.0,0.0,27.0,55.0,364.0,15.0,51.0,251.0,35.0,21.0,9.0,319.0,64.0,212.0,518.0,55.0,101.0,0.0,18.0,20.0,69.0,11.0
1936,-999.0,470.0,418.0,529.0,152.0,13.0,29.0,133.0,909.0,394.0,-999.0,119.0,18.0,121.0,158.0,257.0,275.0,620.0,12.0,152.0,0.0,52.0,37.0,253.0,526.0,11.0,280.0,38.0,158.0,5.0,72.0,65.0,310.0,39.0,129.0,393.0,14.0,71.0,19.0,417.0,96.0,318.0,505.0,22.0,189.0,3.0,5.0,46.0,145.0,11.0
1937,-999.0,273.0,246.0,692.0,172.0,24.0,11.0,48.0,712.0,219.0,-999.0,82.0,49.0,60.0,57.0,213.0,119.0,482.0,9.0,51.0,6.0,19.0,20.0,158.0,327.0,17.0,134.0,25.0,136.0,0.0,25.0,109.0,446.0,16.0,34.0,323.0,18.0,19.0,10.0,232.0,73.0,157.0,574.0,55.0,65.0,0.0,13.0,25.0,45.0,21.0
1938,-999.0,363.0,399.0,615.0,170.0,18.0,8.0,82.0,768.0,296.0,-999.0,126.0,77.0,106.0,123.0,317.0,182.0,534.0,4.0,82.0,0.0,22.0,26.0,259.0,429.0,40.0,212.0,49.0,185.0,0.0,32.0,71.0,386.0,14.0,71.0,454.0,44.0,25.0,10.0,331.0,100.0,224.0,608.0,62.0,113.0,0.0,32.0,24.0,87.0,22.0
1939,-999.0,427.0,502.0,525.0,194.0,32.0,20.0,122.0,848.0,376.0,-999.0,146.0,34.0,166.0,194.0,375.0,306.0,609.0,13.0,133.0,0.0,56.0,32.0,321.0,508.0,13.0,295.0,28.0,202.0,5.0,62.0,108.0,257.0,35.0,149.0,570.0,24.0,61.0,14.0,430.0,101.0,343.0,665.0,33.0,177.0,3.0,9.0,57.0,143.0,19.0
1940,-999.0,305.0,265.0,603.0,115.0,25.0,12.0,51.0,688.0,241.0,-999.0,100.0,39.0,76.0,77.0,250.0,128.0,464.0,9.0,55.0,0.0,20.0,40.0,192.0,336.0,32.0,156.0,64.0,190.0,0.0,26.0,99.0,286.0,17.0,38.0,349.0,26.0,17.0,10.0,272.0,126.0,165.0,514.0,39.0,71.0,0.0,25.0,26.0,44.0,31.0
1941,-999.0,559.0,430.0,419.0,68.0,4.0,35.0,183.0,983.0,475.0,-999.0,103.0,8.0,132.0,173.0,233.0,292.0,752.0,26.0,199.0,0.0,69.0,24.0,230.0,608.0,1.0,372.0,14.0,122.0,8.0,98.0,68.0,166.0,51.0,128.0,389.0,6.0,80.0,31.0,510.0,56.0,376.0,681.0,10.0,245.0,6.0,2.0,43.0,147.0,4.0
1942,-999.0,310.0,249.0,586.0,105.0,7.0,25.0,128.0,843.0,280.0,-999.0,38.0,34.0,49.0,69.0,144.0,139.0,504.0,20.0,129.0,3.0,16.0,3.0,128.0,370.0,7.0,253.0,7.0,51.0,7.0,64.0,61.0,324.0,31.0,58.0,256.0,21.0,43.0,25.0,373.0,16.0,171.0,489.0,33.0,153.0,5.0,15.0,8.0,79.0,6.0
1943,-999.0,242.0,233.0,623.0,171.0,10.0,21.0,79.0,705.0,202.0,-999.0,22.0,56.0,32.0,42.0,137.0,105.0,398.0,10.0,77.0,0.0,9.0,4.0,95.0,282.0,10.0,138.0,12.0,72.0,0.0,42.0,85.0,409.0,25.0,32.0,289.0,47.0,27.0,18.0,221.0,31.0,120.0,449.0,56.0,84.0,0.0,21.0,4.0,45.0,9.0
1944,-999.0,362.0,317.0,603.0,141.0,12.0,43.0,120.0,782.0,305.0,-999.0,73.0,35.0,89.0,94.0,190.0,145.0,538.0,26.0,123.0,3.0,38.0,15.0,165.0,412.0,10.0,229.0,15.0,84.0,8.0,71.0,67.0,386.0,48.0,60.0,330.0,35.0,49.0,38.0,366.0,38.0,201.0,518.0,38.0,143.0,9.0,21.0,30.0,76.0,9.0
1945,-999.0,413.0,295.0,632.0,168.0,4.0,65.0,171.0,861.0,350.0,-999.0,48.0,12.0,60.0,109.0,187.0,232.0,581.0,50.0,175.0,7.0,32.0,6.0,159.0,450.0,4.0,290.0,8.0,85.0,14.0,106.0,104.0,341.0,68.0,104.0,311.0,9.0,80.0,69.0,400.0,31.0,258.0,577.0,21.0,210.0,14.0,4.0,14.0,130.0,4.0
1946,-999.0,317.0,277.0,498.0,138.0,14.0,45.0,125.0,962.0,261.0,-999.0,62.0,17.0,90.0,104.0,185.0,156.0,586.0,29.0,125.0,7.0,51.0,11.0,159.0,391.0,6.0,204.0,15.0,86.0,11.0,92.0,117.0,284.0,57.0,83.0,327.0,8.0,63.0,39.0,313.0,34.0,179.0,579.0,29.0,138.0,11.0,4.0,24.0,88.0,8.0
