Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1950,0.182,8.508,0.528,3.046,6.93,33.367,26.879,0.0,0.0,
1951,0.708,27.605,1.577,5.188,7.902,38.039,52.623,0.0,0.0,
1952,4.759,36.229,9.182,11.402,7.469,37.945,63.013,0.0,0.0,
1953,6.693,32.85,14.916,9.395,5.965,36.525,65.775,0.0,0.0,
1954,2.854,49.499,14.625,12.418,3.576,36.705,74.854,0.0,0.0,
1955,5.697,15.324,13.04,16.023,8.102,33.577,46.235,0.0,0.0,
1956,0.901,22.438,6.748,9.452,7.092,36.524,75.142,0.0,0.0,
1957,2.979,15.133,4.645,8.574,2.626,31.408,48.25,0.0,0.125,
1958,0.054,10.064,1.164,8.218,12.323,40.417,46.638,0.0,0.0,
1959,2.011,9.725,3.531,13.922,8.664,38.102,36.539,0.0,0.0,
1960,0.179,15.106,3.804,13.509,11.638,42.814,42.646,0.0,0.0,
1961,0.4,5.611,1.28,13.86,15.466,36.897,24.592,0.0,0.0,
1962,0.865,21.531,2.736,3.231,5.48,34.329,46.852,0.0,0.0,
1963,2.097,17.429,4.873,9.643,4.497,31.784,61.501,0.0,0.0,
1964,1.964,14.936,6.821,10.821,4.301,34.372,54.753,0.0,0.0,
1965,1.091,8.155,2.566,4.331,5.77,25.68,43.455,0.0,0.0,
1966,3.529,12.845,6.027,10.854,6.129,34.437,37.051,0.042,0.0,
1967,0.223,4.379,0.811,6.557,15.149,32.191,32.535,0.0,0.0,
1968,1.569,13.118,2.51,6.769,8.005,30.045,28.317,0.0,0.125,
1969,0.976,16.296,2.381,10.066,6.12,36.628,49.438,0.027,0.0,
1970,0.486,13.315,4.478,14.327,11.577,35.568,50.631,0.0,0.0,
1971,0.38,7.103,4.138,11.074,12.531,34.235,35.455,0.0,0.0,
1972,0.331,12.459,3.026,5.262,8.112,31.285,31.746,0.0,0.0,
1973,1.677,5.903,2.203,10.44,9.659,34.909,28.825,0.0,0.125,
1974,0.405,4.997,5.362,11.775,9.253,37.592,39.557,0.0,0.0,
1975,1.633,5.883,3.32,8.687,5.964,29.48,26.688,0.0,0.0,
1976,0.235,7.136,4.924,12.416,3.001,28.792,28.105,0.0,0.0,
1977,2.277,23.279,6.201,7.226,11.368,35.98,51.97,0.0,0.0,
1978,0.686,18.508,4.406,10.135,7.533,38.297,57.411,0.0,0.0,
1979,0.176,6.107,1.233,6.306,7.189,35.458,33.407,0.0,0.0,
1980,2.64,38.478,11.54,13.372,3.381,37.934,72.434,0.0,0.0,
1981,0.602,18.92,1.832,7.608,10.047,38.449,36.294,0.0,0.0,
1982,0.51,7.296,1.676,6.277,5.232,27.668,44.882,0.0,0.0,
1983,4.054,22.935,12.92,17.616,4.516,30.772,48.983,0.04,0.125,
1984,0.922,7.931,3.936,10.479,5.535,32.446,49.322,0.0,0.25,
1985,0.689,12.435,2.048,9.798,9.516,35.892,45.817,0.0,0.0,
1986,1.133,20.871,2.769,4.884,8.942,31.946,32.89,0.0,0.0,
1987,3.167,19.254,6.277,8.284,7.3,32.484,31.413,0.0,0.0,
1988,8.234,19.389,18.165,22.035,10.584,36.67,42.338,0.0,0.0,
1989,0.496,7.8,2.734,10.944,3.815,37.677,33.099,0.0,0.0,
1990,0.826,24.763,4.157,10.432,11.22,35.214,47.004,0.0,0.0,
1991,4.219,12.278,5.412,10.504,6.764,30.769,32.117,0.0,0.0,
1992,0.323,5.282,0.351,1.887,10.501,32.308,19.99,0.0,0.125,
1993,3.594,23.607,1.544,1.078,1.778,30.182,37.883,0.0,0.0,
1994,1.737,3.868,1.78,5.822,11.061,43.311,38.372,0.0,0.25,
1995,3.223,18.506,5.213,8.839,3.843,35.524,39.858,0.0,0.125,
1996,0.409,7.873,1.051,4.907,10.445,42.383,39.74,0.0,0.25,
1997,1.665,11.486,1.91,4.275,3.844,34.767,37.594,0.0,0.125,
1998,1.049,28.124,2.647,8.68,12.811,34.796,68.405,0.0,0.0,
1999,5.666,21.944,4.785,6.622,5.935,30.018,42.383,0.0,0.0,
2000,0.375,22.92,3.166,12.415,6.701,44.586,64.861,0.0,0.0,
2001,1.917,7.987,3.572,11.401,8.26,44.224,50.4,0.0,0.0,
2002,5.361,15.496,4.847,14.549,7.86,44.499,40.48,0.0,0.0,
2003,0.263,4.695,3.674,15.272,14.509,46.244,41.895,0.0,0.0,
2004,0.084,5.711,0.336,4.581,9.377,34.258,25.059,0.0,0.0,
2005,2.248,16.117,5.087,10.799,8.945,36.756,47.737,0.0,0.0,
2006,1.982,21.157,5.488,15.423,12.798,38.769,55.466,0.0,0.0,
2007,2.561,22.089,4.365,14.008,10.531,40.952,20.375,0.0,0.0,
2008,1.222,12.473,0.859,5.337,8.095,37.284,39.374,0.0,0.0,
2009,0.199,10.729,1.017,2.782,9.177,38.156,46.379,0.0,0.0,
2010,4.23,30.442,3.169,5.408,5.232,35.713,47.148,0.0,0.125,
2011,3.054,33.881,8.22,7.829,4.253,40.256,85.683,0.0,0.0,
2012,3.859,20.431,13.232,19.161,9.193,46.003,62.167,0.0,0.0,
2013,0.982,6.888,2.898,6.961,10.338,38.714,48.964,0.042,0.0,
2014,0.342,8.298,0.971,3.175,9.847,35.523,39.452,0.0,0.25,
2015,0.55,17.438,0.927,7.387,13.438,37.64,41.107,0.0,0.75,
2016,2.549,20.214,2.131,8.302,8.484,38.771,43.788,0.0,0.0,
2017,0.687,7.122,1.804,10.721,13.634,40.72,34.991,0.0,0.0,
2018,1.936,12.333,3.752,6.784,10.646,44.83,52.364,0.0,0.25,
2019,1.818,22.171,1.208,2.851,4.666,38.946,47.442,0.0,4.625,
2020,1.962,9.682,1.525,9.388,9.195,53.176,47.054,0.0,1.5,
