Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,17.006,69.452,29.758,36.089,16.118,45.078,77.944,-999.0,-999.0,
1901,11.154,62.732,41.08,38.577,22.735,49.364,88.694,-999.0,-999.0,
1902,2.642,72.443,13.672,15.432,17.5,49.757,83.143,-999.0,-999.0,
1903,4.932,55.765,14.029,13.478,10.783,48.857,68.016,-999.0,-999.0,
1904,2.91,61.976,8.752,14.011,24.094,51.542,71.682,-999.0,-999.0,
1905,5.426,60.269,14.773,19.689,20.03,49.617,82.735,0.0,-999.0,
1906,8.546,59.758,21.156,21.808,27.365,47.733,71.575,0.0,-999.0,
1907,4.782,64.913,13.177,18.82,12.52,40.527,87.902,0.0,-999.0,
1908,14.977,61.149,25.228,25.221,28.173,50.419,77.294,0.0,-999.0,
1909,8.908,63.052,20.094,26.531,17.741,49.622,94.712,0.0,-999.0,
1910,7.944,56.364,25.04,32.72,20.57,60.347,99.816,0.0,-999.0,
1911,20.494,82.64,36.265,30.557,19.929,47.02,110.715,0.0,-999.0,
1912,9.776,61.182,19.71,21.431,15.219,38.035,88.957,0.0,-999.0,
1913,13.506,70.76,39.699,37.332,20.029,50.75,95.482,0.0,-999.0,
1914,13.444,77.141,34.387,31.872,24.883,47.543,88.724,0.0,-999.0,
1915,5.794,67.55,6.538,6.324,25.604,44.925,58.389,1.0,-999.0,
1916,14.339,63.116,33.913,31.773,16.543,42.078,98.797,3.0,-999.0,
1917,10.351,55.755,16.111,28.299,28.776,57.31,88.312,0.0,-999.0,
1918,15.054,70.372,25.916,28.663,24.77,49.687,99.536,3.0,-999.0,
1919,15.433,66.05,29.568,36.399,28.802,55.806,71.526,1.0,-999.0,
1920,4.369,53.963,17.433,25.612,27.095,44.856,76.667,0.0,-999.0,
1921,17.685,83.714,38.84,38.028,20.702,50.94,94.838,0.0,-999.0,
