Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,45.763,8.09,57.419,2.842,0.838,3.0,-999.0,131.037,73.761,0.112,20.398,26.698,13.202,23.16,27.13,100.975,0.375,-999.0,5.313,6.708,5.528,86.877,25.313,0.658,14.381,0.463,1.809,17.665,-999.0,10.985,29.69,1.132,11.028,-999.0,0.017,5.72,0.0,74.446,7.205,34.066,68.71,4.384,3.406,9.572,1.69,2.578,6.389,0.03,-999.0,-999.0,-999.0,
1901,34.378,9.172,49.637,1.722,1.46,8.0,-999.0,112.11,51.859,0.538,22.348,23.488,17.853,26.384,27.76,76.979,2.783,-999.0,7.751,5.998,7.125,63.707,32.536,0.197,12.931,2.294,4.1,18.408,-999.0,12.47,28.747,1.91,16.542,-999.0,0.325,9.515,0.0,61.703,7.76,30.634,70.469,5.683,6.167,9.096,0.371,3.348,6.117,0.0,-999.0,-999.0,-999.0,
1902,57.51,5.73,45.54,1.039,1.168,0.0,-999.0,119.035,53.411,0.254,10.508,10.008,3.228,14.918,12.897,87.525,0.006,-999.0,0.343,2.457,0.872,71.347,18.098,0.207,3.915,1.132,0.363,6.656,4.801,3.245,21.232,0.243,6.407,-999.0,0.0,3.356,0.0,55.245,1.419,30.141,87.586,4.2,0.859,4.1,0.635,1.605,1.266,0.0,-999.0,-999.0,-999.0,
1903,32.263,7.294,33.73,1.784,0.694,2.0,-999.0,87.295,43.505,0.214,9.72,11.495,4.542,16.746,10.776,65.545,0.006,-999.0,1.507,1.013,0.951,55.483,15.26,0.165,4.645,0.575,0.015,6.313,4.801,4.065,22.656,0.083,5.786,29.925,0.02,2.749,1.0,54.178,2.251,21.438,61.065,4.307,0.132,3.753,0.683,2.412,1.464,0.0,-999.0,-999.0,-999.0,
1904,19.987,4.25,31.246,2.069,1.028,2.0,-999.0,73.546,31.553,0.496,6.817,6.392,2.943,10.967,4.268,66.444,0.02,0.0,0.886,1.771,0.742,47.133,7.292,0.324,3.115,0.475,0.314,7.465,4.189,3.588,14.441,0.119,1.941,24.097,0.227,3.609,0.0,40.656,1.761,12.405,61.442,3.058,0.495,1.989,0.567,1.392,1.455,0.03,-999.0,-999.0,-999.0,
1905,38.416,4.143,50.03,1.517,1.284,8.0,-999.0,124.529,51.987,0.256,8.33,10.251,5.378,15.136,14.36,108.502,1.339,0.0,5.879,1.337,2.043,73.682,13.395,0.231,3.056,0.506,1.26,12.131,6.099,7.263,26.369,0.317,4.742,15.355,0.025,4.154,2.0,73.917,2.231,28.996,79.044,3.699,3.185,4.254,0.497,2.371,2.618,0.0,0.0,-999.0,-999.0,
1906,40.183,3.941,32.504,1.432,0.422,4.0,-999.0,122.913,56.559,0.305,8.607,12.958,6.155,11.032,14.568,92.463,0.02,0.0,3.349,3.091,1.754,54.302,12.696,0.177,3.583,1.935,1.021,16.447,7.492,7.187,26.358,0.378,5.155,10.499,0.271,2.606,0.0,72.931,1.78,20.106,66.15,4.569,0.483,4.911,1.372,1.191,3.176,0.0,0.0,-999.0,-999.0,
1907,30.992,4.996,51.122,0.927,0.773,0.0,-999.0,98.091,43.355,0.037,8.856,7.919,5.318,14.916,10.324,89.505,0.02,0.0,1.487,0.92,1.529,57.417,21.949,0.162,5.546,0.448,0.374,6.152,5.036,5.322,17.24,0.44,2.473,-999.0,0.0,1.383,0.0,58.263,2.078,23.372,75.346,3.867,2.081,3.014,0.42,0.811,1.575,0.0,0.0,-999.0,-999.0,
1908,24.864,6.569,42.464,2.314,0.57,1.0,-999.0,94.305,38.182,0.62,11.966,12.84,5.344,11.403,9.319,95.765,0.02,0.0,3.858,2.808,2.338,61.542,13.508,0.699,3.948,2.206,0.662,10.205,4.55,6.805,17.693,0.495,3.27,30.897,0.194,1.767,0.0,54.526,3.547,18.174,78.554,3.801,2.081,3.626,0.449,0.547,2.38,0.0,0.0,-999.0,-999.0,
1909,39.082,3.547,54.02,1.303,1.228,1.0,-999.0,111.276,45.508,0.161,12.471,9.592,10.657,18.681,15.891,96.999,0.0,0.0,2.605,1.788,2.571,71.61,23.347,0.317,9.945,0.335,0.673,7.27,12.086,4.108,16.535,0.644,2.957,41.582,0.087,1.493,1.0,58.354,6.215,27.957,82.746,6.378,1.658,3.051,0.154,0.907,2.798,0.0,0.0,-999.0,-999.0,
1910,30.387,5.109,43.71,1.378,1.413,3.0,-999.0,89.811,35.756,0.255,9.329,9.64,4.584,14.105,12.464,79.363,0.02,0.0,2.09,1.652,1.679,58.103,16.097,0.73,4.069,0.445,0.314,9.537,14.366,4.524,19.775,2.172,3.844,47.857,0.653,2.844,0.0,55.966,2.817,22.618,77.151,6.13,0.859,3.41,0.224,1.683,2.312,0.0,0.0,-999.0,-999.0,
1911,34.022,3.277,60.663,1.386,1.126,5.0,-999.0,112.132,51.564,0.212,15.989,16.857,13.76,23.841,12.01,106.108,0.304,0.0,7.945,5.441,3.913,77.181,29.378,0.194,8.177,1.326,2.576,11.09,8.763,7.259,26.865,1.139,6.475,50.226,0.723,5.611,0.0,67.475,5.165,28.223,97.593,4.206,3.406,6.066,0.657,0.979,6.318,0.0,0.0,-999.0,-999.0,
1912,42.183,3.108,43.429,1.874,0.546,6.0,-999.0,140.482,47.624,0.162,13.841,14.666,8.446,20.417,11.458,88.358,0.772,0.0,3.413,2.705,1.863,62.029,24.128,0.578,6.609,2.65,0.673,6.823,6.478,4.947,24.205,0.419,4.147,46.075,0.0,0.87,0.0,63.533,2.491,26.678,77.292,3.929,0.483,4.317,0.589,0.713,3.077,0.0,0.0,-999.0,-999.0,
1913,37.629,3.893,51.335,2.546,1.196,3.0,-999.0,88.099,48.009,0.161,27.088,27.636,20.534,32.293,26.682,81.705,0.02,0.0,2.575,4.664,4.483,57.253,36.188,0.181,12.266,0.224,0.314,8.852,8.826,5.854,24.67,0.543,8.38,48.96,0.375,2.188,0.0,49.508,7.422,29.509,63.112,4.546,0.483,4.479,0.616,1.967,7.177,0.0,0.0,-999.0,-999.0,
1914,44.013,3.229,60.14,0.945,1.567,10.0,-999.0,104.082,54.302,0.434,21.819,20.39,13.615,26.253,17.647,90.963,0.588,1.0,5.457,2.568,3.082,71.417,32.55,0.575,11.099,0.668,2.784,8.256,4.628,4.787,27.309,0.62,7.684,50.683,0.092,2.322,0.0,58.997,4.506,29.646,76.583,3.889,3.549,6.159,0.154,1.528,3.808,0.0,0.0,-999.0,-999.0,
1915,45.008,5.043,36.543,1.377,0.499,5.0,-999.0,131.509,54.279,0.037,7.486,9.439,1.344,8.718,12.555,84.03,0.02,0.0,2.274,0.954,0.436,58.07,12.502,0.132,1.455,0.668,0.712,8.76,5.524,3.83,25.635,0.049,3.953,23.085,0.365,1.439,0.0,59.287,0.793,21.803,73.854,3.554,2.386,3.944,0.341,1.044,0.646,0.0,1.0,-999.0,-999.0,
1916,45.094,2.939,57.618,1.692,0.908,8.0,-999.0,103.645,61.088,0.038,24.47,26.653,16.345,22.121,29.286,87.34,0.587,0.0,7.552,9.382,8.703,60.18,30.46,0.184,15.303,0.668,4.069,16.289,7.748,9.769,27.606,3.167,10.084,46.62,0.002,5.012,-999.0,54.849,8.473,33.409,80.737,5.95,4.569,6.259,0.313,3.312,12.224,0.03,0.0,-999.0,-999.0,
