Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1929,36.5,73.97,70.93,74.23,75.17,55.03,61.03,65.63,81.27,74.0,-999.0,58.23,55.17,61.6,61.47,63.43,66.13,76.5,59.73,65.6,53.07,54.53,51.2,64.63,74.1,52.37,69.33,51.5,57.83,56.1,63.57,65.3,66.57,57.07,61.0,69.2,60.8,60.0,60.57,72.9,54.93,68.13,75.5,60.37,66.33,55.27,58.2,53.87,63.33,50.23
1930,30.9,74.37,72.67,73.13,71.33,58.77,62.0,67.97,80.03,74.27,-999.0,63.43,53.03,65.1,64.57,67.93,68.87,76.97,61.1,68.03,55.4,57.63,54.07,68.23,75.03,51.97,70.27,52.87,62.87,57.43,64.83,67.3,62.33,59.4,63.87,74.03,57.8,62.6,62.83,73.2,58.33,69.87,76.83,58.7,68.0,57.13,54.9,57.1,65.93,53.17
1931,33.2,82.03,78.63,72.87,70.07,60.67,65.47,71.47,83.77,81.43,-999.0,66.37,54.07,70.0,69.8,73.2,74.97,83.0,64.03,71.7,56.27,62.23,59.57,73.17,81.97,54.43,76.93,57.8,66.7,59.7,69.2,68.53,62.57,62.8,68.53,78.27,57.2,66.53,65.23,80.8,63.23,77.63,82.33,60.63,73.33,59.03,54.7,61.37,70.67,54.97
1932,30.43,73.3,71.93,76.57,75.63,60.8,61.03,67.0,80.13,73.9,-999.0,58.73,56.77,62.27,62.27,67.67,67.57,76.67,59.9,66.33,53.97,54.67,51.23,65.97,73.57,53.5,70.6,50.77,62.47,56.2,64.37,67.7,67.37,57.83,62.77,73.07,61.8,61.23,60.83,73.43,58.4,68.93,75.4,63.37,67.33,55.7,58.37,53.53,65.13,55.0
1933,31.17,78.93,75.7,78.07,75.53,64.33,59.2,66.47,82.5,78.07,-999.0,63.3,58.7,66.37,65.57,71.97,69.97,81.6,57.73,65.9,50.83,55.27,53.13,69.9,79.73,56.2,73.6,55.1,67.57,53.33,63.23,71.47,69.63,55.37,62.73,76.17,60.9,59.77,59.33,76.87,63.7,73.13,81.23,66.47,69.03,52.9,55.9,55.37,64.97,59.67
1934,34.53,77.8,75.7,76.97,72.87,62.53,60.47,66.57,83.13,78.27,-999.0,63.07,57.33,65.93,66.4,70.43,71.13,80.87,59.4,66.5,53.33,57.2,55.07,69.1,78.87,55.7,72.57,56.2,65.43,55.67,64.17,70.73,66.63,58.07,65.77,75.1,60.47,61.97,60.43,76.8,61.37,72.63,81.67,64.07,68.47,55.27,56.87,56.47,66.87,56.97
1935,32.77,77.43,72.57,74.2,71.63,59.37,61.2,66.5,81.73,77.27,-999.0,59.5,55.07,63.73,64.07,65.37,69.2,79.07,60.27,66.2,53.8,54.93,51.0,65.73,77.3,53.93,72.2,51.93,61.43,56.77,64.37,67.53,63.93,57.1,62.97,70.0,58.9,61.13,61.27,75.53,59.1,71.7,76.1,62.2,68.2,55.7,56.13,53.73,65.27,54.53
1936,35.07,77.2,73.67,73.93,74.9,59.8,59.47,66.27,82.67,76.6,-999.0,61.13,57.63,64.23,63.93,68.47,69.1,79.3,58.47,66.3,50.8,54.87,52.43,67.8,77.9,56.3,71.5,55.83,64.73,54.63,63.4,66.43,65.4,56.83,62.9,71.7,62.2,60.7,59.43,75.43,60.57,70.8,74.9,61.37,68.2,53.97,58.57,54.57,65.27,55.27
1937,37.43,72.87,70.83,78.1,74.07,61.1,59.87,64.4,79.5,72.83,-999.0,60.9,59.07,62.53,61.6,68.17,66.1,76.63,58.97,63.87,53.53,54.23,52.07,66.63,73.73,55.43,68.23,53.37,63.2,55.67,62.87,70.07,67.97,56.03,60.4,71.9,61.3,58.6,59.87,72.0,59.43,67.77,78.3,64.63,64.4,54.73,58.87,53.9,61.17,56.57
1938,37.03,78.77,78.0,74.73,71.6,59.3,62.0,67.53,81.63,77.53,-999.0,65.53,55.73,68.77,68.4,73.47,71.83,80.3,61.3,67.13,55.03,58.67,56.1,73.17,79.43,56.13,72.73,57.13,67.13,57.67,64.9,67.93,63.27,58.53,66.17,77.63,58.93,62.5,62.37,76.37,62.57,73.7,80.3,59.9,68.87,56.57,58.53,57.03,66.83,54.5
