Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1950,139.01,57.337,152.569,187.741,128.012,113.042,76.495,197.075,0.0,
1951,135.268,57.936,147.657,192.348,141.535,122.289,82.987,198.152,0.0,
1952,139.194,52.105,151.133,185.313,142.028,123.334,73.377,200.035,0.25,
1953,124.254,50.279,137.626,178.078,116.91,120.968,66.204,188.8,0.0,
1954,138.872,60.191,143.083,178.977,135.915,112.426,67.154,199.487,0.5,
1955,139.692,64.283,142.158,180.309,149.421,124.835,79.634,213.333,0.5,
1956,147.312,55.295,150.64,184.754,134.418,123.576,77.432,211.193,0.0,
1957,138.255,47.679,144.456,178.517,128.429,111.023,64.127,188.951,0.0,
1958,145.349,68.404,146.79,175.677,112.561,115.012,79.142,192.713,0.25,
1959,143.912,59.451,148.775,188.916,132.709,120.036,80.818,198.307,0.0,
1960,145.608,75.785,149.976,182.186,134.675,119.838,82.426,190.393,0.0,
1961,140.378,57.867,148.14,187.105,127.52,122.115,77.466,198.9,0.0,
1962,151.7,62.372,149.369,168.784,122.186,115.453,71.804,196.507,0.5,
1963,147.033,74.41,141.315,164.602,120.876,112.257,79.673,187.354,0.25,
1964,144.73,61.759,145.312,184.237,147.467,128.504,81.471,204.91,0.125,
1965,147.189,61.182,143.121,184.538,131.415,116.578,69.748,200.973,0.875,
1966,147.65,66.223,152.891,186.465,124.827,119.728,82.216,207.451,0.375,
1967,146.311,60.765,147.432,182.401,128.625,120.326,73.685,198.583,0.125,
1968,138.196,76.728,140.459,184.518,127.605,122.303,77.698,203.693,0.125,
1969,149.512,70.78,151.698,183.243,137.614,117.985,75.354,191.727,0.875,
1970,139.633,64.848,145.301,195.378,141.69,126.703,82.599,191.268,0.0,
1971,141.551,57.496,144.531,181.373,138.67,128.345,71.888,206.37,0.25,
1972,149.547,53.169,151.575,182.364,130.168,117.569,78.082,214.576,0.25,
1973,124.949,54.925,126.243,177.104,126.491,122.066,71.428,201.188,0.5,
1974,146.656,50.915,145.008,181.108,123.795,117.737,70.331,195.326,0.125,
1975,139.494,57.046,145.156,182.424,138.908,132.069,80.243,202.457,0.375,
1976,152.713,71.698,159.244,181.797,140.247,126.289,83.752,191.393,0.375,
1977,136.359,67.426,133.034,169.158,131.245,115.15,73.656,184.213,0.0,
1978,153.594,72.272,149.383,174.043,129.047,110.616,85.673,182.08,0.125,
1979,132.682,67.862,150.052,184.117,126.82,119.261,85.039,178.347,0.25,
1980,147.564,66.274,151.91,173.547,120.361,112.379,78.708,187.867,0.25,
1981,143.458,69.032,142.411,167.566,119.373,104.655,63.431,179.453,0.25,
1982,136.705,56.206,140.051,179.069,138.988,118.111,75.204,197.32,0.5,
1983,132.494,60.957,141.719,179.297,115.787,110.458,75.815,186.36,0.25,
1984,133.046,58.086,141.912,185.85,132.875,119.982,73.905,193.86,0.0,
1985,131.344,63.543,137.765,179.049,155.573,115.629,78.356,196.56,0.875,
1986,136.665,52.217,135.678,165.099,119.161,103.248,63.712,188.72,0.0,
1987,138.974,59.785,136.305,168.701,120.561,113.259,68.849,181.04,0.0,
1988,145.489,68.359,151.725,175.793,121.139,115.816,79.561,184.88,0.0,
1989,145.087,61.966,153.196,175.969,124.342,112.291,81.309,186.14,0.0,
1990,124.465,41.47,140.767,179.878,121.082,114.367,65.148,192.653,0.125,
1991,131.041,51.411,140.596,178.725,124.453,118.207,68.81,182.868,0.0,
1992,140.457,52.156,141.207,174.942,112.616,105.839,61.789,202.424,0.0,
1993,141.165,60.414,148.612,179.332,133.654,112.258,77.644,174.04,0.0,
1994,137.654,51.742,136.318,170.757,119.463,112.623,69.297,186.94,0.0,
1995,139.829,62.144,145.145,175.627,110.104,103.369,68.815,174.9,0.0,
1996,141.649,66.43,153.708,182.443,123.442,107.438,80.623,206.527,0.0,
1997,145.246,53.47,150.274,175.768,120.518,111.614,75.981,184.173,0.0,
1998,114.84,41.646,116.869,163.902,106.951,110.552,60.12,182.553,0.0,
1999,130.791,53.736,133.146,173.958,127.29,115.746,63.409,199.02,0.0,
2000,134.852,64.464,136.382,174.431,129.768,108.309,74.011,199.556,0.0,
2001,135.648,55.217,130.865,171.751,126.128,106.88,68.335,198.597,0.0,
2002,139.574,61.159,148.984,190.181,131.808,114.712,77.248,183.7,0.0,
2003,136.623,60.445,138.476,167.258,113.275,105.95,71.372,184.92,0.0,
2004,130.624,56.717,132.153,170.168,110.214,104.568,63.178,186.46,0.0,
2005,134.056,54.543,135.533,168.4,120.874,102.324,65.739,179.16,0.0,
2006,122.506,52.012,130.931,174.719,120.12,112.491,66.905,197.46,0.0,
2007,136.365,56.32,135.612,163.506,123.911,111.188,76.026,190.76,0.0,
2008,138.093,62.775,147.396,184.785,134.605,119.212,80.71,199.627,0.0,
2009,134.277,57.131,138.439,180.802,140.904,112.066,74.91,193.247,0.0,
2010,131.875,73.411,136.198,170.218,117.215,110.494,79.426,191.75,0.0,
2011,127.944,56.396,138.077,176.639,136.112,118.919,78.066,192.467,0.0,
2012,123.365,47.203,128.655,164.528,119.289,105.995,64.789,200.58,0.0,
2013,141.564,63.966,156.676,188.957,130.424,119.324,88.187,186.715,0.0,
2014,139.481,68.898,148.368,175.772,109.295,104.351,83.112,185.007,0.0,
2015,129.338,52.12,127.999,161.422,99.045,99.645,67.641,178.868,0.0,
2016,130.756,51.949,125.11,159.504,98.853,100.582,64.833,165.147,0.0,
2017,121.923,43.958,126.789,166.426,121.35,100.532,60.596,185.312,0.0,
2018,140.912,58.342,155.716,183.952,115.656,106.474,83.073,180.167,0.0,
2019,136.171,48.792,145.591,183.379,131.811,113.96,77.557,167.92,0.0,
2020,123.357,40.263,139.415,174.112,114.325,106.987,67.493,186.944,0.0,
