Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,10.033,29.364,28.481,21.351,14.084,0.0,-999.0,26.386,18.989,13.329,13.018,6.981,7.228,35.083,18.322,22.27,2.062,-999.0,2.116,3.382,2.611,20.513,18.637,10.846,19.864,14.082,2.903,9.237,68.147,1.312,26.67,8.415,6.555,-999.0,3.644,3.68,2.0,28.104,14.239,5.964,43.817,35.132,2.096,17.102,7.159,14.674,5.215,2.836,-999.0,-999.0,-999.0,
1901,27.39,36.764,61.015,26.137,20.309,1.0,-999.0,10.713,13.719,15.52,29.742,27.027,28.336,54.3,29.862,38.252,4.172,-999.0,2.138,4.856,9.45,39.183,49.164,8.04,33.777,16.425,3.539,5.592,52.395,0.972,7.315,4.692,9.123,-999.0,7.801,0.79,0.0,8.446,20.97,21.51,63.755,39.28,1.045,4.225,7.233,3.645,13.199,2.933,-999.0,-999.0,-999.0,
1902,49.517,24.593,31.087,21.768,17.842,0.0,-999.0,22.73,44.304,15.352,4.38,6.331,1.035,24.601,23.204,49.214,0.0,-999.0,0.038,0.267,0.708,45.106,7.216,3.339,8.058,22.124,0.023,0.997,53.286,0.365,15.81,2.07,2.143,-999.0,7.156,0.249,0.0,25.474,4.542,17.364,62.642,31.197,0.0,7.071,6.303,0.777,0.743,1.161,-999.0,-999.0,-999.0,
1903,20.482,24.764,18.549,27.82,13.57,0.0,-999.0,13.279,14.969,8.66,6.297,7.848,2.2,21.479,10.946,26.281,0.0,-999.0,0.84,0.112,0.376,19.998,7.1,3.293,4.812,24.685,0.377,2.119,43.054,0.362,9.336,2.683,3.599,33.349,3.78,0.157,0.0,14.632,5.116,7.591,33.663,28.919,0.0,3.162,6.985,1.426,0.103,1.161,-999.0,-999.0,-999.0,
1904,25.849,24.873,14.322,34.348,6.628,0.0,-999.0,14.16,25.231,10.695,1.345,1.667,1.084,12.225,6.442,20.21,0.0,0.0,0.162,0.666,0.515,22.433,1.701,3.684,4.696,24.051,0.023,1.247,36.214,0.323,7.156,1.852,0.79,32.308,7.988,0.057,0.0,10.628,5.414,5.035,44.437,24.988,0.0,2.237,9.814,1.104,0.56,2.836,-999.0,-999.0,-999.0,
1905,18.28,32.176,15.565,31.935,13.094,0.0,-999.0,13.291,24.058,14.389,3.456,2.204,3.961,23.746,6.284,39.823,0.0,0.0,0.038,0.193,1.537,20.557,2.729,4.541,7.901,17.15,0.683,2.629,33.577,0.655,6.923,2.572,1.069,40.632,8.037,0.627,0.0,8.733,5.754,3.118,53.254,32.078,0.0,2.331,9.063,2.071,1.547,1.161,0.0,-999.0,-999.0,
1906,11.393,20.263,17.929,38.467,8.787,0.0,-999.0,11.013,19.255,11.144,5.845,3.921,3.082,13.322,4.515,42.648,0.0,0.0,0.162,0.53,1.046,28.248,5.199,6.945,10.454,29.684,0.66,1.849,28.121,0.515,5.906,8.614,1.145,18.781,10.845,0.273,0.0,7.1,7.528,6.124,42.073,22.914,1.058,2.729,12.578,0.492,1.059,1.161,0.0,-999.0,-999.0,
1907,20.216,16.865,38.707,18.991,11.297,0.0,-999.0,18.999,25.954,6.576,3.07,3.49,1.86,27.905,9.063,41.208,0.0,0.0,1.45,0.406,0.525,34.249,12.858,2.346,15.058,10.657,1.038,0.335,39.822,0.776,7.655,2.039,0.309,-999.0,4.175,0.041,0.0,13.559,4.583,14.776,62.354,20.106,1.058,1.573,7.527,0.492,0.42,1.456,0.0,-999.0,-999.0,
1908,26.493,17.314,17.663,31.758,10.665,0.0,-999.0,19.559,24.53,14.066,10.125,13.556,2.951,20.286,11.217,21.945,2.232,0.0,2.027,1.426,2.128,24.899,8.288,7.911,11.214,27.246,2.053,2.416,27.118,1.896,7.623,4.503,5.084,42.713,9.899,0.497,0.0,7.877,7.409,9.817,46.782,21.629,1.058,4.858,10.503,4.176,2.384,1.161,0.0,-999.0,-999.0,
1909,14.745,26.312,47.843,29.102,13.253,0.0,-999.0,14.918,12.162,11.731,8.212,3.255,4.704,28.477,11.726,42.775,2.012,0.0,0.989,0.702,1.051,37.877,19.446,4.747,15.816,25.99,0.683,2.789,34.957,0.617,4.54,2.159,0.314,82.253,3.188,0.399,0.0,4.394,7.849,10.819,72.491,23.062,5.291,5.197,4.79,1.074,2.546,1.456,0.0,-999.0,-999.0,
