Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,1.062,1.779,3.844,1.527,19.996,34.502,12.25,0.0,1.117,36.211,41.201,36.28,63.467,14.9,15.245,0.182,68.771,9.85,27.371,78.263,108.972,0.878,21.602,59.165,37.18,9.842,54.739,11.884,2.873,49.133,1.885,119.089,37.191,9.031,20.392,30.709,19.68,0.644,74.838,8.194,1.958,17.624,57.272,7.068,37.421,19.423,87.805,39.714,116.157,0.0,0.0,
1951,1.667,3.224,6.936,1.383,32.127,30.772,10.909,0.056,0.773,45.449,37.753,31.45,67.629,20.643,13.697,2.614,62.656,12.918,23.341,67.781,102.904,3.294,26.796,72.752,43.664,10.984,48.481,12.909,9.735,43.828,2.73,111.721,31.394,10.103,11.821,28.612,19.002,0.054,69.709,8.291,6.373,22.324,51.154,9.856,21.254,16.7,83.714,52.293,119.372,0.0,-999.0,
1952,0.389,3.151,0.749,1.762,38.198,27.605,2.69,0.0,0.235,50.307,23.045,18.435,48.451,18.004,6.335,0.117,58.716,4.866,16.886,51.19,87.117,0.387,15.3,59.826,38.848,12.672,45.197,4.652,6.998,37.017,0.923,100.902,20.486,5.292,12.762,18.097,10.636,0.008,69.197,2.538,1.369,27.263,47.475,3.736,21.065,9.624,62.82,52.164,102.659,0.0,0.0,
1953,0.362,2.324,1.262,1.023,23.143,21.597,3.858,0.0,0.261,18.875,18.851,15.998,39.953,7.184,4.504,0.117,49.013,4.495,15.542,45.322,79.701,0.344,8.839,25.057,21.761,4.226,38.246,4.788,5.713,29.649,0.908,73.109,15.987,2.175,4.562,15.669,8.556,0.013,43.011,3.126,1.462,9.806,36.543,3.809,5.906,8.033,59.146,32.587,101.813,0.0,0.0,
1954,0.387,1.77,2.627,1.12,17.25,31.77,12.023,0.0,0.252,27.384,18.135,16.952,34.766,10.002,6.685,0.137,61.756,12.919,26.125,51.203,73.275,0.498,11.182,43.365,20.854,3.971,51.948,13.922,3.434,44.227,1.335,66.994,22.177,4.017,7.442,27.146,18.465,0.017,41.974,3.498,1.495,11.543,54.572,7.544,15.878,15.599,59.112,33.355,110.613,0.0,0.0,
1955,0.529,3.496,1.689,1.595,36.055,46.251,16.1,0.0,0.499,57.271,34.507,30.893,62.451,21.028,13.097,0.14,85.28,16.748,36.572,71.888,106.673,0.611,20.5,79.17,52.953,18.466,70.841,18.653,5.302,59.076,1.21,115.063,34.703,2.895,14.913,35.611,27.111,0.08,77.768,4.85,0.922,28.593,77.209,9.98,27.702,21.807,86.004,66.739,119.574,0.0,0.0,
1956,0.273,2.245,2.026,1.286,30.917,32.486,7.244,0.0,0.208,44.622,25.579,18.855,49.978,19.501,6.066,0.118,73.533,8.813,25.438,63.679,87.216,0.353,17.46,53.43,32.916,8.255,56.359,10.331,6.149,47.297,0.608,91.321,24.724,7.549,13.864,24.035,15.45,0.019,58.474,2.39,2.538,15.316,59.336,4.423,24.469,13.322,71.862,52.184,124.517,0.0,0.0,
1957,0.552,1.769,1.878,1.684,26.2,31.312,11.026,0.0,0.811,41.884,23.285,21.127,39.819,16.023,8.619,0.118,60.491,10.387,23.756,58.729,79.202,0.681,13.927,51.947,26.918,6.935,50.329,12.2,3.534,40.168,2.264,83.985,22.505,8.088,15.766,23.071,15.987,0.318,48.534,4.431,1.991,14.017,47.987,6.676,23.797,9.93,65.823,47.184,93.19,0.0,0.0,
1958,2.475,1.902,5.579,1.031,23.115,50.131,27.873,0.0,1.754,23.092,44.059,42.262,59.582,28.444,24.651,0.225,67.822,26.458,41.183,64.569,78.781,2.874,29.626,45.07,44.105,3.939,65.726,31.963,4.648,60.99,5.35,87.927,45.885,10.781,6.23,45.471,35.08,1.543,56.005,15.31,2.008,7.849,66.643,17.437,10.546,35.844,68.367,42.141,100.281,0.0,0.0,
1959,0.916,1.885,3.094,1.067,22.459,37.406,11.441,0.0,0.505,23.891,32.239,26.146,56.621,18.014,11.37,0.158,74.836,13.292,31.506,65.383,84.451,1.064,20.168,49.558,32.342,4.877,56.259,14.241,4.658,50.167,2.313,91.774,26.938,7.668,9.203,27.897,22.414,0.168,58.181,6.696,2.674,10.194,65.925,9.273,17.568,15.232,75.183,42.569,112.201,0.0,0.0,
