Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,1.144,0.006,1.286,0.654,0.0,0.417,0.333,1.333,0.715,0.0,0.438,0.791,0.455,0.485,0.508,1.778,0.511,0.433,0.484,0.186,0.164,1.323,0.696,0.001,0.236,0.021,0.627,0.53,0.047,0.113,0.616,0.043,0.117,1.097,0.479,0.562,0.0,0.662,0.071,0.352,0.51,0.0,0.092,0.355,0.206,0.14,0.298,0.0,0.703,3.456,0.899,
1951,1.555,0.178,0.622,0.387,0.131,0.083,0.0,1.521,0.415,0.0,0.578,0.12,0.378,0.929,0.424,1.047,0.62,0.233,0.062,0.088,0.212,2.02,0.454,0.014,0.164,0.001,0.269,0.49,0.018,0.184,0.422,0.102,0.034,0.682,0.161,0.0,0.0,0.257,0.114,0.777,0.475,0.0,0.072,0.187,0.413,0.02,0.27,0.0,0.85,3.736,-999.0,
1952,0.746,0.0,1.019,0.541,0.025,1.25,1.0,1.094,0.552,0.0,0.182,0.389,0.371,0.087,0.566,1.426,0.08,0.61,0.253,0.163,0.212,0.341,0.208,0.0,0.207,0.001,0.181,0.917,0.007,0.507,0.653,0.151,0.153,0.252,0.054,0.418,0.452,0.606,0.06,0.365,0.536,0.0,0.406,0.396,0.125,0.0,0.206,0.03,1.299,1.808,2.576,
1953,1.372,0.005,0.617,0.316,0.0,0.25,0.0,2.172,0.966,0.0,0.115,0.155,0.237,0.118,0.173,2.966,0.0,0.521,0.317,0.117,0.338,1.503,0.043,0.004,0.077,0.001,0.043,0.35,0.0,0.178,0.847,0.127,0.083,0.856,0.395,0.129,1.952,0.65,0.175,0.188,0.614,0.005,0.073,0.21,0.354,0.018,0.221,0.001,0.828,1.085,1.097,
1954,0.532,0.06,0.59,0.415,0.011,1.167,0.0,1.328,0.278,0.0,0.499,0.279,0.639,0.145,0.199,0.862,0.795,0.267,1.342,0.265,0.223,0.82,0.16,0.0,0.154,0.0,1.473,0.507,0.106,0.277,0.797,0.009,0.395,0.389,0.183,0.485,0.952,0.588,0.118,0.764,0.359,0.0,0.011,0.627,0.395,0.99,0.234,0.0,0.909,3.475,1.707,
1955,1.082,0.028,0.801,0.698,0.032,2.917,0.333,0.542,0.412,0.0,0.294,0.41,0.143,0.296,0.308,2.713,0.083,1.6,0.942,0.171,0.263,1.533,0.424,0.023,0.089,0.019,0.147,1.27,0.166,0.542,1.429,0.072,0.121,0.727,0.42,0.572,1.452,0.605,0.059,0.409,0.476,0.011,0.2,0.987,0.497,0.292,0.102,0.0,0.999,4.18,0.731,
1956,1.336,0.0,0.502,0.402,0.0,0.0,0.667,1.282,0.934,0.0,0.216,0.265,0.11,0.075,0.411,1.394,0.0,0.867,0.367,0.058,0.151,1.324,0.422,0.0,0.083,0.0,0.019,0.35,0.0,0.114,0.7,0.158,0.021,0.252,0.182,0.164,0.0,0.539,0.076,1.061,0.29,0.0,0.05,0.48,0.344,0.187,0.129,0.0,0.95,2.982,2.996,
1957,1.714,0.0,2.224,0.366,0.048,0.0,0.0,1.391,0.86,0.0,0.558,0.527,0.169,0.409,0.781,1.675,0.0,0.0,0.051,0.11,0.249,1.645,0.712,0.007,0.194,0.0,0.019,0.188,0.019,0.066,0.614,0.327,0.133,1.085,0.138,0.067,0.0,0.519,0.1,1.153,1.314,0.004,0.0,0.437,0.201,0.015,0.11,0.0,0.983,2.511,0.754,
1958,0.624,0.043,1.325,0.392,0.03,0.0,0.667,1.355,0.458,0.0,0.467,0.43,0.308,0.594,0.2,1.305,0.091,0.667,0.083,0.019,0.162,1.083,1.036,0.009,0.273,0.0,0.043,1.011,0.05,0.009,0.84,0.055,0.096,0.482,0.163,0.104,0.333,0.42,0.023,0.168,0.737,0.0,0.0,0.51,0.261,0.061,0.211,0.0,1.055,2.317,1.536,
1959,0.44,0.06,0.726,0.423,0.008,0.333,0.667,2.024,0.945,0.0,0.284,0.422,0.471,0.352,0.325,1.521,0.235,0.533,0.217,0.27,0.291,1.087,0.326,0.006,0.133,0.0,0.334,0.323,0.026,0.198,0.788,0.079,0.235,1.142,0.236,0.185,0.0,1.733,0.027,0.247,0.878,0.0,0.0,0.692,0.704,0.067,0.325,0.0,1.2,2.054,1.142,
