Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,1.062,1.777,3.842,1.525,20.019,34.518,12.237,0.0,1.114,36.324,41.195,36.278,63.46,14.893,15.237,0.18,68.773,9.863,27.348,78.248,108.953,0.879,21.591,59.15,37.162,9.751,54.759,11.897,2.922,49.139,1.888,119.07,37.179,9.025,20.92,30.724,19.673,0.644,74.831,8.197,1.946,17.789,57.29,7.139,37.233,19.422,87.816,39.702,116.173,0.0,0.0,
1951,1.665,3.224,6.926,1.381,32.124,30.772,10.895,0.056,0.771,45.427,37.761,31.448,67.622,20.642,13.689,2.607,62.65,12.927,23.316,67.782,102.906,3.293,26.789,72.715,43.658,11.008,48.487,12.906,10.005,43.843,2.734,111.691,31.383,10.095,11.878,28.618,19.004,0.053,69.726,8.305,6.359,22.461,51.138,10.052,21.103,16.723,83.718,52.283,119.373,0.0,-999.0,
1952,0.388,3.152,0.752,1.76,38.199,27.648,2.676,0.0,0.232,50.262,23.106,18.434,48.443,17.997,6.325,0.116,58.678,4.889,16.837,51.201,87.121,0.39,15.3,59.785,38.842,12.638,45.192,4.654,7.196,37.034,0.925,100.901,20.463,5.289,12.864,18.105,10.633,0.007,69.19,2.539,1.374,27.088,47.452,3.644,21.005,9.637,62.8,52.142,102.697,0.0,0.0,
1953,0.361,2.323,1.261,1.02,23.141,21.623,3.844,0.0,0.259,18.879,18.882,15.994,39.946,7.18,4.495,0.116,49.021,4.497,15.496,45.306,79.691,0.342,8.841,25.018,21.769,4.224,38.256,4.798,5.982,29.654,0.911,73.122,15.964,2.168,4.273,15.669,8.557,0.013,43.002,3.126,1.459,9.796,36.517,3.65,5.914,8.045,59.188,32.583,101.816,0.0,0.0,
1954,0.385,1.769,2.627,1.117,17.254,31.783,12.009,0.0,0.249,27.404,18.169,16.951,34.757,10.001,6.675,0.137,61.754,12.928,26.133,51.413,73.293,0.497,11.179,43.349,20.851,3.955,51.956,13.94,3.464,44.252,1.338,67.002,22.146,4.013,7.283,27.146,18.468,0.016,41.965,3.497,1.512,11.687,54.53,7.717,15.803,15.602,59.113,33.345,110.622,0.0,0.0,
1955,0.527,3.496,1.69,1.593,36.045,46.276,16.087,0.0,0.497,57.305,34.493,30.894,62.445,21.023,13.091,0.142,85.317,16.749,36.583,71.504,106.653,0.609,20.494,79.143,52.957,18.477,70.827,18.664,5.471,59.105,1.215,115.067,34.674,2.894,15.118,35.603,27.106,0.079,77.766,4.854,0.926,28.566,77.196,10.321,27.655,21.801,86.022,66.754,119.592,0.0,0.0,
1956,0.271,2.245,2.026,1.283,30.908,32.522,7.229,0.0,0.205,44.637,25.635,18.855,49.967,19.498,6.061,0.12,73.502,8.821,25.453,63.451,87.262,0.351,17.455,53.422,32.913,8.237,56.324,10.346,6.218,47.329,0.61,91.305,24.702,7.547,14.013,24.036,15.455,0.019,58.468,2.394,2.534,15.318,59.311,4.323,24.406,13.311,71.849,52.164,124.542,0.0,0.0,
1957,0.551,1.768,1.88,1.682,26.196,31.327,11.012,0.0,0.808,41.922,23.316,21.126,39.805,16.021,8.615,0.12,60.491,10.392,23.762,58.489,79.195,0.68,13.925,51.941,26.91,6.92,50.323,12.202,3.617,40.181,2.269,83.974,22.484,8.082,16.008,23.067,15.991,0.317,48.515,4.437,1.989,14.033,47.945,6.639,23.738,9.925,65.82,47.182,93.216,0.0,0.0,
1958,2.476,1.9,5.578,1.029,23.117,50.117,27.859,0.0,1.752,23.129,44.016,42.261,59.581,28.439,24.648,0.225,67.831,26.457,41.189,64.485,78.829,2.873,29.627,45.064,44.116,3.925,65.753,31.949,4.693,60.987,5.357,87.93,45.883,10.777,6.018,45.473,35.075,1.542,56.003,15.312,2.014,7.926,66.619,17.57,10.543,35.841,68.349,42.12,100.278,0.0,0.0,
1959,0.916,1.884,3.093,1.065,22.458,37.414,11.427,0.0,0.503,23.935,32.23,26.14,56.615,18.011,11.367,0.158,74.832,13.298,31.516,65.385,84.476,1.062,20.163,49.552,32.354,4.84,56.257,14.25,4.792,50.208,2.319,91.772,26.916,7.663,9.129,27.896,22.419,0.168,58.17,6.698,2.665,10.174,65.894,9.118,17.684,15.221,75.152,42.558,112.204,0.0,0.0,
