Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,45.751,8.208,57.426,2.818,0.837,3.0,-999.0,130.851,73.702,0.094,20.756,26.709,13.199,23.157,27.119,100.969,0.375,-999.0,5.32,6.71,5.522,86.919,25.329,0.657,14.384,0.461,1.825,17.593,4.802,10.99,29.666,1.129,11.0,-999.0,0.016,5.741,0.0,74.457,7.203,34.003,68.769,4.424,3.409,9.543,1.686,2.573,6.385,0.03,-999.0,-999.0,-999.0,
1901,34.387,9.194,49.64,1.712,1.461,8.0,-999.0,112.059,51.834,0.626,22.39,23.487,17.848,26.405,27.726,76.974,2.783,-999.0,7.754,5.998,7.131,63.725,32.544,0.198,12.943,2.225,4.104,18.328,3.563,12.442,28.701,1.907,16.498,-999.0,0.325,9.556,0.0,61.699,7.76,30.585,70.451,5.721,6.165,9.089,0.366,3.344,6.114,0.0,-999.0,-999.0,-999.0,
1902,57.519,5.751,45.569,1.035,1.166,0.0,-999.0,119.062,53.403,0.266,10.877,10.017,3.229,14.897,12.878,87.52,0.007,-999.0,0.336,2.456,0.874,71.349,18.116,0.205,3.921,1.141,0.357,6.644,2.369,3.238,21.209,0.24,6.384,-999.0,0.0,3.36,0.0,55.257,1.417,30.116,87.564,4.2,0.86,4.089,0.602,1.605,1.263,0.0,-999.0,-999.0,-999.0,
1903,32.271,7.318,33.739,1.775,0.694,2.0,-999.0,87.282,43.503,0.208,10.066,11.498,4.543,16.759,10.757,65.584,0.007,-999.0,1.48,1.013,0.954,55.486,15.268,0.163,4.654,0.574,0.014,6.314,2.989,4.059,22.635,0.081,5.765,29.913,0.018,2.755,1.0,54.194,2.25,21.404,61.055,4.342,0.131,3.741,0.785,2.414,1.461,0.0,-999.0,-999.0,-999.0,
1904,19.994,4.22,31.249,2.067,1.023,2.0,-999.0,73.542,31.566,0.478,6.839,6.4,2.94,10.971,4.259,66.452,0.02,0.0,0.871,1.771,0.741,47.197,7.303,0.322,3.122,0.522,0.316,7.461,3.631,3.619,14.415,0.119,1.936,24.084,0.225,3.605,0.0,40.661,1.759,12.412,61.438,3.1,0.495,1.98,0.554,1.386,1.452,0.03,-999.0,-999.0,-999.0,
1905,38.43,4.133,50.025,1.511,1.283,8.0,-999.0,124.558,51.993,0.26,8.646,10.259,5.373,15.139,14.342,108.48,1.339,0.0,5.91,1.336,2.041,73.719,13.394,0.232,3.064,0.603,1.263,12.133,3.942,7.253,26.333,0.319,4.725,15.342,0.023,4.155,2.0,73.861,2.23,29.084,79.04,3.728,3.183,4.246,0.5,2.369,2.615,0.0,0.0,-999.0,-999.0,
1906,40.193,3.937,32.522,1.422,0.419,4.0,-999.0,122.901,56.552,0.298,8.833,12.957,6.153,11.013,14.563,92.469,0.02,0.0,3.331,3.093,1.752,54.34,12.696,0.177,3.592,1.902,1.02,16.464,5.237,7.18,26.326,0.382,5.136,10.485,0.272,2.609,0.0,72.91,1.777,20.133,66.169,4.616,0.483,4.899,1.44,1.191,3.175,0.0,0.0,-999.0,-999.0,
1907,30.995,4.977,51.121,0.923,0.771,0.0,-999.0,98.055,43.346,0.031,9.07,7.923,5.315,14.91,10.32,89.499,0.02,0.0,1.48,0.919,1.532,57.441,21.951,0.162,5.551,0.488,0.374,6.147,5.216,5.326,17.212,0.442,2.467,-999.0,0.0,1.384,0.0,58.263,2.077,23.442,75.369,3.874,2.078,3.003,0.402,0.812,1.573,0.0,0.0,-999.0,-999.0,
1908,24.859,6.486,42.474,2.3,0.569,1.0,-999.0,94.285,38.179,0.615,11.998,12.845,5.346,11.399,9.318,95.751,0.02,0.0,3.831,2.804,2.342,61.528,13.51,0.699,3.956,2.131,0.659,10.216,3.631,6.799,17.658,0.5,3.259,30.884,0.194,1.767,0.0,54.506,3.544,18.188,78.571,3.809,2.078,3.613,0.456,0.548,2.379,0.0,0.0,-999.0,-999.0,
1909,39.08,3.49,54.023,1.297,1.228,1.0,-999.0,111.234,45.506,0.152,12.738,9.593,10.653,18.662,15.886,96.99,0.0,0.0,2.567,1.784,2.572,71.61,23.35,0.318,9.953,0.359,0.676,7.273,9.848,4.105,16.51,0.644,2.95,41.57,0.087,1.497,1.0,58.359,6.216,28.029,82.746,6.453,1.657,3.041,0.138,0.905,2.796,0.0,0.0,-999.0,-999.0,
