Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1895,-999.0,-999.0,7619.07,7097.33,9133.58,6630.79,3505.86,3490.82,5036.81
1896,-999.0,-999.0,7034.57,6872.0,8911.73,6472.94,2939.52,2918.87,4555.2
1897,-999.0,-999.0,7258.34,6739.62,8944.41,6378.84,2857.95,3005.89,4896.18
1898,-999.0,-999.0,7117.08,6538.61,8891.62,6562.77,3054.82,3124.32,5026.63
1899,-999.0,-999.0,7351.88,6842.53,9308.5,6640.15,3175.79,3296.3,4839.25
1900,-999.0,-999.0,6907.23,6635.21,8031.56,5889.79,3014.34,2832.37,4328.0
1901,-999.0,-999.0,7379.68,7147.94,8396.31,6249.84,3478.3,2977.8,4537.08
1902,-999.0,-999.0,7077.93,6762.71,8731.69,6425.05,3169.68,2974.05,4710.66
1903,-999.0,-999.0,7371.69,6806.62,8931.01,6635.62,3217.33,3191.43,4979.07
1904,-999.0,-999.0,7824.96,7715.5,8554.15,6107.07,3275.41,2816.83,4543.8
1905,-999.0,-999.0,7446.05,7144.2,8771.97,6344.8,3339.44,3429.08,4841.04
1906,-999.0,-999.0,7054.85,6748.12,8502.69,6116.54,3051.99,3020.67,4723.67
1907,-999.0,-999.0,7458.67,7304.54,8903.96,6239.04,2884.39,2657.76,4510.78
1908,-999.0,-999.0,6725.17,6631.6,8352.24,6473.29,2787.81,2610.05,4856.01
1909,-999.0,-999.0,7276.73,6759.26,9101.56,6715.05,2878.56,2840.7,4950.87
1910,-999.0,-999.0,7048.93,6774.64,8075.85,6295.64,3162.47,2768.11,4314.95
1911,-999.0,-999.0,6874.8,6647.74,8885.24,6889.76,2672.96,2718.03,4874.44
1912,-999.0,-999.0,7754.43,7056.4,9120.69,6572.27,3374.16,3465.4,5170.8
1913,-999.0,-999.0,6830.28,6140.98,8815.35,6735.82,2790.65,3103.87,5075.03
1914,-999.0,-999.0,7138.24,7132.52,8403.99,6176.7,3259.99,3101.39,4529.25
1915,-999.0,-999.0,7004.28,6566.76,8553.59,6068.2,3155.53,3013.15,4823.86
1916,-999.0,-999.0,7513.54,7005.91,9564.52,7120.38,2939.42,2889.7,4901.29
1917,-999.0,-999.0,8212.84,7722.97,9357.71,6607.03,3411.9,3157.72,4984.15
1918,-999.0,-999.0,7083.41,6900.47,8493.9,6153.74,2969.92,3078.27,4803.16
1919,-999.0,-999.0,7093.09,6521.16,8868.8,6735.56,2848.93,3137.99,4968.85
1920,-999.0,-999.0,7230.03,7002.02,8751.84,6649.95,3200.15,3043.83,4905.85
1921,-999.0,-999.0,6168.57,6091.17,7917.49,6315.94,2428.75,2309.39,4306.87
1922,-999.0,-999.0,6690.22,6573.2,8830.14,6976.1,2602.27,2759.06,4981.98
1923,-999.0,-999.0,7032.23,6895.92,8518.78,6395.54,2826.85,2868.73,4902.09
1924,-999.0,-999.0,7722.74,7170.51,9094.67,6484.45,3304.04,3312.96,4945.4
1925,-999.0,-999.0,7191.22,6827.8,8239.94,5883.49,2901.15,2919.14,4557.66
1926,-999.0,-999.0,7533.51,7422.78,8228.93,5668.25,3198.19,3051.73,4457.94
1927,-999.0,-999.0,6885.93,6458.6,8901.65,6457.98,2534.1,2622.37,4523.14
1928,-999.0,-999.0,6933.44,6753.78,8340.5,6255.22,3094.51,2844.61,4611.86
1929,-999.0,-999.0,7613.37,6672.54,9291.38,6839.92,2975.7,3253.19,4929.54
1930,-999.0,-999.0,6844.21,6511.4,8466.58,6703.95,3093.15,3139.4,4839.43
1931,-999.0,-999.0,5923.91,6072.72,7662.53,6191.0,2759.8,2716.57,4651.25
1932,-999.0,-999.0,7060.4,6302.41,8870.51,6550.16,2773.61,3052.51,4966.63
1933,-999.0,-999.0,6755.72,6515.24,8153.59,6502.92,2603.59,2413.45,4787.13
