Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,0.005,0.461,0.513,0.012,0.0,0.0,-999.0,0.541,0.165,0.0,0.268,0.201,0.058,0.284,0.001,0.443,0.0,-999.0,0.0,0.0,0.131,1.077,0.156,0.0,0.497,0.014,0.0,0.0,-999.0,0.002,0.419,0.001,0.072,-999.0,0.0,0.0,0.0,1.364,0.918,0.032,0.993,0.072,0.0,0.015,0.008,0.0,0.0,0.0,-999.0,-999.0,-999.0,
1901,0.001,0.0,0.096,0.012,0.0,0.0,-999.0,0.294,0.337,0.0,0.312,0.251,0.039,0.568,0.001,0.294,0.0,-999.0,0.0,0.064,0.001,1.181,0.321,0.011,0.226,0.06,0.0,0.0,-999.0,0.165,0.427,0.001,0.116,-999.0,0.0,0.012,0.0,1.008,0.088,0.908,0.184,0.072,0.0,0.269,0.008,0.0,0.088,0.0,-999.0,-999.0,-999.0,
1902,0.169,0.194,0.34,0.011,0.0,0.0,-999.0,0.263,0.0,0.0,0.026,0.034,0.0,0.278,0.001,1.11,0.0,-999.0,0.0,0.021,0.0,1.838,0.0,0.011,0.001,0.014,0.0,0.0,3.914,0.002,0.159,0.001,0.0,-999.0,0.0,0.0,0.0,1.6,0.003,0.032,0.794,0.072,0.0,0.0,0.008,0.0,0.0,0.0,-999.0,-999.0,-999.0,
1903,0.001,0.0,0.482,0.014,0.001,0.0,-999.0,0.498,0.01,0.0,0.094,0.101,0.0,0.416,0.001,0.397,0.0,-999.0,0.0,0.0,0.0,1.097,0.088,0.01,0.067,0.014,0.0,0.0,0.0,0.109,0.218,0.001,0.0,0.0,0.0,0.0,0.0,1.374,0.009,0.012,1.109,0.072,0.0,0.0,0.007,0.001,0.0,0.0,-999.0,-999.0,-999.0,
1904,0.001,0.0,0.286,0.061,0.4,0.0,-999.0,0.241,0.0,0.0,0.023,0.0,0.002,0.313,0.001,0.18,0.0,0.0,0.0,0.001,0.001,0.407,0.0,0.01,0.017,0.0,0.0,0.167,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.3,0.0,0.875,0.0,0.008,0.726,0.148,0.0,0.0,0.007,0.0,0.077,0.0,-999.0,-999.0,-999.0,
1905,0.001,0.0,0.146,0.0,0.11,0.0,-999.0,0.314,0.01,0.0,0.061,0.05,0.002,0.844,0.001,0.186,0.0,0.0,0.0,0.065,0.0,0.886,0.3,0.0,0.05,0.06,0.0,0.0,0.313,0.354,0.151,0.004,0.0,0.0,0.0,0.4,0.0,1.096,0.005,0.009,0.258,0.063,0.0,0.0,0.0,0.001,0.001,0.0,0.0,-999.0,-999.0,
1906,0.079,0.0,0.0,0.018,0.0,0.0,-999.0,0.298,0.02,0.0,0.005,0.1,0.0,0.327,0.0,0.175,0.0,0.0,0.0,0.0,0.006,0.382,0.004,0.0,0.009,0.06,0.0,0.0,0.326,0.215,0.437,0.005,0.0,0.0,0.0,0.0,0.0,1.009,0.011,0.011,0.888,0.063,0.0,0.0,0.665,0.0,0.0,0.0,0.0,-999.0,-999.0,
1907,0.001,0.0,0.461,0.0,0.001,0.0,-999.0,0.305,0.02,0.0,0.002,0.331,0.002,0.088,0.0,0.583,0.0,0.0,0.0,0.0,0.006,0.508,0.476,0.0,0.091,0.06,0.0,0.0,0.0,0.003,0.441,0.004,0.0,-999.0,0.0,0.003,0.0,1.053,0.006,0.406,1.446,0.072,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-999.0,-999.0,
1908,0.169,0.198,0.141,0.065,0.007,0.0,-999.0,0.196,0.02,0.143,0.008,0.0,0.0,0.084,0.0,0.478,0.0,0.0,0.001,0.0,0.0,0.363,0.255,0.0,0.086,0.014,0.0,0.0,0.0,0.803,0.031,0.0,0.0,0.0,0.0,0.003,0.0,1.095,0.01,0.01,0.322,0.047,0.0,0.003,0.1,0.0,0.0,0.0,0.0,-999.0,-999.0,
1909,0.0,0.0,0.486,0.0,0.0,0.0,-999.0,0.988,0.067,0.0,0.053,0.0,0.088,0.104,0.0,1.062,0.0,0.0,0.0,0.0,0.0,0.592,0.188,0.0,0.175,0.014,0.0,0.0,0.0,0.002,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.916,0.013,0.007,1.563,0.063,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-999.0,-999.0,
