Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,42.068,4.147,47.961,45.498,7.382,4.652,8.972,-999.0,-999.0,
1901,53.765,5.973,52.162,48.021,11.706,9.397,15.389,-999.0,-999.0,
1902,46.784,5.239,50.938,52.235,14.682,9.694,14.518,-999.0,-999.0,
1903,45.92,3.352,54.032,53.117,15.511,13.12,7.935,-999.0,-999.0,
1904,69.462,3.854,62.078,50.886,9.281,6.183,9.016,-999.0,-999.0,
1905,47.469,7.225,52.211,51.684,15.29,12.156,16.578,97.0,-999.0,
1906,36.626,2.909,46.002,54.121,15.519,12.045,9.274,135.0,-999.0,
1907,39.632,2.584,40.035,48.19,18.207,5.579,8.649,130.0,-999.0,
1908,37.46,1.44,38.905,45.029,11.49,7.841,3.064,156.0,-999.0,
1909,37.075,4.704,50.909,60.403,20.796,14.337,16.824,140.0,-999.0,
1910,41.7,3.148,51.856,49.943,19.277,11.806,7.285,113.0,-999.0,
1911,32.5,1.953,38.947,52.933,15.988,12.608,10.706,134.0,-999.0,
1912,50.293,5.561,61.58,55.962,12.12,10.071,15.15,132.0,-999.0,
1913,27.94,1.475,44.544,54.014,23.641,14.194,15.689,156.0,-999.0,
1914,51.961,4.635,53.636,51.689,14.685,9.957,11.061,153.0,-999.0,
1915,34.322,1.601,44.619,56.832,14.577,10.09,7.778,151.0,-999.0,
1916,51.948,4.157,56.443,65.008,32.685,14.52,16.171,142.0,-999.0,
1917,51.718,8.853,58.486,62.495,16.224,14.173,12.15,147.0,-999.0,
1918,44.744,7.477,47.092,49.152,14.635,12.63,17.126,156.0,-999.0,
1919,32.483,2.739,44.841,60.515,23.167,11.7,12.077,163.0,-999.0,
1920,47.732,3.317,54.393,53.752,12.295,10.099,9.376,155.0,-999.0,
1921,27.03,0.78,33.964,42.819,14.946,5.395,4.481,146.0,-999.0,
1922,37.569,1.891,43.193,58.179,31.372,13.108,9.027,151.0,-999.0,
1923,40.889,1.394,38.792,41.301,13.336,9.53,3.635,140.0,-999.0,
1924,44.456,4.434,56.833,58.142,21.976,14.37,15.432,161.0,-999.0,
1925,31.994,2.233,48.968,47.593,5.899,7.97,9.311,143.0,-999.0,
1926,47.098,2.107,52.85,45.673,13.634,8.225,6.908,120.0,-999.0,
1927,32.029,2.002,42.052,55.854,17.589,7.275,9.324,168.0,-999.0,
1928,31.931,3.05,34.325,36.223,15.739,8.49,4.005,142.0,-999.0,
1929,42.431,4.423,60.164,64.78,25.922,10.98,15.44,145.0,-999.0,
1930,37.328,3.411,47.432,49.967,29.563,15.363,13.465,152.0,-999.0,
1931,23.839,0.49,19.276,32.942,16.664,11.394,3.034,148.0,-999.0,
1932,28.806,3.509,46.593,65.514,24.42,17.453,15.132,121.0,-999.0,
1933,27.717,1.851,34.88,42.668,14.218,9.933,5.0,160.0,-999.0,
1934,44.414,3.145,45.76,36.389,4.629,2.377,4.88,125.0,-999.0,
1935,43.144,5.154,48.311,46.655,18.851,5.356,5.547,144.0,-999.0,
1936,43.678,5.926,58.849,71.131,23.205,8.368,13.645,140.0,-999.0,
1937,29.4,2.519,57.846,72.453,26.327,16.274,16.577,133.0,-999.0,
1938,34.194,1.454,41.092,46.598,10.955,6.113,5.09,135.0,-999.0,
1939,35.583,0.601,37.88,41.327,8.372,10.077,5.521,165.0,-999.0,
1940,49.506,7.367,61.188,64.878,12.824,9.406,17.701,137.0,-999.0,
1941,41.917,1.215,45.529,49.114,7.768,6.837,7.39,142.0,-999.0,
1942,40.54,4.981,47.693,49.637,17.537,9.689,10.189,145.0,-999.0,
1943,44.511,3.345,47.438,45.082,18.675,4.637,7.855,129.0,-999.0,
1944,38.367,1.916,43.073,53.311,18.569,9.368,7.282,135.0,-999.0,
1945,47.994,2.946,54.141,52.789,14.036,8.208,9.316,146.0,-999.0,
1946,31.764,0.908,32.995,35.715,8.747,5.951,2.786,149.0,-999.0,
1947,41.05,3.173,51.606,56.949,11.454,9.39,11.994,141.0,-999.0,
1948,45.391,5.743,54.457,64.915,18.414,12.585,17.754,167.0,-999.0,
1949,24.733,1.314,41.53,63.064,27.489,19.225,14.231,137.0,-999.0,
1950,35.897,3.218,59.34,64.686,21.152,9.113,8.462,148.0,-999.0,
1951,33.144,4.305,57.436,67.171,17.818,12.039,13.179,155.0,-999.0,
1952,26.128,1.011,42.272,59.555,18.866,14.317,8.863,140.0,-999.0,
1953,21.144,1.114,36.562,35.953,2.612,5.925,3.944,143.0,-999.0,
1954,32.883,1.974,36.658,38.05,10.733,5.406,5.724,149.0,-999.0,
1955,45.694,2.679,56.227,73.346,24.423,14.942,9.662,167.0,-999.0,
1956,33.139,1.327,46.035,52.027,22.201,9.98,10.406,159.0,-999.0,
1957,29.567,1.969,40.802,45.678,21.21,8.163,8.829,136.0,-999.0,
1958,49.294,6.334,54.352,52.992,7.371,6.03,15.228,154.0,-999.0,
1959,36.828,2.679,49.072,51.047,12.023,5.173,10.215,168.0,-999.0,
1960,46.383,5.112,65.519,67.887,22.23,13.538,19.189,156.0,-999.0,
1961,38.27,4.225,42.395,44.726,11.161,6.788,11.228,177.0,-999.0,
1962,43.422,5.543,54.596,53.279,15.529,12.135,12.962,151.0,-999.0,
1963,51.189,8.739,63.208,50.05,16.717,10.274,17.838,163.0,-999.0,
1964,34.056,2.264,43.183,49.63,14.744,11.292,6.709,158.0,-999.0,
1965,35.544,3.027,48.409,56.007,12.092,9.642,8.667,152.0,-999.0,
1966,41.394,5.263,54.972,59.005,7.905,12.462,15.338,158.0,-999.0,
1967,37.989,2.578,46.413,47.965,8.458,11.198,6.701,151.0,-999.0,
1968,48.217,5.355,50.972,52.0,12.014,10.26,11.56,144.0,-999.0,
1969,46.606,2.741,55.911,68.363,21.118,7.783,10.06,133.0,-999.0,
1970,50.939,6.44,54.397,55.095,13.451,6.981,8.568,143.0,-999.0,
1971,37.444,4.647,52.02,62.58,14.721,13.094,11.051,169.0,-999.0,
1972,41.431,2.873,55.281,61.843,22.376,12.887,14.303,164.0,-999.0,
