Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1973,30.078,4.667,42.432,48.075,12.115,12.679,11.372,155.0,-999.0,
1974,35.506,2.186,43.309,43.267,12.391,12.906,9.697,100.0,-999.0,
1975,33.774,1.74,53.383,65.085,17.397,12.01,8.965,145.0,-999.0,
1976,45.206,3.676,50.426,43.684,13.557,7.904,7.825,134.0,-999.0,
1977,52.517,9.02,60.899,52.447,23.279,6.26,10.12,148.0,-999.0,
1978,58.45,10.536,73.853,81.405,18.19,13.029,27.18,133.0,-999.0,
1979,42.75,7.496,61.063,63.534,24.586,15.123,19.803,147.0,-999.0,
1980,48.5,5.733,55.117,50.366,16.954,6.644,13.44,127.0,-999.0,
1981,39.772,4.256,42.963,37.121,10.121,3.837,5.111,118.0,-999.0,
1982,40.25,5.779,54.527,60.498,20.147,11.144,14.444,157.0,-999.0,
1983,30.511,6.402,51.855,56.93,16.106,9.066,19.18,154.0,-999.0,
1984,36.397,3.521,45.637,43.895,19.273,12.788,8.991,133.0,-999.0,
1985,49.864,8.229,65.108,66.675,45.884,16.356,20.802,146.0,-999.0,
1986,35.856,2.67,44.608,40.409,13.552,5.106,6.966,147.0,-999.0,
1987,32.589,1.802,29.079,34.994,14.417,10.79,8.226,128.0,-999.0,
1988,40.15,5.849,49.41,48.851,17.397,11.843,10.538,153.0,-999.0,
1989,52.046,9.145,58.609,58.529,20.675,13.363,16.175,152.0,-999.0,
1990,18.894,1.238,28.411,37.541,15.615,11.481,8.513,147.0,-999.0,
1991,28.925,1.633,48.261,46.378,11.562,10.559,9.816,149.0,-999.0,
1992,33.778,1.29,37.437,41.602,11.723,11.25,5.592,169.0,-999.0,
1993,39.948,2.765,55.965,63.59,29.175,12.441,15.218,144.0,-999.0,
1994,43.572,4.607,49.464,55.027,12.69,7.333,8.799,167.0,-999.0,
1995,44.814,4.575,60.77,59.807,12.063,5.327,11.662,154.0,-999.0,
1996,43.469,7.995,63.042,73.042,16.509,8.057,14.598,164.0,-999.0,
1997,32.476,3.998,51.84,58.881,11.723,11.538,12.624,164.0,-999.0,
1998,19.025,2.209,33.334,46.021,9.982,6.425,10.268,141.0,-999.0,
1999,31.037,2.98,35.484,30.489,7.125,3.5,4.073,164.0,-999.0,
2000,45.22,7.334,55.921,55.766,17.357,5.615,11.295,140.0,-999.0,
2001,31.482,2.528,43.887,52.305,15.661,10.349,8.785,154.0,-999.0,
2002,27.083,2.561,36.916,48.162,11.357,10.019,7.628,135.0,-999.0,
2003,51.929,4.785,55.827,55.375,8.442,5.849,9.709,147.0,-999.0,
2004,40.069,4.257,44.109,42.192,12.06,11.509,10.342,153.0,-999.0,
2005,43.023,2.572,50.412,48.607,18.391,9.23,11.162,146.0,-999.0,
2006,23.948,1.428,26.837,35.349,13.21,9.583,5.094,149.0,-999.0,
2007,45.299,3.191,57.848,60.096,19.518,14.971,18.338,164.0,-999.0,
2008,38.028,3.294,59.808,54.603,18.638,13.122,11.523,167.0,-999.0,
2009,45.739,3.841,54.51,60.138,21.364,11.548,11.417,152.0,-999.0,
2010,47.402,8.864,63.162,65.603,11.296,9.07,12.491,140.0,-999.0,
2011,36.794,4.401,49.124,53.654,13.546,12.196,13.607,151.0,-999.0,
2012,22.767,1.249,31.425,39.05,9.446,7.112,5.491,170.0,-999.0,
2013,43.098,3.557,61.571,60.792,19.913,19.25,14.794,156.0,-999.0,
2014,51.989,8.028,69.095,62.929,20.231,8.73,18.447,147.0,-999.0,
2015,49.067,6.11,50.97,47.635,12.685,10.61,13.868,131.0,-999.0,
2016,33.167,3.916,44.345,41.742,16.31,10.812,8.017,139.0,-999.0,
2017,37.994,3.083,42.73,49.814,24.802,8.875,8.333,152.0,-999.0,
2018,40.685,6.209,55.358,61.929,10.263,8.638,13.653,147.0,-999.0,
2019,41.767,2.211,58.081,72.853,20.907,13.702,14.557,128.0,-999.0,
2020,22.517,1.117,38.136,45.219,7.981,8.977,5.884,131.0,-999.0,
