Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,1.025,8.8,1.482,0.98,0.118,0.578,5.944,-999.0,-999.0,
1901,1.037,7.993,3.391,1.631,0.0,0.484,9.556,-999.0,-999.0,
1902,0.056,9.133,0.331,0.139,0.0,0.4,14.982,-999.0,-999.0,
1903,0.148,4.864,0.379,0.298,0.043,0.21,7.903,-999.0,-999.0,
1904,0.25,2.48,0.218,0.148,0.0,0.567,4.258,-999.0,-999.0,
1905,0.889,6.667,0.484,0.114,0.08,0.322,11.309,0.0,-999.0,
1906,0.897,4.839,0.251,0.016,0.5,0.407,8.72,0.0,-999.0,
1907,0.31,5.617,0.566,0.25,0.04,0.149,13.034,0.0,-999.0,
1908,1.011,3.785,0.391,0.162,0.154,0.372,6.74,0.0,-999.0,
1909,0.299,8.377,0.843,0.429,0.0,0.354,16.212,0.0,-999.0,
1910,0.448,3.674,0.597,0.301,0.0,0.365,15.289,0.0,-999.0,
1911,0.695,5.252,1.539,0.997,0.161,0.229,18.132,0.0,-999.0,
1912,0.259,6.938,0.685,0.556,0.037,0.201,13.791,0.0,-999.0,
1913,0.238,4.374,2.17,1.288,0.115,0.458,11.561,0.0,-999.0,
1914,0.034,7.438,1.836,0.758,0.0,0.091,12.846,0.0,-999.0,
1915,0.2,7.646,0.182,0.013,0.089,0.143,11.991,1.0,-999.0,
1916,0.42,5.536,2.218,0.9,0.0,0.326,15.278,0.0,-999.0,
1917,0.753,3.577,1.491,1.01,0.0,0.486,14.526,0.0,-999.0,
1918,1.196,4.833,1.794,0.475,0.052,0.212,15.536,0.0,-999.0,
1919,0.339,5.855,1.045,0.768,0.0,0.497,7.291,0.0,-999.0,
1920,0.036,3.102,0.342,0.144,0.036,0.592,7.868,0.0,-999.0,
1921,0.47,6.647,1.149,0.483,0.0,1.487,9.954,0.0,-999.0,
1922,0.0,5.721,0.85,0.398,0.0,0.446,11.486,0.0,-999.0,
1923,0.089,6.779,0.773,0.209,0.0,0.173,12.279,0.0,-999.0,
1924,0.149,10.182,0.557,0.307,0.196,0.214,16.563,0.0,-999.0,
1925,0.241,10.445,0.852,0.508,0.074,0.457,17.364,0.0,-999.0,
1926,0.529,7.931,0.458,0.449,0.054,0.367,9.382,0.0,-999.0,
1927,0.0,7.047,0.152,0.325,0.071,0.147,9.446,0.0,-999.0,
