Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1982,0.1,0.478,0.184,0.028,0.042,0.107,0.216,-999.0,4.0,
1983,0.119,0.425,0.086,0.025,0.031,0.043,0.254,-999.0,0.0,
1984,0.038,0.268,0.018,0.073,0.0,0.0,0.07,-999.0,1.0,
1985,0.078,0.284,0.087,0.041,0.0,0.006,0.45,-999.0,1.667,
1986,0.078,0.164,0.221,0.057,0.021,0.085,0.45,-999.0,1.667,
1987,0.049,0.271,0.066,0.024,0.086,0.012,0.215,-999.0,2.333,
1988,0.0,0.259,0.022,0.024,0.0,0.013,0.085,-999.0,1.333,
1989,0.059,0.339,0.083,0.076,0.0,0.025,0.237,-999.0,4.0,
1990,0.124,0.572,0.123,0.035,0.14,0.0,0.28,-999.0,2.333,
1991,0.076,0.473,0.049,0.022,0.0,0.019,0.322,-999.0,1.0,
1992,0.0,0.319,0.067,0.015,0.0,0.012,0.174,-999.0,0.333,
1993,0.0,0.232,0.269,0.025,0.031,0.049,0.408,-999.0,0.667,
1994,0.031,0.444,0.097,0.047,0.062,0.006,0.337,-999.0,1.0,
1995,0.01,0.539,0.101,0.036,0.016,0.176,0.188,-999.0,1.333,
1996,0.203,0.44,0.092,0.028,0.178,0.061,0.186,-999.0,2.0,
1997,0.025,0.42,0.039,0.022,0.036,0.052,0.262,-999.0,0.333,
1998,0.096,0.582,0.137,0.051,0.05,0.036,0.704,-999.0,0.0,
1999,0.268,0.401,0.076,0.03,0.0,0.033,0.155,-999.0,0.667,
2000,0.029,0.168,0.12,0.036,0.0,0.025,0.191,-999.0,0.333,
2001,0.025,0.494,0.063,0.004,0.011,0.0,0.304,-999.0,0.0,
2002,0.029,0.412,0.162,0.04,0.017,0.089,0.277,-999.0,1.667,
2003,0.022,0.415,0.113,0.011,0.075,0.036,0.22,-999.0,0.667,
2004,0.276,0.545,0.119,0.018,0.0,0.042,0.29,-999.0,3.667,
2005,0.286,0.409,0.063,0.018,0.044,0.105,0.186,-999.0,1.0,
2006,0.071,0.314,0.108,0.019,0.097,0.019,0.222,-999.0,0.667,
2007,0.071,0.185,0.154,0.104,0.065,0.006,0.503,-999.0,0.0,
2008,0.095,0.537,0.306,0.054,0.033,0.025,0.293,-999.0,1.333,
2009,0.044,0.477,0.088,0.0,0.056,0.025,0.283,-999.0,1.333,
2010,0.219,0.342,0.167,0.039,0.062,0.063,0.205,-999.0,1.333,
2011,0.399,0.494,0.119,0.024,0.033,0.033,0.075,-999.0,0.333,
2012,0.059,0.397,0.088,0.013,0.05,0.073,0.214,-999.0,0.0,
2013,0.1,0.41,0.138,0.006,0.037,0.009,0.262,-999.0,1.333,
2014,0.127,0.379,0.137,0.045,0.0,0.088,0.156,-999.0,2.0,
2015,0.086,0.442,0.167,0.035,0.051,0.01,0.698,-999.0,3.667,
2016,0.121,0.677,0.172,0.053,0.031,0.069,0.371,-999.0,1.333,
2017,0.042,0.698,0.201,0.039,0.0,0.069,0.385,-999.0,1.0,
2018,0.097,0.427,0.136,0.098,0.0,0.02,0.488,-999.0,2.667,
2019,0.094,0.447,0.105,0.093,0.012,0.048,0.319,-999.0,2.0,
2020,0.048,0.518,0.05,0.026,0.012,0.01,0.176,-999.0,0.5,
2021,0.244,0.45,0.115,0.079,0.037,0.099,0.257,-999.0,1.0,
