Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1895,-999.0,-999.0,47.74,48.04,41.67,43.98,62.37,60.58,52.21
1896,-999.0,-999.0,45.44,48.32,36.76,43.2,63.73,60.84,52.58
1897,-999.0,-999.0,51.78,48.75,44.37,45.11,64.44,63.9,53.42
1898,-999.0,-999.0,48.23,49.45,40.45,44.04,61.95,60.6,52.24
1899,-999.0,-999.0,51.88,48.85,45.66,46.83,63.73,64.05,54.16
1900,-999.0,-999.0,51.75,52.19,43.06,44.42,65.97,64.4,53.02
1901,-999.0,-999.0,49.05,47.02,44.62,46.86,60.71,64.13,54.68
1902,-999.0,-999.0,50.29,50.41,43.09,45.26,64.06,63.04,53.3
1903,-999.0,-999.0,47.84,47.69,42.63,45.12,60.95,61.18,53.78
1904,-999.0,-999.0,50.05,46.2,46.76,48.36,62.61,63.19,53.78
1905,-999.0,-999.0,49.56,47.82,44.05,44.2,63.7,63.38,52.88
1906,-999.0,-999.0,50.1,49.34,44.18,46.19,63.29,60.65,52.35
1907,-999.0,-999.0,47.94,46.99,44.47,47.43,61.96,62.18,53.32
1908,-999.0,-999.0,51.51,50.0,44.82,45.93,62.54,61.71,51.74
1909,-999.0,-999.0,50.27,48.77,44.8,46.6,64.0,64.56,53.39
1910,-999.0,-999.0,49.01,48.45,45.06,46.12,63.22,64.38,55.16
1911,-999.0,-999.0,47.15,47.57,40.17,43.16,64.42,62.86,51.79
1912,-999.0,-999.0,50.45,49.88,42.68,43.52,63.41,62.58,51.01
1913,-999.0,-999.0,50.74,50.21,44.19,45.38,62.48,62.19,53.31
1914,-999.0,-999.0,51.52,48.78,46.81,45.93,62.37,63.63,54.52
1915,-999.0,-999.0,51.21,50.46,44.46,45.17,64.95,64.01,53.43
1916,-999.0,-999.0,48.86,48.35,41.79,43.0,62.46,62.13,51.07
1917,-999.0,-999.0,46.57,44.7,45.08,48.06,59.45,61.91,55.15
1918,-999.0,-999.0,48.8,48.3,43.71,47.21,62.19,61.1,53.11
1919,-999.0,-999.0,49.19,49.73,38.98,43.09,66.45,62.54,51.49
1920,-999.0,-999.0,51.65,49.96,44.22,44.56,62.72,62.43,51.84
1921,-999.0,-999.0,50.35,49.83,43.95,45.54,65.6,65.52,55.32
1922,-999.0,-999.0,52.63,49.75,46.07,46.16,64.3,64.03,53.62
1923,-999.0,-999.0,49.57,48.77,45.02,46.85,61.88,61.2,52.29
1924,-999.0,-999.0,49.78,47.69,44.74,45.27,62.34,63.56,53.22
1925,30.3,-999.0,47.17,46.52,41.18,45.07,64.21,61.45,51.67
1926,31.13,-999.0,47.17,47.92,42.13,45.81,63.48,63.39,54.82
1927,20.53,-999.0,51.73,51.27,43.95,46.44,65.72,65.67,54.55
1928,26.47,-999.0,49.45,48.32,43.6,46.0,62.78,62.68,53.63
1929,30.03,-999.0,47.49,48.57,41.54,44.74,62.17,60.36,52.59
1930,24.17,-999.0,50.15,49.84,43.03,44.27,62.45,62.82,51.97
1931,26.63,-999.0,55.46,53.38,45.65,44.31,67.12,67.47,53.09
1932,23.53,-999.0,47.28,48.98,43.02,47.18,61.38,60.2,54.32
1933,24.27,-999.0,49.84,47.44,46.43,46.75,64.46,65.84,56.32
1934,27.77,-999.0,51.32,50.08,45.79,47.73,64.26,65.19,55.1
1935,25.73,-999.0,48.25,49.01,42.42,44.83,63.52,61.6,52.94
1936,28.2,-999.0,49.04,48.1,44.59,45.56,63.65,61.31,53.32
1937,30.57,-999.0,47.78,47.63,45.01,48.69,60.53,62.48,55.59
1938,30.83,-999.0,51.86,49.3,46.14,46.7,63.54,64.04,52.83
1939,22.33,-999.0,51.48,48.18,46.78,47.48,63.64,64.42,54.46
1940,28.27,-999.0,50.01,46.99,45.67,46.39,62.03,62.73,53.46
1941,24.97,-999.0,51.95,51.0,44.08,45.3,65.69,63.83,52.22
1942,25.9,-999.0,49.48,49.68,43.91,46.73,63.68,62.56,54.29
1943,29.57,-999.0,47.27,47.51,45.28,47.97,60.61,61.21,54.58
1944,27.0,-999.0,50.95,49.02,44.97,47.63,62.74,62.99,53.89
1945,22.77,-999.0,49.06,49.75,43.37,45.73,63.9,63.67,54.1
1946,25.77,-999.0,51.01,51.84,41.63,43.22,64.39,63.28,51.71
