Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1947,26.9,-999.0,51.44,50.75,44.53,46.48,64.24,64.74,53.64
1948,22.13,-999.0,51.18,50.59,45.43,44.8,62.53,62.05,52.99
1949,30.3,-999.0,49.86,49.19,45.85,47.0,62.99,63.21,55.3
1950,26.0,-999.0,49.07,49.15,43.79,47.04,61.87,63.35,55.9
1951,27.63,-999.0,46.42,48.21,40.81,45.41,62.19,61.93,53.3
1952,29.83,-999.0,48.66,48.55,44.68,46.94,60.47,61.27,54.05
1953,25.6,-999.0,52.63,50.65,48.24,48.84,62.9,63.57,55.3
1954,29.27,-999.0,51.01,50.03,46.3,46.78,63.58,65.32,55.48
1955,21.43,-999.0,48.91,48.77,41.74,44.44,62.7,63.13,54.38
1956,20.43,-999.0,51.02,48.61,45.17,44.76,62.34,64.37,53.65
1957,29.97,-999.0,48.07,49.69,42.82,45.67,61.89,59.91,51.72
1958,23.8,-999.0,51.11,49.03,45.41,46.68,63.39,63.09,54.92
1959,26.4,-999.0,46.95,50.3,40.55,44.98,63.07,60.67,53.57
1960,24.37,-999.0,51.42,49.89,45.39,46.69,63.79,64.24,54.6
1961,23.83,-999.0,50.65,52.4,41.71,43.23,63.21,61.11,51.48
1962,26.2,-999.0,50.07,47.18,46.54,47.7,62.45,63.89,55.69
1963,23.0,-999.0,54.32,50.5,49.62,49.2,63.3,66.09,56.37
1964,26.83,-999.0,49.99,48.52,43.44,45.26,62.5,62.93,53.56
1965,25.57,-999.0,49.55,48.42,42.85,46.99,63.48,64.39,54.35
1966,25.73,-999.0,48.63,48.41,44.29,47.86,61.87,62.63,54.77
1967,27.1,-999.0,47.81,47.2,45.26,48.46,59.78,61.39,55.56
1968,24.63,-999.0,50.09,50.07,44.29,45.67,61.72,61.76,53.41
1969,27.53,-999.0,48.68,48.78,43.93,45.64,61.55,61.71,52.97
1970,23.83,-999.0,50.23,51.29,42.08,44.09,63.18,60.86,52.23
1971,24.2,-999.0,52.7,51.57,43.16,43.66,64.57,63.23,51.61
1972,26.5,-999.0,47.9,47.02,41.94,44.78,62.52,61.07,51.63
1973,24.1,-999.0,52.16,50.2,43.42,45.56,65.71,64.36,53.44
1974,24.73,-999.0,48.45,47.36,44.66,47.67,60.93,60.24,54.22
1975,22.0,-999.0,50.62,50.64,43.53,45.76,63.0,61.87,53.0
1976,28.37,-999.0,45.25,45.27,43.15,47.49,58.02,57.77,53.2
1977,24.23,-999.0,49.76,49.7,43.98,45.2,63.38,64.92,55.43
1978,27.87,-999.0,50.75,48.22,43.64,44.52,64.53,63.58,54.09
1979,31.97,-999.0,49.43,50.14,44.95,47.12,62.34,62.26,54.4
1980,27.73,-999.0,49.16,47.58,45.69,47.02,62.64,62.54,54.27
1981,26.37,-999.0,49.68,47.64,46.27,46.77,61.86,63.45,54.83
1982,23.97,-999.0,49.72,50.36,42.41,44.24,62.84,62.82,52.08
1983,25.03,-999.0,51.12,50.27,44.86,46.42,62.9,64.52,55.16
1984,25.43,-999.0,50.03,49.48,42.04,44.0,63.17,61.96,52.52
1985,23.03,-999.0,49.12,51.17,37.59,40.34,66.32,62.83,51.53
1986,26.13,-999.0,49.2,48.29,42.24,45.52,65.07,62.26,52.32
1987,27.03,-999.0,49.8,48.46,45.77,49.15,61.86,62.23,55.03
1988,21.93,-999.0,48.76,47.84,44.82,48.5,62.12,63.43,55.41
1989,24.53,-999.0,48.88,49.26,44.88,47.11,62.87,62.71,54.49
1990,22.93,-999.0,51.73,50.9,47.01,47.98,64.48,64.28,55.36
1991,26.63,-999.0,47.93,49.55,42.39,47.47,62.37,60.79,54.86
1992,22.1,-999.0,48.44,47.96,43.76,46.22,62.1,62.0,54.23
1993,28.47,-999.0,46.73,48.27,41.16,45.66,62.29,60.1,52.8
1994,23.17,-999.0,52.31,50.28,45.33,45.27,63.75,63.55,52.55
1995,27.3,-999.0,47.37,48.66,43.65,48.1,61.81,62.77,56.65
1996,22.0,-999.0,47.54,48.05,41.15,45.54,61.65,61.72,53.7
1997,27.67,-999.0,49.36,47.97,45.3,47.34,61.94,62.72,54.67
1998,28.0,-999.0,53.56,50.97,47.89,48.2,66.14,66.5,54.85
1999,24.23,-999.0,52.03,51.4,46.83,48.58,63.86,64.44,56.65
2000,27.2,-999.0,50.55,49.21,42.35,44.26,62.53,62.79,52.51
2001,24.63,-999.0,52.53,51.62,47.58,48.44,63.24,63.93,56.96
2002,32.87,-999.0,49.29,49.71,43.28,46.49,63.96,61.74,54.17
2003,28.5,-999.0,50.25,50.57,43.9,47.35,64.24,63.28,56.07
2004,27.93,-999.0,52.81,50.86,46.16,46.28,65.56,64.32,53.21
2005,25.13,-999.0,53.03,52.26,47.15,46.06,65.26,65.69,55.4
2006,27.37,-999.0,49.28,50.34,43.21,46.5,62.1,63.0,53.68
2007,29.53,-999.0,52.9,52.14,46.33,45.84,65.15,65.04,55.7
2008,23.23,-999.0,50.42,49.38,45.56,48.14,61.84,62.43,56.14
2009,26.5,-999.0,51.12,50.14,45.29,46.64,63.38,62.03,54.66
2010,29.37,-999.0,51.45,50.76,45.31,46.76,64.41,64.57,55.14
2011,24.83,-999.0,51.58,52.58,46.16,47.6,62.92,63.95,55.11
2012,24.03,-999.0,49.51,49.83,45.57,48.47,61.96,64.17,56.94
2013,29.1,-999.0,50.21,49.44,45.09,46.62,63.04,63.19,54.15
2014,29.23,-999.0,47.83,49.9,44.24,48.63,62.24,62.9,56.74
2015,29.23,-999.0,54.27,52.76,48.12,47.91,65.57,66.09,56.41
2016,28.43,-999.0,55.51,52.71,48.84,48.27,66.83,67.4,56.82
2017,29.53,-999.0,52.05,52.42,45.37,46.93,64.55,64.97,56.76
2018,32.4,-999.0,48.72,49.91,43.03,46.72,64.8,61.6,54.92
2019,31.67,-999.0,49.79,49.86,42.45,44.9,65.1,63.53,54.34
2020,28.47,-999.0,50.42,51.66,44.81,48.55,65.45,63.64,57.33
2021,23.93,-999.0,53.49,52.53,48.86,48.13,63.97,66.0,56.92
