Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1895,-999.0,-999.0,45.62,45.06,40.31,43.55,60.3,59.62,51.08
1896,-999.0,-999.0,47.12,45.75,40.95,44.61,62.67,62.29,52.86
1897,-999.0,-999.0,46.59,45.87,41.17,44.53,62.54,61.55,51.71
1898,-999.0,-999.0,47.05,47.05,41.3,44.1,62.0,60.81,51.45
1899,-999.0,-999.0,46.23,45.93,39.86,43.57,61.77,60.95,51.74
1900,-999.0,-999.0,47.95,46.83,44.1,45.85,62.39,62.07,53.17
1901,-999.0,-999.0,46.9,45.32,43.14,44.89,60.4,62.09,52.88
1902,-999.0,-999.0,46.72,45.69,41.44,44.03,61.75,61.89,52.2
1903,-999.0,-999.0,45.77,45.54,40.91,43.62,60.72,59.78,51.23
1904,-999.0,-999.0,44.5,43.15,41.83,45.49,60.82,61.59,52.62
1905,-999.0,-999.0,45.88,44.81,41.55,44.59,61.15,60.15,51.7
1906,-999.0,-999.0,47.08,46.21,42.3,45.49,61.77,60.65,52.04
1907,-999.0,-999.0,45.56,44.15,41.03,44.75,62.12,62.33,52.44
1908,-999.0,-999.0,48.01,46.35,42.76,44.58,62.5,62.11,51.49
1909,-999.0,-999.0,46.45,45.77,40.92,43.91,62.18,62.12,51.64
1910,-999.0,-999.0,47.0,45.82,43.72,45.17,61.09,62.52,53.76
1911,-999.0,-999.0,47.92,46.62,41.27,43.2,63.53,62.89,51.54
1912,-999.0,-999.0,44.93,44.85,40.51,43.68,60.78,59.99,50.4
1913,-999.0,-999.0,47.88,47.55,41.76,43.46,62.31,60.8,50.92
1914,-999.0,-999.0,47.15,44.66,42.87,45.22,61.32,61.28,52.63
1915,-999.0,-999.0,46.64,46.26,41.76,45.51,61.49,60.67,51.67
1916,-999.0,-999.0,45.95,45.43,39.44,42.32,61.89,61.9,51.44
1917,-999.0,-999.0,43.4,43.08,39.88,44.14,60.01,60.84,51.5
1918,-999.0,-999.0,47.05,45.5,42.45,45.48,61.95,61.62,52.06
1919,-999.0,-999.0,47.3,46.68,41.72,43.88,62.56,60.46,51.49
1920,-999.0,-999.0,46.39,45.12,41.77,44.13,60.91,60.86,51.35
1921,-999.0,-999.0,50.25,48.25,44.4,44.95,64.18,63.76,53.44
1922,-999.0,-999.0,48.24,46.56,41.51,43.1,63.24,62.45,51.71
1923,-999.0,-999.0,47.12,45.29,42.5,44.6,62.08,61.61,51.29
1924,-999.0,-999.0,44.69,44.33,40.56,44.42,60.73,60.43,51.71
