Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1925,25.28,-999.0,47.03,45.79,43.26,46.4,63.01,62.61,52.57
1926,29.84,-999.0,45.72,43.84,43.38,46.72,61.48,61.26,53.3
1927,23.9,-999.0,46.95,46.37,40.82,44.38,63.38,62.95,52.7
1928,26.92,-999.0,47.05,45.84,42.73,45.09,61.25,61.69,52.62
1929,27.6,-999.0,45.17,45.85,40.28,43.47,61.78,60.74,51.66
1930,25.34,-999.0,48.07,46.83,42.98,44.04,61.85,61.56,51.75
1931,26.72,-999.0,50.89,48.24,45.46,45.33,62.81,62.48,52.82
1932,23.9,-999.0,47.27,47.14,41.81,43.97,62.82,61.16,51.49
1933,22.97,-999.0,48.49,46.83,43.97,44.69,63.6,63.87,52.25
1934,26.37,-999.0,48.47,45.55,46.22,48.68,62.32,64.02,55.4
1935,25.66,-999.0,46.67,45.42,42.48,44.32,62.06,62.14,52.46
1936,26.35,-999.0,46.57,45.88,42.18,45.35,62.15,61.81,53.47
1937,27.17,-999.0,46.11,46.81,41.54,44.45,61.7,61.47,52.19
1938,26.82,-999.0,49.19,47.36,44.1,45.82,63.11,63.43,52.61
1939,24.75,-999.0,48.68,46.38,44.69,46.55,62.92,63.3,53.15
1940,29.21,-999.0,46.08,44.27,43.51,47.17,60.03,60.71,53.83
1941,26.94,-999.0,49.05,46.83,44.13,46.35,62.35,61.66,52.01
1942,27.19,-999.0,47.43,46.63,42.46,44.71,61.6,61.22,52.12
1943,27.14,-999.0,46.28,45.34,42.73,44.79,61.87,61.91,53.43
1944,27.48,-999.0,48.03,46.4,42.33,44.63,62.15,61.62,51.24
1945,25.64,-999.0,46.24,46.4,41.77,45.07,62.29,61.82,52.07
1946,24.47,-999.0,48.74,47.34,43.74,44.96,63.0,63.25,52.64
1947,25.85,-999.0,46.93,46.37,42.55,45.83,61.35,61.34,52.55
1948,23.36,-999.0,47.24,46.28,42.19,43.42,62.14,61.53,51.42
1949,25.54,-999.0,48.21,48.58,41.85,44.05,63.06,61.25,51.37
1950,26.07,-999.0,44.92,45.99,39.84,44.38,61.74,61.91,53.43
1951,25.16,-999.0,45.2,46.77,39.31,44.31,62.06,61.66,52.12
1952,25.42,-999.0,48.05,47.49,42.79,44.66,62.33,62.25,52.0
1953,26.05,-999.0,49.07,48.6,44.67,46.27,62.9,63.18,52.89
1954,24.55,-999.0,48.59,46.79,44.0,44.9,62.87,64.11,53.97
1955,23.29,-999.0,47.77,46.83,41.42,42.82,62.11,62.3,51.55
1956,21.82,-999.0,47.49,45.81,42.7,44.48,62.38,63.26,52.63
1957,28.23,-999.0,47.22,47.11,42.32,44.53,62.52,61.53,52.32
1958,27.01,-999.0,46.28,44.77,43.43,47.49,60.1,60.61,53.69
1959,24.62,-999.0,47.18,47.18,42.17,45.05,61.94,60.91,53.32
1960,26.72,-999.0,46.27,45.92,42.26,44.85,60.42,60.62,52.73
1961,23.71,-999.0,47.04,46.32,43.35,46.07,60.95,60.46,52.48
1962,26.84,-999.0,46.48,45.07,42.73,45.01,61.43,62.12,52.8
1963,26.56,-999.0,46.83,44.99,44.38,45.75,60.61,62.63,53.05
1964,23.26,-999.0,47.98,46.28,42.24,43.59,61.5,61.99,51.33
1965,24.7,-999.0,46.64,45.62,41.44,45.36,61.87,62.22,51.93
1966,23.76,-999.0,46.09,45.82,42.06,45.97,60.38,60.7,52.8
1967,27.06,-999.0,46.11,45.29,42.55,46.4,60.92,61.82,52.56
1968,25.38,-999.0,47.04,45.64,42.1,45.31,60.15,60.4,52.05
1969,27.03,-999.0,46.27,45.94,41.81,44.95,60.45,61.39,52.78
1970,25.24,-999.0,46.74,46.06,41.9,45.09,61.23,61.08,52.37
1971,22.28,-999.0,47.22,46.2,41.92,44.32,61.82,61.84,51.59
1972,23.56,-999.0,45.47,45.1,41.16,44.62,61.67,61.35,52.63
1973,24.6,-999.0,48.77,47.98,43.24,45.57,62.08,61.03,51.74
1974,23.67,-999.0,47.1,46.16,43.48,45.61,62.06,61.71,52.69
1975,23.03,-999.0,47.49,47.1,41.51,44.09,62.05,60.95,51.19
1976,25.82,-999.0,46.44,45.17,43.79,44.86,60.06,60.43,52.33
1977,26.99,-999.0,47.56,46.23,43.6,45.43,61.48,62.59,53.51
1978,29.07,-999.0,45.46,44.8,40.6,44.96,60.64,60.71,52.73
1979,27.58,-999.0,45.1,46.34,41.13,45.24,60.38,59.88,52.07
1980,26.45,-999.0,47.08,45.52,43.82,45.5,61.41,62.29,53.37
1981,29.2,-999.0,47.93,46.27,45.46,46.5,60.95,62.4,54.6
1982,25.29,-999.0,46.3,46.07,40.97,43.99,62.05,61.42,51.71
1983,26.86,-999.0,47.73,47.18,43.06,45.51,60.59,60.49,52.48
1984,25.25,-999.0,47.6,46.85,42.84,43.91,61.71,61.77,52.2
1985,26.29,-999.0,46.19,46.46,40.89,42.75,61.9,61.11,52.28
1986,26.92,-999.0,48.32,46.73,44.3,46.54,63.01,62.9,53.98
1987,27.53,-999.0,50.35,47.18,45.89,47.03,61.98,61.47,52.94
1988,27.13,-999.0,47.88,46.4,44.91,46.49,60.96,61.58,53.32
1989,26.77,-999.0,46.03,45.61,42.42,45.27,61.22,61.05,53.55
1990,25.39,-999.0,49.21,48.83,44.43,46.04,63.82,62.8,53.17
1991,26.97,-999.0,48.97,48.61,44.4,46.02,63.11,62.23,52.75
1992,25.03,-999.0,47.37,45.74,44.18,47.72,61.32,61.54,53.52
1993,29.9,-999.0,46.22,46.27,40.76,43.97,61.46,60.71,52.38
1994,26.19,-999.0,47.5,46.37,43.76,46.68,62.11,62.51,53.9
1995,27.78,-999.0,47.25,46.83,43.01,46.44,61.93,62.03,54.0
1996,25.08,-999.0,45.44,46.22,40.81,45.58,61.12,61.94,54.51
1997,28.13,-999.0,46.9,46.09,43.25,46.06,61.45,61.05,53.42
1998,28.43,-999.0,51.12,49.72,45.17,46.86,64.21,64.1,52.89
1999,24.04,-999.0,49.64,48.67,45.45,45.91,63.16,63.65,53.83
2000,28.38,-999.0,48.19,46.69,44.03,45.93,62.13,63.31,54.65
2001,27.33,-999.0,49.39,48.3,44.91,46.34,62.44,62.96,54.5
2002,30.08,-999.0,48.92,48.35,43.56,45.9,62.73,62.16,54.02
2003,29.11,-999.0,47.59,46.3,44.39,47.57,61.82,62.5,55.05
2004,29.32,-999.0,48.11,47.02,44.11,46.99,62.51,62.4,53.7
2005,29.18,-999.0,49.36,47.79,44.87,46.22,62.7,63.14,54.16
2006,26.4,-999.0,50.18,49.2,45.77,46.56,63.13,64.28,54.13
2007,28.08,-999.0,49.18,47.47,44.96,46.5,63.47,62.13,54.34
2008,25.08,-999.0,46.57,47.4,42.37,45.08,62.01,62.19,53.5
2009,26.76,-999.0,46.99,46.79,42.16,45.52,61.99,62.32,53.73
2010,27.43,-999.0,49.05,48.92,43.4,45.83,61.91,62.37,53.43
2011,26.95,-999.0,48.76,48.77,43.04,44.76,63.22,64.01,53.16
2012,24.31,-999.0,51.63,50.11,46.65,46.77,64.16,65.12,55.45
2013,27.8,-999.0,46.73,47.46,42.97,46.19,61.76,61.83,53.56
2014,30.33,-999.0,45.38,46.28,42.81,47.76,61.09,61.67,55.42
2015,30.03,-999.0,49.03,47.6,45.91,48.92,63.61,63.11,55.42
2016,31.88,-999.0,50.66,49.26,46.2,47.48,64.2,64.39,55.21
2017,29.33,-999.0,49.76,48.72,44.83,46.43,64.18,64.28,55.75
2018,30.42,-999.0,48.01,48.07,42.9,47.02,63.36,62.8,55.24
2019,32.19,-999.0,47.33,47.64,41.33,45.58,64.03,62.52,53.4
2020,27.48,-999.0,49.25,49.48,44.79,47.11,63.82,63.63,55.55
2021,26.49,-999.0,50.08,49.52,45.7,47.67,63.24,63.29,55.41
