Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1962,0.067,6.547,0.173,0.014,0.0,0.218,9.624,0.0,-999.0,
1963,0.256,6.576,0.54,0.641,0.036,0.195,13.466,0.0,-999.0,
1964,0.239,5.657,1.233,1.056,0.034,0.434,16.915,0.0,-999.0,
1965,0.083,3.628,0.31,0.026,0.034,0.132,7.111,0.0,-999.0,
1966,0.367,6.181,1.223,0.782,0.0,0.484,11.132,0.0,-999.0,
1967,0.1,4.475,0.086,0.014,0.0,0.575,6.752,0.0,-999.0,
1968,0.444,4.782,1.015,0.539,0.103,0.163,4.859,0.0,-999.0,
1969,0.5,10.306,1.205,0.574,0.034,0.622,15.444,0.0,-999.0,
1970,0.111,7.598,1.103,0.798,0.103,0.619,12.598,0.0,-999.0,
1971,0.2,4.293,0.296,0.222,0.0,0.701,5.671,0.0,-999.0,
1972,0.362,5.23,0.335,0.083,0.0,0.393,5.179,0.0,-999.0,
1973,0.506,6.068,0.269,0.324,0.0,0.252,4.141,0.0,-999.0,
1974,0.155,3.783,0.5,0.928,0.0,0.311,6.021,-999.0,-999.0,
1975,0.214,4.551,0.305,0.495,0.138,0.308,4.607,0.0,-999.0,
1976,0.017,2.115,0.489,0.596,0.034,0.33,2.432,0.0,-999.0,
1977,0.609,8.596,1.519,0.963,0.138,0.542,11.551,0.0,-999.0,
1978,0.356,8.852,0.898,0.428,0.0,0.369,15.551,0.0,-999.0,
1979,0.718,7.154,0.31,0.082,0.0,0.16,5.65,0.0,-999.0,
1980,0.733,16.579,3.19,0.986,0.0,0.349,25.316,0.0,-999.0,
1981,0.439,11.614,1.146,0.505,0.0,0.654,9.628,0.0,-999.0,
1982,0.239,6.623,0.544,0.452,0.0,0.365,9.718,0.0,-999.0,
1983,0.707,8.41,1.968,1.278,0.0,0.475,10.203,0.0,-999.0,
1984,0.4,4.257,0.588,0.325,0.034,0.449,8.013,0.0,-999.0,
1985,0.241,5.64,0.401,0.119,0.054,0.692,9.18,0.0,-999.0,
1986,0.367,8.122,1.14,0.452,0.034,0.337,12.838,0.0,-999.0,
1987,0.489,8.038,1.26,0.374,0.0,0.253,11.107,0.0,-999.0,
1988,0.956,7.893,3.406,1.777,0.0,0.529,12.786,0.0,-999.0,
1989,0.287,5.654,0.633,0.448,0.0,0.73,11.111,0.0,-999.0,
1990,0.211,7.593,1.051,0.777,0.0,1.067,13.355,0.0,-999.0,
1991,0.437,6.363,1.179,0.936,0.0,0.317,8.774,0.0,-999.0,
1992,0.067,5.453,0.568,0.055,0.018,0.385,6.447,0.0,-999.0,
1993,0.736,10.185,1.119,0.123,0.0,0.454,16.201,0.0,-999.0,
1994,0.439,4.679,0.393,0.266,0.052,1.333,10.175,0.0,-999.0,
1995,1.083,11.296,2.444,0.851,0.034,0.542,12.868,0.0,-999.0,
1996,0.056,6.359,0.943,0.428,0.0,0.899,13.863,0.0,-999.0,
1997,0.214,8.152,0.787,0.319,0.0,0.374,11.739,0.0,-999.0,
1998,0.438,19.635,1.517,0.206,0.089,0.918,27.018,0.0,-999.0,
1999,1.284,12.96,2.499,1.036,0.0,0.572,13.944,0.0,-999.0,
2000,0.232,10.203,0.822,0.436,0.018,1.17,18.816,0.0,-999.0,
2001,0.821,9.027,1.939,0.956,0.0,0.673,18.206,0.0,-999.0,
2002,1.196,9.56,1.337,0.932,0.107,1.393,10.282,0.0,-999.0,
2003,0.375,9.134,0.522,0.436,0.058,1.956,10.167,0.0,-999.0,
2004,0.201,8.935,0.22,0.058,0.0,0.821,5.684,0.0,-999.0,
2005,1.034,14.106,1.379,0.766,0.0,0.654,9.556,0.0,-999.0,
2006,1.121,11.056,2.316,0.882,0.074,1.344,16.453,0.0,-999.0,
2007,0.27,12.108,1.242,0.365,0.0,1.118,8.833,0.0,-999.0,
2008,0.233,11.309,0.671,0.083,0.0,1.337,9.449,0.0,-999.0,
2009,0.233,11.97,0.673,0.09,0.0,1.128,16.522,0.0,-999.0,
2010,1.569,25.931,2.136,0.417,0.0,1.553,24.176,0.0,-999.0,
2011,0.85,19.201,4.312,1.877,0.0,1.386,35.026,0.0,-999.0,
2012,0.883,13.718,2.743,1.088,0.0,1.646,15.895,0.0,-999.0,
2013,1.184,8.996,1.02,0.208,0.135,1.26,11.772,0.0,-999.0,
2014,0.155,10.106,0.476,0.097,0.038,0.647,12.566,0.0,-999.0,
2015,0.967,15.547,0.821,0.194,0.241,0.873,14.697,0.0,-999.0,
2016,1.072,18.284,1.619,0.78,0.0,1.094,20.799,0.0,-999.0,
2017,0.494,13.329,0.895,0.34,0.0,1.663,12.789,0.0,-999.0,
2018,1.345,15.154,1.34,0.535,0.0,1.848,17.198,0.0,-999.0,
2019,0.783,17.142,1.235,0.53,0.0,1.358,18.342,0.0,-999.0,
2020,1.402,15.499,0.688,0.493,0.058,2.143,16.019,0.0,-999.0,
