Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,1.025,8.8,1.467,0.98,0.118,0.591,5.944,-999.0,-999.0,
1901,1.037,7.993,3.386,1.631,0.0,0.47,9.556,-999.0,-999.0,
1902,0.056,9.133,0.331,0.139,0.0,0.389,14.982,-999.0,-999.0,
1903,0.148,4.864,0.386,0.298,0.043,0.204,7.903,-999.0,-999.0,
1904,0.25,2.48,0.221,0.148,0.0,0.553,4.258,-999.0,-999.0,
1905,0.889,6.667,0.484,0.114,0.08,0.314,11.309,0.0,-999.0,
1906,0.897,4.839,0.242,0.016,0.5,0.398,8.72,0.0,-999.0,
1907,0.345,5.617,0.563,0.25,0.04,0.171,13.034,0.0,-999.0,
1908,1.011,3.785,0.391,0.162,0.154,0.364,6.74,0.0,-999.0,
1909,0.299,8.377,0.843,0.429,0.0,0.347,16.212,0.0,-999.0,
1910,0.448,3.674,0.6,0.301,0.0,0.398,15.289,0.0,-999.0,
1911,0.695,5.252,1.538,0.997,0.161,0.224,18.132,0.0,-999.0,
1912,0.259,6.938,0.68,0.556,0.037,0.218,13.791,0.0,-999.0,
1913,0.238,4.38,2.16,1.288,0.115,0.449,11.561,0.0,-999.0,
1914,0.034,7.438,1.83,0.758,0.0,0.089,12.846,0.0,-999.0,
1915,0.2,7.646,0.182,0.013,0.089,0.14,11.991,1.0,-999.0,
1916,0.42,5.536,2.213,0.9,0.0,0.34,15.278,0.0,-999.0,
1917,0.753,3.577,1.491,1.01,0.0,0.517,14.526,0.0,-999.0,
1918,1.196,4.833,1.775,0.475,0.052,0.248,15.536,0.0,-999.0,
1919,0.339,5.855,1.044,0.768,0.0,0.487,7.291,0.0,-999.0,
1920,0.036,3.102,0.338,0.144,0.036,0.619,7.868,0.0,-999.0,
1921,0.47,6.647,1.144,0.483,0.0,1.458,9.954,0.0,-999.0,
1922,0.0,5.721,0.84,0.398,0.0,0.437,11.486,0.0,-999.0,
1923,0.089,6.779,0.765,0.209,0.0,0.21,12.279,0.0,-999.0,
1924,0.149,10.182,0.554,0.307,0.196,0.21,16.563,0.0,-999.0,
1925,0.241,10.445,0.844,0.508,0.074,0.448,17.364,0.0,-999.0,
1926,0.529,7.931,0.456,0.449,0.054,0.359,9.382,0.0,-999.0,
1927,0.0,7.047,0.15,0.325,0.071,0.144,9.446,0.0,-999.0,
1928,0.207,6.851,0.639,0.298,0.103,0.337,11.77,0.0,-999.0,
1929,0.236,5.651,0.553,0.848,0.103,0.467,7.897,0.0,-999.0,
1930,0.672,11.834,3.031,1.354,0.017,0.2,17.048,0.0,-999.0,
1931,0.557,9.54,4.036,3.201,0.0,0.885,13.0,0.0,-999.0,
1932,0.063,12.607,1.455,0.994,0.0,0.418,13.261,0.0,-999.0,
1933,0.406,9.879,1.646,0.969,0.034,0.612,15.662,0.0,-999.0,
1934,0.195,14.142,6.543,4.324,0.0,0.553,30.256,0.0,-999.0,
1935,0.167,9.38,2.449,1.941,0.071,0.196,14.098,0.0,-999.0,
1936,0.523,14.577,7.692,5.874,0.0,0.756,20.772,0.0,-999.0,
1937,0.411,7.791,1.283,1.914,0.018,0.723,16.915,0.0,-999.0,
1938,0.278,5.529,1.434,1.312,0.036,0.34,10.667,0.0,-999.0,
1939,0.356,7.531,1.176,1.675,0.018,0.705,12.436,0.0,-999.0,
1940,0.406,6.946,1.52,1.62,0.0,0.544,8.538,0.0,-999.0,
1941,0.206,10.29,1.506,0.691,0.083,0.481,9.105,0.0,-999.0,
1942,0.333,7.911,1.39,0.733,0.0,0.107,8.053,0.0,-999.0,
1943,0.422,11.209,1.539,0.776,0.0,0.359,15.923,0.0,-999.0,
1944,0.483,7.957,1.285,0.717,0.0,0.16,11.944,0.0,-999.0,
1945,0.253,8.526,0.674,0.505,0.0,0.211,10.444,0.0,-999.0,
1946,0.0,4.806,0.977,0.37,0.107,0.271,13.637,0.0,-999.0,
1947,0.25,7.472,1.773,1.606,0.034,0.32,9.621,0.0,-999.0,
1948,0.603,6.858,0.46,0.23,0.0,0.321,12.833,0.0,-999.0,
1949,0.956,6.976,1.069,0.356,0.0,0.497,8.688,0.0,-999.0,
1950,0.069,3.753,0.315,0.146,0.0,0.258,5.316,0.0,-999.0,
1951,0.103,9.107,0.492,0.08,0.0,0.144,18.436,0.0,-999.0,
1952,0.961,9.892,2.098,0.791,0.0,0.266,19.679,0.0,-999.0,
1953,0.736,7.585,1.873,0.945,0.0,0.509,16.573,0.0,-999.0,
1954,0.078,11.327,2.212,0.586,0.0,0.443,19.325,0.0,-999.0,
1955,0.944,5.116,2.19,2.242,0.0,0.231,9.944,0.0,-999.0,
1956,0.183,4.276,0.86,0.252,0.0,0.39,15.444,0.0,-999.0,
1957,0.183,6.473,0.703,0.47,0.0,0.471,13.068,0.0,-999.0,
1958,0.115,6.802,0.25,0.182,0.034,0.493,12.202,0.0,-999.0,
1959,0.611,4.23,0.867,0.45,0.069,0.574,6.346,0.0,-999.0,
1960,0.1,5.077,0.285,0.165,0.0,0.607,8.228,0.0,-999.0,
1961,0.483,3.08,0.344,0.082,0.069,0.497,4.268,0.0,-999.0,
