Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1960,37.81,-999.0,31.64,40.92,15.75,32.25,48.71,31.36,14.26
1961,41.09,-999.0,36.18,41.77,16.62,35.0,57.08,31.38,13.92
1962,35.39,-999.0,31.18,40.03,21.27,30.77,48.83,26.14,13.99
1963,39.96,-999.0,26.35,35.6,18.61,32.12,42.75,20.27,15.3
1964,35.71,-999.0,31.82,35.47,19.51,37.88,58.38,25.12,14.15
1965,38.04,-999.0,38.31,33.11,21.31,28.64,45.9,28.29,18.24
1966,33.79,-999.0,30.46,37.13,16.5,29.72,51.58,24.68,12.79
1967,39.07,-999.0,33.54,42.09,19.15,31.16,49.3,27.35,16.31
1968,29.43,-999.0,36.71,39.58,19.77,36.24,47.69,32.8,14.14
1969,29.44,-999.0,34.57,42.72,17.54,29.86,49.93,30.53,19.14
1970,36.26,-999.0,35.52,41.08,18.97,36.21,48.95,24.76,15.94
1971,36.28,-999.0,31.84,41.27,20.11,37.76,52.59,29.1,14.41
1972,31.32,-999.0,36.72,52.44,19.58,35.29,54.72,27.49,14.4
1973,31.7,-999.0,40.8,48.09,19.55,33.13,61.12,38.18,16.71
1974,33.22,-999.0,34.51,43.65,15.59,33.04,55.77,31.7,13.94
1975,33.22,-999.0,36.23,48.6,21.08,37.93,60.79,28.44,14.57
1976,36.63,-999.0,25.43,45.42,15.07,24.75,48.7,28.1,11.48
1977,35.14,-999.0,38.19,47.66,21.18,31.78,50.84,26.12,13.35
1978,34.85,-999.0,34.3,41.36,20.48,28.99,48.57,25.76,19.77
1979,37.26,-999.0,36.17,49.21,16.35,29.88,62.76,31.33,16.07
1980,38.48,-999.0,30.67,37.64,17.28,34.75,47.93,24.18,16.75
1981,40.29,-999.0,35.58,42.32,18.56,35.62,42.96,32.25,17.11
1982,35.07,-999.0,39.82,39.49,22.92,38.18,56.96,28.54,19.97
1983,31.95,-999.0,36.71,50.2,19.01,42.1,58.27,27.09,23.92
1984,33.03,-999.0,36.67,45.14,18.56,36.91,52.44,28.05,16.83
1985,39.7,-999.0,39.63,39.99,17.66,24.0,49.33,32.54,14.99
1986,37.7,-999.0,37.11,43.78,22.08,32.71,45.18,34.25,17.69
1987,39.37,-999.0,31.44,40.21,17.51,26.27,48.88,32.54,15.87
1988,38.17,-999.0,28.4,37.26,14.47,29.47,46.6,22.15,14.15
1989,37.52,-999.0,29.98,46.29,17.32,27.58,58.11,27.17,11.13
1990,39.07,-999.0,41.27,50.36,17.13,33.48,53.34,32.72,14.24
1991,38.7,-999.0,35.87,39.55,19.91,30.16,59.15,34.7,16.04
1992,38.54,-999.0,34.68,41.27,18.27,27.29,54.03,34.94,16.94
1993,39.25,-999.0,42.36,43.73,23.75,29.47,49.54,31.51,17.95
1994,39.17,-999.0,33.49,45.25,17.71,29.65,57.02,29.62,14.28
1995,31.29,-999.0,35.14,40.0,22.38,40.6,53.28,29.76,19.35
1996,31.64,-999.0,37.0,54.94,20.78,44.9,54.18,27.92,18.0
1997,35.81,-999.0,32.47,40.01,19.42,35.2,55.39,34.28,17.06
1998,36.54,-999.0,38.08,43.64,21.94,39.78,54.64,30.2,20.81
1999,40.29,-999.0,33.21,42.3,19.15,33.46,45.93,26.2,14.12
2000,40.08,-999.0,34.6,44.55,17.57,27.28,43.49,28.89,14.93
2001,37.5,-999.0,36.73,34.83,17.02,27.63,50.6,29.32,14.49
2002,40.52,-999.0,34.82,44.24,15.16,26.61,54.66,29.77,11.45
2003,39.0,-999.0,33.56,51.95,17.13,32.0,57.56,24.99,13.71
2004,38.74,-999.0,37.81,47.1,18.32,29.69,57.18,37.84,16.74
2005,40.36,-999.0,33.0,49.28,20.07,31.8,48.1,24.54,18.59
2006,38.71,-999.0,35.13,49.41,16.63,36.85,47.72,25.83,15.91
2007,34.09,-999.0,36.11,44.76,20.08,28.91,40.73,36.85,12.95
2008,37.09,-999.0,41.58,49.97,20.91,28.79,51.11,28.09,13.79
2009,35.21,-999.0,38.66,46.42,19.78,29.39,60.86,30.76,12.88
2010,33.85,-999.0,38.34,45.01,22.5,36.54,44.23,28.52,18.93
2011,38.74,-999.0,38.88,56.46,22.11,32.27,49.69,18.48,13.42
2012,37.28,-999.0,29.87,42.89,14.4,38.76,48.75,23.42,12.98
2013,40.81,-999.0,38.38,44.74,21.11,24.57,59.02,28.39,11.83
2014,36.75,-999.0,37.27,45.08,20.75,36.03,52.26,25.1,14.77
2015,40.1,-999.0,41.13,43.2,19.78,31.19,59.2,41.65,16.15
2016,37.07,-999.0,37.9,40.03,21.06,35.35,49.96,31.67,16.23
2017,38.06,-999.0,37.41,46.34,18.35,37.17,53.92,31.42,16.78
2018,37.9,-999.0,41.23,56.12,20.9,28.59,64.04,34.57,13.42
2019,38.0,-999.0,44.88,49.45,24.49,28.64,56.73,31.68,18.53
2020,37.94,-999.0,36.12,43.75,15.32,31.07,63.58,28.28,8.96
2021,39.65,-999.0,35.13,44.76,16.53,30.16,55.93,29.31,14.32
