Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1895,-999.0,-999.0,28.47,35.89,17.06,28.17,47.6,28.25,15.88
1896,-999.0,-999.0,35.76,40.41,21.6,39.85,45.52,23.44,16.65
1897,-999.0,-999.0,33.02,44.35,18.84,36.22,48.49,24.63,17.1
1898,-999.0,-999.0,37.1,46.4,17.46,25.31,53.04,28.24,12.53
1899,-999.0,-999.0,32.31,38.49,19.13,36.63,46.72,26.67,14.76
1900,-999.0,-999.0,34.38,42.26,17.84,31.35,55.19,33.05,13.28
1901,-999.0,-999.0,26.75,46.38,18.95,30.87,51.27,19.78,14.51
1902,-999.0,-999.0,37.26,46.12,18.86,36.2,48.79,30.29,14.23
1903,-999.0,-999.0,35.42,43.59,19.46,31.82,49.45,27.43,13.13
1904,-999.0,-999.0,32.68,39.25,16.9,36.22,41.47,27.18,16.35
1905,-999.0,-999.0,37.3,40.98,20.72,27.13,55.65,34.48,18.6
1906,-999.0,-999.0,34.37,42.09,22.2,35.68,53.94,29.68,21.29
1907,-999.0,-999.0,33.85,44.92,18.04,35.65,50.98,28.27,18.49
1908,-999.0,-999.0,33.22,38.08,21.03,27.26,50.97,31.73,14.91
1909,-999.0,-999.0,37.84,40.1,20.77,37.03,49.72,23.3,19.83
1910,-999.0,-999.0,26.78,38.62,14.7,31.59,46.94,18.65,11.42
1911,-999.0,-999.0,35.06,41.22,18.53,27.03,50.01,26.3,17.32
1912,-999.0,-999.0,32.33,43.55,19.66,35.54,56.73,24.58,14.8
1913,-999.0,-999.0,33.46,42.11,17.27,31.02,51.4,30.05,15.68
1914,-999.0,-999.0,30.92,37.08,18.11,29.82,45.68,30.24,18.31
1915,-999.0,-999.0,37.28,42.54,24.42,31.86,51.86,33.6,18.0
1916,-999.0,-999.0,34.15,41.93,19.4,34.65,47.14,23.18,17.94
1917,-999.0,-999.0,28.93,42.13,16.31,31.68,45.82,16.55,11.82
1918,-999.0,-999.0,32.56,42.11,18.47,28.46,48.28,26.47,16.19
1919,-999.0,-999.0,34.92,43.61,16.3,30.83,56.56,35.79,15.87
1920,-999.0,-999.0,31.88,45.06,18.82,32.4,56.98,30.08,16.3
1921,-999.0,-999.0,35.18,39.21,18.16,35.05,45.14,24.87,16.45
1922,-999.0,-999.0,32.29,40.05,18.84,28.14,55.21,28.27,15.38
1923,-999.0,-999.0,31.99,39.95,21.66,30.62,55.73,35.97,15.51
1924,-999.0,-999.0,32.84,40.69,17.32,26.01,48.06,22.18,11.05
1925,40.98,-999.0,30.2,40.92,18.05,29.75,43.46,24.19,15.0
1926,37.59,-999.0,36.23,42.19,17.38,30.35,52.73,31.98,16.41
1927,34.29,-999.0,38.13,46.32,23.38,36.65,49.53,28.04,17.31
1928,43.54,-999.0,34.9,41.72,17.65,25.59,54.4,29.35,13.08
1929,43.47,-999.0,34.73,42.84,18.26,22.37,59.7,28.69,12.87
1930,41.6,-999.0,26.28,31.56,17.84,23.75,43.86,27.05,14.61
1931,38.91,-999.0,33.05,39.7,14.38,29.49,43.78,27.51,16.3
1932,37.91,-999.0,31.95,42.98,18.4,33.01,56.06,30.22,13.81
1933,30.82,-999.0,30.29,43.78,16.66,34.26,47.31,23.39,13.41
1934,34.31,-999.0,28.13,39.67,12.83,30.02,49.5,22.54,11.61
1935,40.76,-999.0,35.23,42.04,16.3,23.35,50.59,32.55,15.35
1936,38.58,-999.0,26.87,45.28,13.25,27.88,49.87,24.66,16.26
1937,35.35,-999.0,33.04,46.89,17.11,37.56,54.63,24.0,16.48
1938,42.04,-999.0,36.64,44.12,18.66,30.23,46.41,26.14,17.89
1939,40.53,-999.0,30.64,38.3,14.63,24.84,50.64,22.52,12.33
1940,35.31,-999.0,30.91,42.87,17.42,34.92,49.89,30.1,19.11
1941,34.22,-999.0,34.86,33.48,21.91,33.63,44.84,40.24,24.8
1942,34.94,-999.0,36.73,45.68,20.88,33.8,50.99,31.46,14.82
1943,42.7,-999.0,32.63,40.07,17.51,27.25,43.32,23.24,14.91
1944,39.62,-999.0,32.97,40.4,21.22,24.79,54.18,33.38,15.36
1945,38.5,-999.0,39.33,49.72,18.56,36.47,56.63,30.49,16.24
1946,36.49,-999.0,34.03,38.75,21.03,33.25,55.25,31.45,14.51
1947,37.76,-999.0,34.18,41.14,19.28,30.96,54.8,25.26,12.3
1948,37.3,-999.0,31.92,44.64,19.15,39.12,58.47,23.86,13.84
1949,38.35,-999.0,35.1,37.84,17.84,26.99,54.38,33.66,14.42
1950,28.62,-999.0,36.31,45.2,19.1,40.09,52.85,26.58,13.71
1951,35.25,-999.0,40.29,46.44,20.92,34.91,49.1,26.75,15.75
1952,37.38,-999.0,30.39,43.36,14.13,24.22,45.36,21.33,16.52
1953,34.09,-999.0,28.35,42.56,19.09,37.98,52.11,23.88,11.72
1954,33.84,-999.0,33.65,47.2,17.02,31.22,39.12,19.08,13.96
1955,38.33,-999.0,30.17,41.09,17.72,36.6,46.46,23.28,14.45
1956,35.59,-999.0,29.29,43.97,15.59,32.7,47.25,16.01,10.51
1957,31.65,-999.0,37.06,36.73,20.8,32.72,59.42,37.41,18.77
1958,36.12,-999.0,30.78,44.77,17.29,34.8,50.68,31.2,16.76
1959,35.29,-999.0,36.04,43.67,17.77,30.99,55.03,31.22,13.03
