Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,142.284,58.833,138.228,157.506,98.294,108.0,89.306,-999.0,-999.0,
1901,143.926,66.792,145.227,166.525,119.912,112.25,104.222,-999.0,-999.0,
1902,131.673,58.994,131.92,166.073,118.568,114.286,75.571,-999.0,-999.0,
1903,137.778,63.923,140.3,173.761,119.207,120.257,82.258,-999.0,-999.0,
1904,163.141,66.709,149.867,174.5,109.0,107.2,88.796,-999.0,-999.0,
1905,148.123,61.813,145.587,171.826,116.9,99.376,82.907,209.0,-999.0,
1906,146.471,58.125,142.07,168.181,106.34,104.721,80.57,240.0,-999.0,
1907,152.753,51.307,157.812,187.434,110.707,92.059,78.695,203.0,-999.0,
1908,147.684,52.017,141.664,176.213,118.26,113.988,80.74,229.0,-999.0,
1909,143.374,55.94,144.493,182.519,119.253,108.976,86.306,231.0,-999.0,
1910,144.494,68.007,141.943,157.935,102.557,101.941,81.487,228.0,-999.0,
1911,149.138,48.5,142.127,175.428,138.06,117.278,77.86,216.0,-999.0,
1912,144.069,70.661,149.249,179.559,121.941,123.549,97.487,226.0,-999.0,
1913,126.339,50.015,133.199,174.208,128.077,118.74,85.803,249.0,-999.0,
1914,149.511,65.792,137.307,166.244,108.093,103.728,85.132,245.0,-999.0,
1915,147.061,64.782,139.639,164.255,109.649,109.245,87.276,234.0,-999.0,
1916,145.046,60.006,144.782,180.958,143.161,118.083,86.157,237.0,-999.0,
1917,160.092,64.978,157.721,186.485,119.42,126.295,92.043,236.0,-999.0,
1918,139.637,53.024,132.203,162.605,115.83,112.656,82.266,245.0,-999.0,
1919,138.139,53.547,139.943,175.011,129.445,118.058,85.372,222.0,-999.0,
1920,143.268,59.537,138.901,175.907,128.238,122.422,86.581,248.0,-999.0,
1921,125.869,37.05,125.874,166.755,112.125,104.54,75.0,240.0,-999.0,
1922,143.656,42.386,129.914,167.112,139.301,116.384,78.459,244.0,-999.0,
1923,146.7,44.681,145.322,175.672,122.399,117.527,76.968,221.0,-999.0,
1924,149.454,63.154,144.59,174.84,119.411,123.299,93.586,231.0,-999.0,
1925,141.161,51.865,151.844,169.832,94.586,111.217,87.408,217.0,-999.0,
1926,157.126,60.231,155.373,173.579,103.506,103.543,84.93,211.0,-999.0,
1927,133.615,44.053,127.17,169.629,112.815,107.781,76.36,248.0,-999.0,
1928,145.615,58.56,140.815,176.518,116.914,112.895,78.459,244.0,-999.0,
1929,137.006,54.712,139.538,174.053,137.957,126.027,89.791,224.0,-999.0,
1930,139.172,56.943,139.826,165.665,122.891,115.939,84.092,235.0,-999.0,
1931,129.644,41.446,125.077,163.443,117.359,110.163,67.899,248.0,-999.0,
1932,138.437,46.336,141.821,168.596,109.405,120.756,87.047,222.0,-999.0,
1933,142.489,40.832,139.028,167.544,113.595,117.644,68.07,267.0,-999.0,
1934,146.385,57.489,139.932,161.04,81.118,95.346,73.782,242.0,-999.0,
1935,141.316,52.935,137.585,174.51,136.369,116.291,68.543,244.0,-999.0,
1936,144.592,57.184,151.429,174.876,126.83,112.833,87.276,238.0,-999.0,
1937,144.178,52.722,149.058,168.709,110.119,117.385,87.739,243.0,-999.0,
1938,133.594,47.299,129.154,157.837,115.333,109.426,73.021,230.0,-999.0,
1939,150.639,49.742,144.348,165.536,111.595,109.794,75.359,243.0,-999.0,
1940,149.489,64.273,145.065,162.859,95.725,98.41,83.141,240.0,-999.0,
1941,146.483,60.109,132.976,162.484,101.062,101.608,71.377,240.0,-999.0,
1942,142.425,59.492,143.418,171.025,117.049,117.346,84.759,218.0,-999.0,
1943,154.022,63.945,152.098,172.487,120.833,105.727,91.261,224.0,-999.0,
1944,153.961,56.013,141.787,171.28,123.382,118.513,81.487,231.0,-999.0,
1945,136.77,51.341,138.037,176.462,109.667,116.949,80.803,236.0,-999.0,
1946,132.494,42.29,120.681,165.171,114.917,113.67,64.735,221.0,-999.0,
1947,154.656,63.133,145.029,170.114,101.865,115.782,97.598,247.0,-999.0,
1948,134.782,54.987,134.124,171.907,128.241,126.279,91.219,257.0,-999.0,
1949,132.778,45.86,137.426,168.232,128.017,119.552,80.09,238.0,-999.0,
1950,141.241,59.078,149.602,178.623,108.354,108.968,89.444,250.0,-999.0,
1951,137.839,58.804,145.997,184.077,124.271,118.193,94.316,225.0,-999.0,
1952,140.061,53.509,148.826,177.498,126.732,117.784,85.534,240.0,-999.0,
1953,125.81,51.668,135.514,167.695,95.066,113.343,76.688,214.0,-999.0,
1954,141.217,60.838,141.874,167.984,122.374,108.163,76.969,231.0,-999.0,
1955,142.15,65.524,139.014,171.335,132.938,120.392,90.299,239.0,-999.0,
1956,152.878,56.381,147.323,176.207,119.825,114.905,89.265,233.0,-999.0,
1957,141.817,48.085,141.52,169.24,114.399,102.928,75.953,232.0,-999.0,
1958,146.437,70.026,144.24,166.462,96.744,105.364,90.623,229.0,-999.0,
1959,147.733,61.438,146.57,178.267,119.641,114.049,91.64,240.0,-999.0,
1960,147.633,79.765,148.179,173.679,120.374,111.541,93.978,230.0,-999.0,
1961,143.144,60.039,146.113,178.275,111.957,113.436,87.838,230.0,-999.0,
1962,155.983,63.564,147.011,162.061,108.405,108.538,81.654,241.0,-999.0,
1963,149.111,76.104,138.764,156.208,104.586,106.226,89.273,228.0,-999.0,
1964,148.972,64.442,142.376,175.527,131.27,121.519,90.808,234.0,-999.0,
1965,149.478,62.639,140.696,172.824,117.302,107.465,80.346,229.0,-999.0,
1966,152.144,67.635,150.545,177.405,108.299,111.022,92.577,231.0,-999.0,
1967,149.572,63.253,144.501,174.572,111.429,112.396,83.09,240.0,-999.0,
1968,140.872,78.526,138.903,171.423,111.333,112.904,87.671,244.0,-999.0,
1969,151.256,71.92,148.964,173.858,125.784,110.824,85.248,238.0,-999.0,
1970,141.828,66.382,142.84,186.45,126.776,116.843,92.321,242.0,-999.0,
1971,145.522,59.315,143.096,170.458,122.256,118.0,81.496,233.0,-999.0,
1972,152.994,55.122,148.485,173.498,113.187,108.462,88.504,242.0,-999.0,
1973,126.372,56.433,123.638,165.822,110.397,110.447,77.897,235.0,-999.0,
1974,150.603,54.005,142.627,168.409,109.172,107.308,78.91,-999.0,-999.0,
1975,141.732,60.151,143.274,171.928,125.046,123.215,89.957,239.0,-999.0,
1976,157.35,74.076,156.373,173.53,126.21,118.624,91.974,228.0,-999.0,
1977,140.144,69.419,130.189,158.551,118.463,107.183,81.538,228.0,-999.0,
1978,156.522,76.575,146.386,165.936,115.761,99.131,95.179,224.0,-999.0,
1979,136.155,72.217,147.259,177.948,110.973,110.827,94.637,228.0,-999.0,
1980,150.972,68.217,149.453,166.591,107.195,102.968,87.419,249.0,-999.0,
1981,147.144,71.129,138.724,158.142,104.879,95.333,71.397,229.0,-999.0,
