Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1982,141.439,58.164,136.685,168.405,124.753,109.096,84.889,222.0,-999.0,
1983,135.764,62.54,138.968,168.023,95.408,97.302,85.73,232.0,-999.0,
1984,134.167,59.816,138.903,172.876,116.917,112.413,85.048,235.0,-999.0,
1985,137.21,65.227,134.095,167.62,144.443,109.561,88.095,226.0,-999.0,
1986,141.422,55.079,133.197,154.5,100.784,91.375,72.329,220.0,-999.0,
1987,142.517,62.314,133.867,157.739,106.253,101.417,74.286,226.0,-999.0,
1988,147.822,71.085,150.605,167.926,105.135,101.386,86.265,210.0,-999.0,
1989,147.776,65.25,151.451,170.328,108.532,105.627,88.658,213.0,-999.0,
1990,125.778,43.812,138.073,171.692,104.529,108.731,71.321,221.0,-999.0,
1991,133.046,53.592,137.894,170.425,106.589,105.931,75.778,226.0,-999.0,
1992,143.878,54.383,137.874,166.237,88.494,98.337,68.088,248.0,-999.0,
1993,143.655,63.269,144.934,171.421,117.023,103.059,87.449,213.0,-999.0,
1994,143.9,53.621,133.491,162.486,102.414,103.742,77.615,229.0,-999.0,
1995,145.987,64.546,143.472,168.344,91.856,93.237,77.419,212.0,-999.0,
1996,147.074,68.072,151.612,178.082,103.598,98.626,90.457,239.0,-999.0,
1997,150.411,54.241,148.083,170.967,102.61,101.783,83.389,227.0,-999.0,
1998,120.611,42.855,113.246,155.706,87.307,99.789,67.311,231.0,-999.0,
1999,136.895,54.693,130.212,165.373,107.946,105.535,71.15,229.0,-999.0,
2000,139.375,65.478,133.713,164.373,111.836,96.622,83.611,231.0,-999.0,
2001,141.452,57.279,128.625,161.2,108.711,97.349,77.759,224.0,-999.0,
2002,144.512,64.046,145.501,181.453,113.634,107.733,87.607,226.0,-999.0,
2003,140.208,61.914,137.101,159.032,93.135,93.887,80.047,229.0,-999.0,
2004,133.103,58.25,127.912,161.155,91.94,91.827,71.623,236.0,-999.0,
2005,137.161,56.917,132.305,162.212,100.429,93.206,74.509,208.0,-999.0,
2006,125.443,54.318,126.731,166.508,101.12,103.052,75.658,214.0,-999.0,
2007,141.615,58.464,135.123,156.704,111.161,101.696,87.185,224.0,-999.0,
2008,142.144,64.533,144.794,176.134,120.035,112.262,94.403,226.0,-999.0,
2009,134.989,60.022,135.322,171.078,125.12,107.212,85.491,222.0,-999.0,
2010,135.851,75.913,133.542,159.93,98.132,104.597,86.802,222.0,-999.0,
2011,129.633,59.054,135.574,169.631,120.315,109.755,87.838,231.0,-999.0,
2012,127.328,50.087,127.404,156.314,103.56,98.85,73.031,237.0,-999.0,
2013,145.925,69.437,154.541,184.489,117.962,117.16,99.969,213.0,-999.0,
2014,141.845,74.0,146.135,169.436,94.276,94.163,93.811,234.0,-999.0,
2015,131.889,56.475,126.991,155.881,86.79,94.85,77.031,231.0,-999.0,
2016,135.394,54.469,124.163,151.492,82.732,95.677,73.979,220.0,-999.0,
2017,128.178,47.639,125.546,161.451,108.938,94.701,68.373,214.0,-999.0,
2018,146.976,62.126,155.371,179.958,108.077,104.688,95.766,224.0,-999.0,
2019,139.689,54.333,145.353,176.02,122.191,108.777,90.154,219.0,-999.0,
2020,133.937,48.464,146.967,175.827,115.969,114.77,81.884,220.0,-999.0,
2021,129.678,57.522,134.004,163.313,109.179,106.507,73.923,231.0,-999.0,
