Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,0.0,0.215,0.196,0.165,12.351,3.0,-999.0,0.0,0.0,4.688,8.065,5.489,21.327,3.073,2.555,0.0,28.926,-999.0,3.468,15.85,42.95,0.0,3.833,18.018,14.458,0.549,19.881,2.352,1.469,13.765,0.596,61.077,7.331,-999.0,1.081,5.624,1.0,0.0,27.719,0.268,0.0,1.697,33.728,2.436,1.643,2.883,27.983,12.649,-999.0,-999.0,-999.0,
1901,0.002,0.854,0.465,0.246,14.68,3.0,-999.0,0.0,0.0,2.546,12.758,10.054,19.866,7.917,4.485,0.001,25.035,-999.0,6.118,17.328,43.031,0.0,6.958,21.931,17.42,6.455,16.326,1.205,1.469,16.157,0.459,53.798,8.78,-999.0,1.251,9.06,2.0,0.0,26.864,1.508,0.572,4.9,32.291,1.095,1.0,2.725,30.911,12.459,-999.0,-999.0,-999.0,
1902,0.002,0.854,0.178,0.267,15.661,4.0,-999.0,0.0,0.0,8.792,11.563,5.604,24.16,7.693,0.028,0.0,25.285,-999.0,5.323,10.722,41.262,0.0,6.981,20.232,18.346,4.228,17.752,0.844,1.331,13.027,0.066,46.863,5.568,-999.0,2.056,4.333,3.0,0.0,29.355,0.0,0.017,5.265,30.829,0.331,2.68,1.59,25.115,11.453,-999.0,-999.0,-999.0,
1903,0.002,2.249,0.773,0.4,17.196,8.0,-999.0,0.0,0.0,8.275,11.72,9.39,19.636,4.636,2.523,0.0,30.02,-999.0,8.57,13.027,49.748,0.0,4.859,19.465,12.672,11.085,18.287,4.147,1.331,14.009,0.145,57.716,8.102,0.789,1.255,5.544,6.0,0.0,31.587,0.534,0.086,11.842,24.541,2.565,1.302,3.188,28.563,23.251,-999.0,-999.0,-999.0,
1904,0.002,0.91,0.198,0.185,10.916,11.0,-999.0,0.0,0.0,3.952,14.283,11.336,29.951,4.025,0.148,0.0,46.92,22.0,19.749,30.323,49.847,0.0,5.557,27.29,17.054,2.315,38.716,8.096,1.331,29.0,0.126,63.355,13.457,0.789,0.861,16.084,10.0,0.0,35.043,0.011,0.016,5.799,48.993,4.629,0.784,4.376,37.332,14.207,-999.0,-999.0,-999.0,
1905,0.829,1.099,1.231,0.204,19.573,9.0,-999.0,0.0,0.125,7.06,17.018,10.559,30.74,15.638,4.095,0.284,41.475,12.0,9.186,19.942,44.868,0.489,14.004,25.521,24.197,9.596,26.653,6.259,2.946,20.234,0.235,54.125,12.592,8.216,1.517,11.531,2.0,0.0,32.894,1.939,0.262,6.349,34.908,4.401,2.092,8.08,34.658,29.367,87.0,-999.0,-999.0,
1906,0.002,0.918,0.16,0.181,9.437,5.0,-999.0,0.0,0.001,5.472,3.888,4.296,13.678,1.761,1.161,0.001,34.217,8.0,6.696,12.837,40.011,0.0,3.323,22.511,11.664,6.509,18.558,2.11,1.032,15.807,0.049,64.561,6.887,0.0,1.536,6.605,3.0,0.0,25.317,0.102,0.02,3.703,27.8,0.414,1.286,3.746,22.098,22.146,122.0,-999.0,-999.0,
1907,0.002,1.102,0.095,0.18,6.671,12.0,-999.0,0.0,0.001,6.201,3.499,1.222,13.669,2.549,1.584,0.0,34.305,10.0,16.304,14.439,37.363,0.0,1.883,28.351,12.012,3.529,21.691,5.304,0.618,19.751,0.053,55.709,5.81,-999.0,2.095,7.431,9.0,0.0,28.958,0.057,0.028,2.091,30.725,1.802,3.816,4.754,19.817,11.889,106.0,-999.0,-999.0,
1908,0.002,1.498,0.113,0.246,11.301,6.0,-999.0,0.0,0.001,4.236,2.28,0.984,9.175,1.225,0.017,0.0,31.843,8.0,9.622,13.286,28.312,0.0,0.882,16.419,5.474,5.833,20.468,2.024,0.922,16.029,0.065,43.082,1.601,0.0,1.156,4.557,5.0,0.0,16.685,0.009,0.033,5.187,33.651,1.651,1.264,2.768,13.343,17.733,120.0,-999.0,-999.0,
1909,0.062,0.525,0.167,0.188,19.413,4.0,-999.0,0.0,0.0,8.366,12.595,4.934,25.033,9.531,1.63,0.0,29.522,3.0,6.258,8.656,43.216,0.0,7.506,35.483,26.914,2.113,14.893,1.234,3.217,10.703,0.072,55.838,3.569,1.614,3.434,1.827,1.0,0.0,38.645,0.144,0.26,10.138,14.637,1.241,5.66,1.209,26.42,34.351,118.0,-999.0,-999.0,
1910,0.0,0.978,1.033,0.385,12.234,2.0,-999.0,0.0,0.0,8.058,7.301,4.141,19.574,3.495,1.919,0.0,31.884,7.0,9.081,11.699,38.182,0.0,3.209,21.669,12.65,12.52,23.153,3.346,1.65,17.498,0.061,51.52,6.266,0.01,1.655,7.458,5.0,0.0,30.572,1.116,0.101,5.059,28.005,2.078,1.629,3.247,26.46,11.662,128.0,-999.0,-999.0,
1911,0.0,1.473,0.277,0.458,18.766,0.0,-999.0,0.0,0.0,6.579,3.375,0.932,13.891,6.116,0.703,0.0,34.478,4.0,1.37,7.045,42.942,0.199,2.773,29.346,13.803,9.584,13.617,0.768,3.823,11.908,0.011,66.582,0.952,2.516,1.292,0.967,0.0,0.0,28.944,0.478,0.164,6.139,22.874,0.331,2.012,0.456,18.32,20.378,128.0,-999.0,-999.0,
1912,0.002,0.7,1.978,0.223,18.578,6.0,-999.0,0.0,0.0,7.052,19.465,15.194,34.8,11.709,6.211,0.001,35.862,17.0,13.995,34.196,56.084,0.249,12.005,26.087,24.921,5.028,27.719,4.926,2.492,23.059,0.302,63.315,17.58,3.976,1.424,15.589,9.0,0.0,37.65,1.656,0.499,8.727,27.8,5.468,2.606,12.629,44.831,24.855,106.0,-999.0,-999.0,
1913,0.002,3.292,0.103,0.368,21.979,2.0,-999.0,0.0,0.0,11.646,5.613,3.43,20.175,7.156,0.017,0.0,19.605,2.0,2.53,10.612,42.994,0.0,2.552,34.789,21.628,4.903,9.599,0.572,5.676,8.131,0.02,62.913,2.439,1.691,1.553,1.337,1.0,0.0,36.863,0.03,0.102,9.699,11.223,0.456,3.135,0.549,26.536,28.28,143.0,-999.0,-999.0,
